NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.89262,25.038,22.966,20.07,16.838,21.075,21.556,14.751,5.2782,-5.9679,11.246,-4.3793,8.1185,15.171,-4.7414,3.6449
1,8.0111,10.557,11.916,4.8427,3.7876,10.636,9.6094,6.7333,11.9,-4.1061,16.254,-0.049675,10.426,12.26,6.3606,9.5787
2,9.2778,-3.5677,-0.62212,-6.8759,-9.1601,-0.6132,-1.1109,-0.18725,10.565,0.43073,2.6379,4.6564,-1.2932,-4.5993,2.2306,-6.2705
3,10.785,-14.808,-12.626,-18,-18.811,-11.714,-13.681,-6.2218,10.257,14.621,-11.513,22.208,-10.174,-18.236,-2.6327,-16.286
4,1.0497,-3.5946,-4.7898,-7.6058,-9.6628,2.4723,-7.1129,6.6176,-0.19545,11.16,-1.8544,18.238,0.19013,-11.353,-10.071,-11.485
5,-6.9674,1.5724,-0.52247,1.6862,0.97347,0.34249,-1.9928,8.7789,5.4531,6.4885,5.8773,11.176,12.734,7.1794,22.66,8.0414
6,-8.8269,4.9095,1.0704,6.9909,4.2654,3.8451,0.76936,3.1524,1.152,2.0497,-4.0905,4.9567,-1.6646,-1.1948,12.98,-0.24803
7,-10.859,20.411,14.075,18.749,16.68,15.95,15.706,9.8615,0.5744,3.9341,-0.50636,6.6668,0.6095,9.2016,10.278,9.2649
8,-14.888,20.341,16.889,18.134,19.213,14.771,18.4,11.009,-1.8388,-9.6966,11.36,-11.416,9.8209,24.705,9.6651,21.284
9,-10.367,5.1454,4.789,4.8654,8.4463,1.9557,6.0355,-2.5959,1.4208,-8.0551,2.4503,-11.268,0.27533,12.426,19.169,18.137
10,-8.8542,-3.8224,-0.479,-1.3696,-0.49982,-3.8043,-5.5551,-11.869,0.38062,-4.1432,-4.6406,-9.2681,-9.7064,-3.6259,2.0544,7.317
11,-10.446,-0.80204,-0.54381,-0.38152,-1.514,-1.2036,-2.3732,-7.8597,3.0036,-3.2769,-3.139,-10.688,-8.8147,-9.1897,-5.4464,-0.080671
12,-5.2634,1.3787,-0.20898,-3.3624,-6.9048,-0.2918,-1.8588,-1.5782,4.3708,-5.8479,4.9502,-8.5381,-0.42685,-5.2999,-5.6951,5.2977
13,2.624,-0.26588,1.5792,-2.6711,-5.999,-0.44941,-1.4321,6.6577,4.4187,-3.9489,9.0679,-4.8256,4.8162,-3.1195,-11.773,-2.8705
14,8.6161,4.6526,6.0834,3.9631,3.6308,6.91,5.3782,14.287,4.9942,0.83226,8.6381,2.102,11.691,0.80875,-11.185,-9.3137
15,9.6021,10.461,8.6045,8.8512,11.303,14.346,13.11,19.352,3.7151,-0.44479,13.252,0.18008,21.418,11.281,-5.7686,4.1497
16,14.558,-9.378,-7.2562,-10.748,-7.1074,-5.0335,-0.6702,3.1406,2.1409,-1.6114,1.801,-0.67447,12.688,5.7692,0.22907,-0.65355
17,14.964,-10.712,-7.8234,-9.8145,-8.4008,-8.7416,-0.053126,-2.9258,-0.63312,5.0579,-9.2026,7.9262,3.246,-0.26631,-1.459,-13.679
18,9.2526,0.95367,-0.49044,1.758,0.93549,-2.0768,4.8253,0.62377,-5.1954,3.4494,-9.4056,6.3181,-1.9406,-1.941,-1.3476,-3.785
19,9.1922,-2.9248,-4.1796,-4.534,-3.7919,-8.0524,-4.9987,-9.5235,-5.3773,0.3117,-8.3466,6.883,-8.8834,-1.8692,-2.9765,-0.52383
20,9.2316,0.98082,-0.51961,1.7256,0.91801,-2.0573,4.8248,0.64878,-5.14,3.3901,-9.3701,6.3944,-1.9484,-1.8726,-1.3324,-3.785
21,9.2224,-2.9273,-4.1929,-4.5391,-3.8293,-8.0994,-4.9573,-9.4929,-5.3394,0.30889,-8.3896,6.882,-8.9331,-1.8815,-2.9845,-0.52383
22,7.9917,-12.862,-9.8563,-9.7346,-10.71,-16.806,-13.376,-20.083,-8.6157,-1.9045,-20.622,3.2992,-22.988,-13.656,-10.266,-13.105
23,3.6924,-9.5427,-6.7619,-1.4499,-5.3466,-11.63,-6.2489,-14.849,-8.5433,1.9288,-17.727,2.647,-23.57,-13.602,-12.624,-11.95
24,-0.76409,-12.526,-10.712,-8.3116,-10.66,-11.959,-10.603,-15.191,-8.2154,-1.9209,-11.038,-2.5343,-21.196,-10.874,-11.781,-5.2483
25,-5.4944,-1.9043,-9.3651,-5.8131,-3.6933,-4.4556,-11.625,-15.138,-6.0518,6.7928,-13.365,6.8964,-26.676,-18.901,-6.7014,-12.178
26,-8.9042,10.885,0.20377,4.0173,9.6626,6.4084,-4.0137,-2.0141,-7.5603,-4.9962,4.2649,-9.2675,-8.6875,-4.6312,-8.9385,-0.24539
27,-1.6493,-7.9494,-6.6451,-10.072,-5.5275,-8.073,-13.061,-4.9244,-1.2726,-4.1372,7.8734,-8.8152,1.9584,-0.37229,3.6068,6.8015
28,-0.60033,-15.725,-11.381,-14.518,-9.6166,-12.232,-10.007,-1.8309,-0.41665,2.6827,-1.6374,-6.4019,-0.27833,-8.6422,7.4985,-4.1345
29,1.1227,0.70284,-0.7584,-0.44798,4.4198,6.196,2.6973,14.043,1.4948,12.034,6.5739,6.6005,13.156,3.8956,9.9358,1.6432
30,5.173,-5.8425,-5.0772,-6.7343,-3.4624,-0.38987,-7.5945,8.5614,1.1682,5.2729,5.6368,6.424,17.966,11.032,10.292,0.51629
31,3.4429,5.5206,3.5827,6.4661,5.7662,6.5659,2.3965,13.736,-0.2061,8.5722,1.4184,11.536,15.257,8.4906,10.136,-0.5184
32,1.0337,11.825,13.063,13.136,10.901,11.87,14.874,17.95,-2.9204,-4.4612,13.58,-2.992,22.499,17.316,-0.84248,12.514
33,-0.22497,6.9907,8.821,7.16,2.6683,2.843,6.5525,1.8697,0.69228,2.4551,-2.349,6.1663,0.31481,0.57942,4.439,-3.1611
34,-12.232,30.633,27.603,32.613,27.973,28.376,31.046,18.777,-8.2616,-12.126,14.082,-12.466,12.325,17.82,2.0174,9.9951
35,11.852,-14.313,-8.3755,-13.416,-18.719,-17.167,-15.707,-22.419,3.478,1.2685,-19.429,-3.0538,-27.042,-19.425,-0.95907,-12.186
36,6.6072,5.5893,1.0758,2.1188,-0.65078,0.22305,-4.3551,-9.7971,-3.8738,5.9656,-9.5241,1.5805,-20.087,-13.592,-20.943,-13.06
37,7.517,-13.547,-11.721,-13.391,-11.442,-13.326,-14.25,-17.029,-4.0275,-3.9642,-3.7235,-8.1307,-13.624,-9.4637,-20.398,-2.0733
38,9.8389,-16.282,-15.574,-16.984,-16.132,-13.901,-15.49,-17.685,-3.2235,1.1578,-12.967,-1.8313,-19.979,-19.481,-12.208,-9.7932
39,8.356,-9.1542,-13.136,-11.536,-9.0057,-5.813,-7.2956,-7.5128,-0.084035,4.2231,-3.8702,2.7329,-8.7614,-12.118,-7.8754,-9.1706
40,1.4104,-1.698,-5.5266,-1.8124,2.5508,-0.31258,-1.4695,5.3405,-0.68505,11.612,0.32678,8.3973,8.6912,2.027,1.7125,-4.3316
41,-5.3981,6.4835,3.4149,6.739,12.782,9.4378,8.6783,18.275,-1.5703,5.0193,13.994,1.3235,27.323,21.292,12.944,10.577
42,-4.9379,7.7119,8.1859,11.514,16.603,9.8176,12.053,21.271,1.3035,5.2225,16.814,3.1473,32.236,25.839,25.237,15.342
43,-3.1071,5.7872,7.9635,9.0244,10.358,6.9291,11.319,14.548,3.2911,5.214,12.409,4.7235,27.121,21.304,25.639,14.246
44,-4.5548,13.412,11.201,12.001,9.4015,14.191,12.174,11.139,5.8219,8.0865,4.4063,11.026,12.502,8.8302,15.937,5.6394
45,-4.8866,14.659,18.779,20.871,14.859,11.389,21.105,7.5961,7.5771,-4.9428,9.2373,-1.531,5.634,10.439,9.1541,14.674
46,-2.7067,3.4649,9.8396,7.7697,2.16,1.5589,8.6164,-1.8751,4.2834,-8.7818,0.88845,-7.2402,-7.2311,-1.9191,2.6784,8.6222
47,-2.8353,6.8813,9.6101,9.0375,3.7254,6.0663,6.0582,-2.2214,2.5293,-2.858,-4.5712,-0.81198,-14.743,-7.7635,-5.5235,-1.1276
48,-4.0524,8.6256,8.6119,7.779,4.2056,9.8647,6.9613,1.1621,1.0898,-6.9725,5.373,-8.6659,-6.9855,0.59448,-12.175,-1.7653
49,4.0682,-2.1217,-1.3049,-5.1581,-8.0478,1.4736,-1.989,-4.7693,6.7869,-0.33176,10.249,-0.99971,-3.613,1.8275,-5.1739,-0.77731
50,-3.2724,-0.68309,-0.67737,-2.3078,1.0975,-0.98269,-0.43715,-2.7096,-1.2347,12.619,-13.405,12.706,-16.119,-15.037,-8.0318,-10.403
51,-2.7577,-4.9053,-4.5053,-7.7968,0.17061,-5.7275,-4.1455,0.57586,-6.5505,-1.903,0.8525,-3.555,6.3574,5.5063,-7.3151,4.5476
52,1.7071,-10.77,-16.849,-17.114,-11.785,-16.767,-18.886,-10.072,5.1175,6.3918,-10.872,6.1486,-2.9512,-4.705,2.1111,-5.6355
53,-0.68633,-3.9438,-8.0004,-2.7874,1.1787,-4.8294,-3.0742,0.62667,3.649,0.29241,-4.2791,-1.1382,6.2544,2.0751,-3.2874,-4.5873
54,3.509,-13.067,-8.8149,-5.6596,-4.3189,-8.6539,-3.7932,-2.6524,5.3827,3.4466,-6.7642,3.5384,7.0659,0.90336,1.1315,-1.8267
55,1.7141,-10.299,-8.0584,-9.2095,-9.7363,-11.852,-6.0837,-7.8117,-2.9404,-0.61248,-11.771,-1.0775,0.38894,-4.7294,-2.9751,-5.7646
56,0.33253,-7.7273,-4.2297,-8.4815,-7.1822,-10.857,-4.7293,-9.2481,-8.3887,-1.9455,-5.9687,-0.13772,0.13848,-2.8946,-1.5244,-2.4268
57,-7.8255,0.86988,-0.14699,-0.61008,-0.84176,-0.4526,-5.1578,-9.1754,-4.6792,-1.6559,-10.148,-1.4625,-11.044,-11.937,-9.0359,-10.167
