NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-3.3207,5.0183,3.7822,5.2882,5.3038,-0.44053,0.33619,-3.3761,-9.3555,5.0346,-4.5948,5.0811,-1.8084,-3.8813,-5.4117,0.54174
1,-5.0079,4.3368,6.9425,5.4173,6.4464,4.4723,6.625,8.6131,-9.5599,-5.9412,8.6189,-2.8437,14.071,10.883,3.6934,13.118
2,-5.6374,9.9763,7.1942,8.2965,10.32,11.11,9.9417,13.15,-2.0227,1.8361,5.6947,6.6944,12.088,6.2013,13.69,8.6767
3,-5.8331,9.2521,7.7342,7.2555,8.9162,14.772,8.2132,9.9353,-0.97656,-6.0445,11.405,-3.917,18.65,13.184,12.509,9.0014
4,-1.7264,3.4399,4.7232,2.5368,3.3693,5.5405,1.9397,3.0651,6.8341,0.15514,0.98129,1.4018,10.709,7.9891,19.483,4.2742
5,-5.5742,13.267,12.117,12.793,12.221,10.848,9.2347,11.416,3.2584,-4.1657,3.4097,-5.5906,12.124,12.127,11.129,9.8732
6,-5.945,13.568,10.585,14.757,10.888,13.066,8.1478,7.6933,4.851,-1.3742,5.07,-4.0223,6.4377,8.6166,3.2511,9.447
7,-3.9803,1.5269,4.0163,7.6857,2.8201,2.5358,5.5688,0.84241,1.3766,-7.7161,6.941,-12.286,2.5534,7.9263,-5.4959,7.2205
8,4.8647,-12.217,-3.6958,-3.4696,-8.68,-11.345,-3.9929,-7.3303,6.5524,1.4498,-4.4788,-0.053832,-10.693,-4.001,-4.6809,-0.64543
9,9.2607,-17.131,-12.905,-13.546,-16.275,-17.922,-14.549,-17.852,6.9636,5.564,-16.718,6.5233,-23.562,-15.934,-9.509,-12.207
10,11.345,-8.7032,-11.256,-11.718,-12.873,-12.899,-12.029,-13.493,4.1356,7.7263,-13.741,11.373,-18.69,-11.017,-14.57,-15.251
11,9.3682,1.2027,-3.9368,-2.1139,-3.1086,-2.615,-3.4157,-0.86695,-0.082249,6.4345,-6.4489,10.639,-9.5563,-5.849,-18.583,-13.413
12,9.3135,7.8885,2.5243,5.4304,4.476,6.4016,6.421,8.1153,-2.5439,3.5023,5.9361,8.3639,5.0833,5.1158,-13.143,-1.434
13,0.37918,21.484,14.418,17.54,16.854,19.841,18.144,21.717,-8.6453,-8.065,25.148,-3.548,23.857,24.22,-11.165,12.059
14,1.828,8.4555,8.6428,2.5977,9.0112,9.8447,6.8126,16.837,-10.092,-15.693,29.09,-14.774,26.886,26.914,4.0758,23.047
15,11.944,-19.439,-13.98,-24.799,-16.982,-13.886,-17.16,-10.875,1.2532,-3.3963,0.34797,-6.8377,0.56358,2.1608,11.11,7.5444
