NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,11.473,16.342,19.163,13.814,3.0973,22.011,19.804,19.287,-4.0413,10.937,19.042,13.743,13.87,12,5.5262,1.588
1,9.8964,6.6359,6.5848,3.4703,-6.396,7.4069,4.7036,2.1504,-2.3294,14.97,4.6267,20.574,-9.3746,-9.6024,-11.232,-5.8632
2,2.5317,5.2143,2.4415,5.7941,3.8491,0.33008,1.9991,-4.7888,-5.2804,3.798,2.1059,7.7812,-15.034,-11.018,-23.536,-0.53817
3,-0.071578,-0.9939,-2.6454,1.0259,-0.83627,-9.7667,-6.2676,-14.355,-5.4275,-0.022007,-6.7558,4.5112,-22.59,-15.816,-17.629,-0.037231
4,-4.9329,-2.9525,-8.0233,-1.1836,-1.003,-11.389,-9.5561,-18.216,-9.782,-7.0755,-15.145,-5.8352,-27.797,-20.214,-22.506,-9.6313
5,-7.7251,-18.198,-14.222,-13.204,-8.7793,-24.252,-18.252,-20.227,-4.1928,-13.061,-8.2612,-18.4,-8.8148,-6.7604,-7.7661,5.09
6,-6.2657,-18.026,-20.238,-12.566,-9.8698,-21.89,-23.756,-18.116,-1.883,-0.86835,-25.313,-7.4915,-23.712,-24.834,-2.0064,-8.5133
7,-2.8553,-16.149,-17.872,-13.458,-9.5441,-19.015,-21.426,-9.9136,-2.9827,-2.7176,-7.6298,-8.3263,-5.6986,-10.849,-4.1958,-4.5865
8,-1.1673,-14.527,-13.298,-14.491,-12.123,-15.015,-12.921,0.38325,-4.5391,-0.73807,3.7347,-2.4116,4.8938,-4.3664,5.0281,-1.0236
9,-4.3642,-0.71428,7.3605e-05,-0.74681,-1.3046,4.553,-2.8446,18.257,-1.8,2.8907,12.922,4.803,9.6364,-2.5669,13.161,-1.4443
10,-4.3975,-0.73402,0.01786,-0.69938,-1.32,4.5209,-2.8249,18.291,-1.8861,2.8852,12.852,4.8006,9.5958,-2.5628,13.177,-1.4443
11,1.0462,5.888,6.2045,3.3161,-0.42035,12.36,0.44608,22.043,5.9046,1.6555,23.894,9.3704,14.758,1.5487,14.025,6.0253
12,7.2124,17.219,16.882,16.259,12.231,22.455,18.306,27.515,10.275,4.6581,31.08,14.549,21.151,14.244,15.953,11.689
13,7.1782,20.467,25.98,25.219,25.757,25.185,28.672,28.155,8.4234,1.0803,28.912,10.641,27.512,29.127,23.515,18.211
14,-0.75357,22.102,25.73,28.029,27.481,21.42,29.362,20.295,5.5085,3.181,7.9544,12.615,15.921,23.285,22.682,15.416
15,-4.3499,-0.70918,-0.0003587,-0.73642,-1.3143,4.5208,-2.8232,18.25,-1.8057,2.8162,12.834,4.8558,9.5991,-2.547,13.199,-1.4443
16,0.99646,5.9312,6.1469,3.3459,-0.45599,12.312,0.45009,21.982,5.9117,1.6508,23.93,9.3915,14.775,1.5899,14.022,6.0253
17,7.2259,17.137,16.816,16.216,12.241,22.401,18.28,27.556,10.339,4.6647,31.012,14.512,21.194,14.183,15.899,11.689
18,7.2504,20.425,26.014,25.252,25.796,25.144,28.691,28.119,8.3944,1.0934,28.863,10.592,27.481,29.209,23.584,18.211
19,-0.80403,22.107,25.691,28.098,27.5,21.411,29.303,20.313,5.5185,3.1893,7.9782,12.548,15.88,23.271,22.661,15.416
20,-3.6521,-3.4227,1.2263,-0.272,-2.5283,-4.1351,3.8584,-9.4201,-1.2392,-4.8405,-19.296,0.33254,-9.531,0.68136,7.4242,-2.9555
21,-9.7959,13.503,11.446,17.568,10.514,11.536,12.343,0.58227,-7.1708,-8.5933,-12.081,-7.0368,-10.123,-4.4308,-3.3032,-8.9755
22,-9.4984,10.403,10.373,12.245,10.33,10.252,9.8572,3.3585,-3.61,-11.969,4.7024,-13.172,3.5007,7.7524,-1.1659,3.8796
23,0.65836,-16.607,-16.813,-21.042,-19.107,-20.493,-17.264,-19.676,1.0551,-12.526,-12.593,-15.627,-12.361,-12.215,-4.1131,-5.7855
24,2.8469,-6.7947,-12.329,-13.417,-16.454,-13.239,-12.682,-13.118,2.1657,-2.0322,-15.23,-5.1135,-15.471,-18.923,-12.021,-18.462
25,6.5524,-8.269,-14.389,-17.317,-18.54,-12.046,-20.861,-11.708,2.7774,-1.6181,-12.576,-8.8535,-17.217,-20.709,-19.279,-19.925
26,14.683,-23.479,-26.311,-30.311,-26.824,-21.123,-35.244,-19.883,8.1198,10.954,-7.1857,8.0615,-19.912,-28.435,-13.123,-21.75
27,4.7666,-3.4383,-7.6537,-4.96,-2.5085,1.9274,-6.2701,2.7754,4.3937,6.5586,18.699,6.3657,2.6018,-10.327,-20.225,-14.601
28,10.764,-3.9741,-8.0847,-6.6446,-2.8468,-1.2237,-3.6004,3.5614,11.685,10.235,21.686,11.747,13.03,-0.56449,-1.6318,2.2642
