NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4.9394,-0.093216,-2.3904,-0.72712,-2.3831,0.54786,3.0981,-0.78283,-4.2912,9.5374,-4.5368,9.0815,-6.8344,-5.5027,-7.1498,-9.1825
1,-3.9654,26.117,18.032,23.594,18.818,25.581,22.668,13.841,-6.7059,9.7523,5.8555,11.272,3.471,5.6334,-4.9491,0.24689
2,-0.61859,4.9133,12.096,1.6846,-0.46763,7.2298,6.5706,12.184,-3.1067,-4.7517,15.589,-0.43452,12.085,13.443,0.050727,7.6326
3,6.12,-10.618,-1.2133,-8.4905,-11.606,-6.283,-9.7903,-5.6487,-1.3182,10.139,-6.9571,14.167,-11.722,-10.204,4.3573,-9.3651
4,-6.3577,16.247,17.374,19.005,14.288,17.749,10.541,5.887,-8.2798,2.5379,-1.5645,2.9374,-4.8941,-3.6144,-1.8414,-5.3204
5,-0.4944,10.919,14.604,7.306,6.451,7.1934,8.4522,8.7443,2.5044,-0.49842,4.5783,4.2832,4.5101,5.935,6.2129,8.8021
6,-0.24812,1.2411,5.3396,-0.77067,0.11814,-0.84838,2.6558,3.6488,2.7839,-3.0748,-0.51901,-1.6402,1.9618,0.21826,3.2508,3.5237
7,-8.8647,20.317,18.278,26.058,26.783,20.179,19.044,16.515,2.6624,-0.27157,8.4241,-0.61443,14.716,11.839,11.398,12.789
8,-0.58869,-4.6465,2.0482,3.1989,5.8249,-4.0235,7.6984,9.5746,13.239,-10.722,9.2003,-10.615,17.791,19.215,12.728,22.892
9,5.446,-20.715,-11.87,-13.897,-12.95,-19.145,-8.5746,-7.2875,11.245,0.91247,-11.611,1.707,-3.3084,-2.473,2.5658,-1.1507
10,5.6472,-1.2263,-1.9353,2.5098,6.5323,-0.72686,-2.953,-0.87649,-2.6312,0.84447,2.7952,-0.43098,9.6596,11.268,9.7386,10.863
