NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-5.448,-1.5776,1.7949,4.827,5.4503,0.40119,2.5482,1.1148,-6.8246,-9.7749,1.7639,-7.6336,8.1858,8.8806,-3.3002,9.1662
1,-5.2018,9.3185,4.8058,5.1377,7.0632,7.3112,3.6382,1.6248,-6.4495,-6.5907,-3.3978,-6.773,2.4685,1.911,4.8321,6.2611
2,-8.3099,18.504,14.72,15.157,16.548,15.643,14.492,11.554,-4.9281,-9.625,10.764,-12.556,14.391,15.266,8.5648,14.379
3,-0.42844,-0.72253,3.4889,0.45108,-0.60261,-1.239,-1.7629,-1.3546,4.3038,-7.1893,6.9506,-6.5522,8.9094,9.7153,15.606,4.8104
4,0.66222,-4.5142,-3.2041,-4.4029,-6.6876,-6.9709,-8.1579,-8.4825,5.2733,-3.2032,-3.8556,0.39792,-4.1508,-2.4543,9.9611,-6.4533
5,-1.9431,2.2735,2.7653,2.5538,2.7929,0.47995,1.8419,5.4173,0.76403,-4.3255,3.1889,-4.1934,5.3534,7.4822,6.317,8.0208
6,1.536,-2.2601,-3.0292,-5.5008,-6.3165,-6.6213,-7.1661,0.16583,6.6262,0.27972,-3.0865,-0.044799,-2.0751,-1.8817,11.574,2.5818
7,1.218,4.5033,1.1028,1.4488,0.12998,1.9272,-1.4347,4.1967,4.3213,-0.88501,1.5385,-2.2363,-1.8673,-2.9694,1.7265,-3.035
8,-4.12,8.0917,9.2989,10.48,13.118,14.857,8.8889,16.826,1.8908,-0.78539,17.008,-6.1064,13.888,13.018,-4.2636,7.9916
9,3.0573,-11.615,-5.6361,-9.8691,-7.0722,-8.1138,-8.5945,0.70337,3.8246,1.5957,2.4535,-1.4243,2.0012,4.999,0.36603,1.8847
10,-0.82154,-0.82333,-0.1681,0.16211,-0.54933,-0.37213,-1.5816,0.53993,4.1139,12.556,-3.8412,14.332,-7.894,-1.7451,-2.2195,-6.8792
11,-10.318,8.8176,11.153,13.73,13.905,14.893,12.255,11.013,-6.7514,-0.75193,16.771,-2.5808,9.9217,17.169,-3.0856,10.309
12,-7.4635,-2.0071,1.9274,2.0917,5.3172,0.0182,1.8391,-1.2372,-0.86533,0.9929,2.6365,-3.3436,1.2836,12.068,-0.19271,5.2209
13,-3.7332,-8.8576,-8.0828,-10.222,-0.39909,-6.6718,-8.5878,-10.454,2.2326,0.28417,-17.263,-5.1926,-13.216,-0.03494,-10.624,-3.6585
14,1.095,-18.821,-13.276,-17.892,-7.2726,-9.5881,-10.23,-15.295,5.0613,4.87,-14.936,1.8544,-7.6472,6.6266,-4.5882,5.5813
15,1.1676,-18.837,-13.27,-17.807,-7.1914,-9.5841,-10.273,-15.246,5.0533,4.9246,-14.977,1.8654,-7.6255,6.6093,-4.65,5.5813
16,1.7237,-19.56,-16.158,-18.279,-10.508,-13.484,-11.136,-20.422,0.37418,5.7581,-26.133,0.73042,-17.488,-4.3313,-3.1899,-6.2631
17,3.8842,-5.5853,-7.9447,-7.6003,-0.80034,-1.8697,-3.3914,-11.817,-0.40474,9.4616,-19.597,5.7404,-11.923,-4.3238,-3.1997,-3.927
18,7.05,-3.4835,-5.7789,-3.1341,0.49993,4.3084,5.8376,-2.9593,-5.2238,-0.95702,-1.543,-4.3139,4.6368,8.2997,-2.4902,6.1144
19,2.3834,18.104,9.3385,16.911,18.866,20.77,25.655,8.8954,-1.4174,6.2314,-0.90946,4.9575,2.303,3.1191,6.2347,0.43663
20,1.8459,24.089,19.556,22.26,22.845,25.989,30.735,17.844,-4.9334,-6.8458,18.288,-10.354,16.969,18.278,11.431,13.303
21,7.3568,13.362,15.916,14.654,13.613,15.103,20.918,11.159,2.7621,-1.4077,21.947,-4.9739,15.528,18.663,19.877,7.9189
22,3.3795,0.78021,6.176,3.56,1.3519,2.7296,9.5766,2.2272,3.1789,-4.3952,14.622,-8.8562,7.8277,8.9252,13.275,2.9887
23,11.409,-20.509,-13.486,-18.84,-21.361,-18.188,-15.421,-18.112,12.447,7.9444,-11.718,5.1387,-13.191,-14.814,16.577,-11.856
24,8.7625,-11.05,-7.8665,-12.235,-14.363,-13.414,-12.391,-16.033,6.469,8.2273,-16.533,8.5784,-15.382,-18.573,2.8959,-19.286
25,6.5947,-1.8063,0.46821,-2.0303,-6.7584,-3.6075,-5.2951,-3.9961,-2.294,2.7374,-6.7947,6.5942,-4.3052,-12.04,-5.0004,-7.6512
26,6.5189,-3.2173,-3.7135,-4.1654,-7.4931,-3.8496,-4.9823,-6.2727,-6.9674,-1.4921,-6.535,1.7994,-2.711,-11.859,-8.2596,-5.842
27,4.2445,1.6765,-3.1681,-0.12363,-2.9446,-4.9203,-0.43194,-5.1315,-9.157,-2.6645,-3.0814,2.3072,1.3944,-5.2617,-13.465,-1.8086
28,-2.6872,10.585,4.6588,12.416,7.4172,2.1191,5.2091,5.8683,-11.022,-9.3043,3.2922,-6.0041,6.7602,-0.46877,-11.673,5.6478
29,1.4954,8.8191,9.0153,10.314,3.9079,3.3789,6.1341,9.9934,-8.7988,-13.518,11.139,-13.345,11.223,3.8038,-1.7671,9.4982
30,5.8246,4.436,9.2795,7.6341,2.593,3.0291,7.5814,11.206,-0.74028,-10.368,13.565,-9.8021,10.512,4.2319,-5.4281,6.9481
31,7.7795,2.239,6.9454,8.8848,8.3561,5.0112,6.0095,8.9816,4.2506,-4.2187,10.454,-4.616,7.5996,5.0155,-0.36319,7.9088
32,6.0874,4.9834,5.8856,8.591,10.285,6.8986,6.831,11.014,5.5442,1.3362,13.519,-1.5256,11.764,13.896,7.2165,10.818
33,9.0028,-8.2252,-5.1681,-6.0784,-4.0954,-5.7174,-4.2211,4.0046,3.831,-0.23391,6.7791,-4.3321,8.0654,8.407,6.8139,7.1162
34,5.9941,-10.139,-9.8528,-8.4043,-8.1594,-8.53,-9.8719,-7.6493,3.8748,6.1341,-11.089,3.4307,-4.1893,-3.7089,5.9053,-7.3838
35,2.1028,-5.6338,-7.4633,-5.7201,-3.7578,-5.6528,-6.3707,-7.1171,1.2969,4.6481,-17.617,2.1728,-9.4441,-3.3383,2.7109,-9.1574
36,-3.1284,0.28682,-1.2012,-1.697,-0.038015,-0.43226,-2.5177,-3.7825,3.5582,8.2603,-11.682,7.8226,-7.7049,-1.498,3.1389,-0.8094
37,-9.5597,7.3279,4.7921,1.5525,-1.6446,5.2023,-0.7804,4.0826,-2.2623,-3.1025,0.65026,-3.0131,-1.4916,-1.0455,-3.8734,-1.5489
38,-9.3442,6.5543,3.8684,2.049,-2.6865,6.1132,-2.6387,7.2683,1.5771,-1.2701,4.6996,3.7194,-1.4201,-5.7217,-7.5988,-5.284
39,-5.5585,2.8894,-0.65717,-0.81235,-3.2229,3.1568,-6.272,0.42954,0.69096,-3.2737,4.1187,1.5372,-2.6609,-6.7192,-13.179,-1.5219
40,-3.0966,0.32716,-1.1322,-1.6493,-0.13184,-0.41286,-2.5995,-3.7243,3.5742,8.2558,-11.684,7.8034,-7.7309,-1.4357,3.1149,-0.8094
41,-9.6449,7.2814,4.856,1.6003,-1.7098,5.1435,-0.69067,4.0595,-2.2322,-3.0989,0.67255,-3.0087,-1.4965,-1.0466,-3.8891,-1.5489
42,-9.3667,6.4902,3.9243,2.0394,-2.6336,6.2038,-2.7106,7.2605,1.5106,-1.2608,4.604,3.7345,-1.3825,-5.7725,-7.6572,-5.284
43,-5.5571,2.885,-0.72717,-0.72342,-3.26,3.1164,-6.2736,0.49212,0.63623,-3.2444,4.0549,1.5801,-2.6763,-6.7355,-13.181,-1.5219
44,-2.3874,12.618,5.359,5.8511,1.912,7.1176,1.8469,0.57878,3.5646,5.5388,2.7919,9.618,-4.3774,-5.0377,-10.513,-2.371
45,-1.2675,5.9782,1.4573,-0.20618,-3.1401,1.5921,0.71382,-0.83268,-2.8704,0.19164,7.3805,0.99775,0.73002,-0.29717,-8.3808,1.9984
46,8.3387,-7.0564,-7.7734,-9.7021,-11.651,-9.2254,-9.6266,-9.5959,4.5483,13.315,-6.1767,11.663,-11.6,-16.571,1.7842,-11.268
47,11.109,-7.5008,-6.469,-4.165,-4.7363,-8.2077,-5.4001,-8.1942,2.3503,13.956,-8.1432,10.229,-13.179,-18.372,-1.837,-18.578
48,4.0649,10.958,10.624,12.838,13.464,10.035,14.933,11.602,-4.9436,12.569,18.15,8.4018,14.264,10.687,0.86014,3.0158
49,-2.0547,12.209,9.1933,10.079,9.8262,10.585,12.459,15.702,-9.0105,1.3033,17.221,-5.0401,17.185,10.819,6.7422,7.2175
50,7.3432,-14.399,-12.681,-13.35,-12.3,-13.577,-12.57,-6.2213,0.7037,5.822,-5.851,7.9983,-2.0589,-9.3945,12.287,-4.7592
51,1.0291,-6.0271,-4.9129,-0.96735,0.266,-6.4915,-4.1386,-0.15963,-1.864,1.0298,-2.8128,8.4215,0.44079,-1.3934,-0.694,-2.9134
52,-2.1801,-1.9396,-1.8895,2.1524,4.2134,-5.0138,-4.8495,-0.81217,0.41544,2.212,-5.7561,7.7566,-4.5205,0.72257,4.1746,0.66591
53,-2.6018,-7.3545,-6.6785,-7.233,-6.4087,-9.2513,-10.155,-4.9909,-0.56714,-3.6468,-8.0821,-1.2414,-8.4684,1.2634,7.5414,1.3908
54,-3.7377,3.7902,4.8386,5.1741,3.2606,4.2821,3.5366,7.6357,-2.3125,-2.297,-5.8933,-0.5995,-6.3256,1.1612,8.0222,-0.25852
55,-1.5802,6.5355,6.0662,2.9343,3.547,6.2866,7.982,3.3284,1.4535,-7.804,4.8537,-4.2638,-0.23211,2.5984,5.3666,2.4795
56,-1.7332,5.4941,3.4421,-0.19563,-0.43529,5.923,1.3565,-0.10885,-1.2156,-9.0172,1.5817,-4.4884,-5.6993,-5.9496,-1.0175,-5.9804
57,1.499,5.7347,3.8887,2.3939,0.047429,10.325,3.8962,5.2777,-4.604,-13.186,10.081,-7.6824,0.64902,-4.2022,-6.3606,1.7537
58,-8.0296,21.318,17.212,20.981,22.234,24.223,18.112,23.159,-2.7407,-14.461,26.838,-10.163,18.93,13.693,-4.4147,17.532
59,-5.714,9.6267,11.514,7.935,10.754,9.1263,7.3669,15.401,-1.4818,-19.578,28.064,-19.026,24.34,20.094,4.0244,24.046
60,2.5765,-18.268,-17.25,-16.29,-14.263,-19.424,-15.448,-12.676,6.0831,4.876,-19.314,2.3755,-6.7566,-7.3042,1.1729,-6.6912
61,5.9508,-29.379,-28.28,-27.795,-26.145,-30.527,-27.22,-24.764,-0.49811,8.5007,-21.896,2.4542,-9.7494,-8.686,-3.1041,-14.781
62,1.4142,-21.521,-23.947,-20.484,-19.208,-24.383,-23.832,-26.331,-0.47837,14.235,-27.618,11.855,-16.898,-15.319,-3.6605,-20.907
63,2.1981,-20.724,-25.1,-21.18,-23.393,-24.93,-28.007,-31.139,0.70169,10.419,-36.264,11.544,-33.666,-35.829,-14.568,-25.459
64,1.1389,-10.807,-17.928,-13.295,-15.341,-15.713,-23.139,-23.351,-0.26421,14.43,-22.856,15.932,-28.673,-31.8,-26.283,-23.589
65,-5.0395,4.7531,5.5397,5.2035,2.585,5.9709,9.0096,7.4021,-5.4642,0.43405,14.101,-0.69893,3.1767,-1.6404,-6.2575,5.1
66,0.37136,-2.5592,-2.2519,-3.338,-5.7627,-3.7779,-1.1716,0.37251,-2.2176,2.5114,1.8864,0.093649,-8.7117,-11.421,-0.98922,-7.2923
67,-0.74355,9.6572,7.0426,11.923,9.2953,9.6612,8.0178,11.668,1.8789,14.272,7.5554,9.6231,-0.68802,-3.2713,3.953,-3.1505
68,-8.948,13.069,15.354,17.964,20.247,16.456,17.732,19.722,-3.117,-0.24446,28.809,-8.4713,28.443,23.808,6.9291,21.351
69,-3.1343,1.0956,6.936,8.6409,14.957,3.4232,9.9741,6.0958,5.2759,1.607,6.9987,-2,17.065,16.933,22.469,16.976
70,-1.3443,0.57205,4.7011,5.7195,10.13,2.1879,7.8696,4.1587,3.4913,-2.6182,-3.9539,-4.7472,11.393,15.269,19.044,12.016
71,-3.5619,17.448,15.198,15.063,17.103,14.585,14.556,12.64,1.0749,-1.1695,3.9689,-2.868,17.761,20.253,14.481,16.308
72,-5.6886,20.625,16.847,17.205,16.863,18.074,15.976,15,-1.1123,-6.0548,8.4734,-10.505,19.44,23.715,13.699,17.732
