NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-6.6404,2.2016,4.1841,9.5187,13.606,-0.022937,6.9838,-4.3339,-8.7711,-6.9814,6.2045,-7.0888,-0.052702,17.839,-2.3139,13.653
1,-4.7976,-1.1962,2.679,7.7939,11.525,-1.434,4.5973,-0.77578,-8.4983,-6.4762,6.0762,-4.8441,5.4378,18.66,9.086,12.826
2,-7.6039,11.953,10.971,14.328,14.35,10.501,12.077,11.667,-8.4628,-9.3497,10.313,-8.957,15.755,19.243,9.8964,16.031
3,-6.0848,4.3637,6.9206,4.3419,1.7744,8.5753,6.2524,12.485,-5.8773,-8.7901,16.99,-11.626,23.25,18.922,14.012,17.139
4,-6.9485,-0.99442,0.84221,-1.9725,-4.0364,5.288,1.8174,8.0103,-5.1285,-1.9235,4.7395,-6.124,11.015,-2.7112,6.4825,0.24773
5,-7.8786,17.189,14.367,16.152,12.886,19.464,15.746,20.759,-4.1616,1.1257,6.9191,-4.6295,13.758,-1.7135,-0.68832,2.1443
6,-6.1384,15.325,16.346,13.891,11.249,17.453,15.432,25.18,-1.8092,-3.5449,27.34,-10.581,32.995,20.844,4.6438,19.41
7,0.093397,2.0405,3.7748,-2.1097,-4.8929,2.5838,-0.96794,6.8081,4.9491,-0.53647,6.7951,-7.2337,10.695,-0.25475,8.5969,2.663
8,-4.8621,9.9989,13.852,10.019,7.286,10.03,10.111,8.1569,5.7901,3.5188,1.7371,-1.3236,2.5687,-2.8157,4.7881,-0.50547
9,4.7226,-13.268,-2.2663,-12.382,-12.169,-10.75,-4.7826,-6.983,0.39151,-4.4746,4.4512,-9.2659,1.8223,3.9018,5.8045,6.659
10,8.4245,-3.8977,-8.5803,-9.894,-8.6483,-7.9793,-13.197,-16.328,9.3713,11.083,-21.595,10.925,-29.257,-23.259,3.9884,-21.352
11,-6.1173,21.361,15.408,18.823,20.011,21.764,15.384,12.486,-1.7591,0.41627,14.057,0.63857,1.1717,9.2148,-3.4864,3.9016
12,3.4599,-7.2168,-3.5739,-8.141,-4.5476,-3.5923,-6.0479,-7.2335,2.6951,0.68555,11.898,0.75346,0.8982,10.19,7.1334,12.663
13,9.3825,-12.41,-12.086,-11.699,-4.4578,-11.742,-12.249,-15.952,4.7157,4.3783,-14.468,2.9507,-17.472,-7.1489,6.2349,-5.5541
14,3.3734,7.3162,7.7623,13.612,14.639,9.0342,13.898,7.9625,2.3849,7.3683,0.65557,6.7761,6.2632,16.124,7.0577,4.374
15,3.3651,7.3151,7.8206,13.633,14.638,9.0591,13.88,8.0131,2.417,7.3243,0.6536,6.746,6.2487,16.109,7.0964,4.374
16,6.655,7.9552,5.8022,7.7164,6.3511,6.2299,8.6647,6.5404,-0.29878,0.83026,0.73278,1.5843,6.8795,10.866,0.93168,3.9837
17,1.2719,17.373,15.076,14.633,14.108,16.741,16.359,14.997,-0.61245,1.6124,14.409,2.1315,15.767,12.038,-4.4436,7.9774
18,1.2141,-0.94181,3.3375,-0.44189,-6.2974,3.4464,1.232,7.0371,3.1954,-0.16847,7.301,-2.5992,10.325,0.96662,-3.7154,0.70444
19,11.003,-13.031,-7.1179,-14.328,-15.275,-10,-14.31,-4.4682,16.295,14.082,-9.7347,15.785,-5.8025,-19.239,-1.5314,-14.492
