NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6.4366,-0.81488,9.2469,1.3134,4.7436,5.8293,2.3484,10.765,3.0223,-1.3832,16.562,-1.5715,17.748,12.949,8.6791,13.168
1,5.4942,1.5579,9.0079,4.4644,6.3036,11.399,2.3866,11.765,-7.3135,11.311,11.535,16.071,11.913,6.4226,3.7474,4.9972
2,17.119,9.435,13.974,11.366,14.258,19.345,9.4924,18.428,-1.8709,22.513,19.857,31.028,18.579,12.363,4.8479,5.3904
3,26.624,-18.999,-6.4554,-19.543,-15.051,-9.5481,-1.1286,1.8946,3.1113,35.368,9.4596,43.246,5.7818,1.4644,7.914,0.04208
4,51.027,-7.9351,-3.0049,-10.763,-10.806,-0.26217,-0.97903,-1.9477,-4.7705,48.993,-3.5641,48.065,-10.153,-13.813,-6.0503,-12.116
5,50.968,-8.0216,-2.9122,-10.781,-10.722,-0.26161,-0.9243,-1.9008,-4.7726,49.016,-3.5862,48.041,-10.105,-13.891,-6.1019,-12.116
6,93.247,-3.4324,0.33692,-9.6655,-9.6511,0.74826,-3.9985,-1.8516,13.996,83.088,-3.6588,64.671,-11.521,-12.557,-9.0772,-12.809
7,159.42,-21.695,-9.1836,-29.175,-30.051,-24.274,-14.136,-12.339,27.596,117.09,-15.298,78.422,-21.47,-18.066,-10.474,-21.43
8,204.49,-9.9,-3.4652,-12.295,-16.139,-16.293,-10.491,-13.892,42.11,170.69,-24.04,104.57,-27.831,-22.559,-25.487,-27.942
9,245.41,-19.619,-6.3232,-16.748,-17.6,-23.426,-10.798,-10.458,50.187,188.74,-27.325,97.475,-26.619,-19.263,-34.049,-21.063
10,50.985,-8.0104,-2.9532,-10.791,-10.751,-0.21625,-0.94308,-1.9147,-4.8102,49.04,-3.5667,48.067,-10.091,-13.84,-6.125,-12.116
11,93.238,-3.4432,0.38464,-9.6797,-9.6121,0.80201,-4.0407,-1.907,13.966,83.163,-3.5977,64.588,-11.493,-12.549,-9.1443,-12.809
12,159.43,-21.653,-9.266,-29.232,-30.052,-24.222,-14.151,-12.367,27.528,117.09,-15.249,78.383,-21.507,-18.111,-10.465,-21.43
13,204.58,-9.9257,-3.4957,-12.274,-16.104,-16.261,-10.524,-13.972,42.134,170.63,-24.071,104.58,-27.755,-22.488,-25.485,-27.942
14,245.48,-19.623,-6.2995,-16.766,-17.654,-23.468,-10.731,-10.478,50.106,188.78,-27.309,97.496,-26.617,-19.202,-34.026,-21.063
15,284.58,-14.821,-11.111,-9.8925,-7.2164,-14.502,-9.9376,-12.762,32.474,212.54,-20.482,83.534,-15.915,-12.767,-29.347,-17.506
16,268.8,9.5025,-0.42276,12.148,16.089,9.7616,7.431,-3.9961,29.099,212.4,-6.4195,78.165,-0.90258,-0.056001,-9.0129,2.3017
17,227.17,12.283,5.977,15.739,17.402,11.727,18.519,5.9579,12.9,173.16,10.314,48.838,12.442,13.441,15.092,19.505
18,190.29,-5.4575,-6.4733,-1.7095,-2.2775,-6.8157,6.7856,-1.0699,4.8581,152.24,-2.4971,47.375,-0.40147,0.81811,25.406,2.1387
19,120.39,13.418,2.8713,17.105,16.018,12.077,8.3974,6.1254,-26.181,106.91,6.1299,23.204,10.452,8.3419,12.492,5.6751
20,-25.126,18.264,9.1407,19.481,18.079,24.515,17.604,22.254,-38.8,-13.512,38.731,-37.306,37.525,30.605,23.113,29.943
21,-110.2,20.803,5.152,18.777,16.617,23.011,18.823,15.634,-50.545,-64.234,25.433,-54.746,24.209,19.154,29.172,21.737
22,-211.76,35.138,13.306,31.217,28.986,30.066,26.161,19.045,-81.105,-145.12,32.515,-99.607,32.173,30.272,25.735,26.914
23,-249.49,15.711,9.2255,16.637,14.604,10.675,15.235,12.148,-66.55,-188.38,23.375,-111.51,23.122,25.89,39.49,26.571
24,-259.21,-1.4758,-1.1677,0.57198,0.79917,-4.5254,-1.4463,-1.5202,-46.273,-197.03,-1.2535,-108.69,-1.9097,4.0515,24.953,11.142
25,-189.66,-9.5358,-6.0688,-17.43,-17.882,-9.4835,-3.2745,-6.7662,-3.4087,-158.13,-14.977,-75.386,-13.635,-12.908,-16.597,-12.78
26,-129.61,-20.229,-15.424,-27.499,-29.696,-24.135,-12.264,-14.703,4.8947,-113.95,-29.863,-48.82,-28.311,-27.22,-19.628,-21.904
27,-98.32,4.1398,-0.71663,-0.037312,-1.7448,-1.2676,-6.3606,-8.9236,2.5356,-78.647,-15.698,-33.768,-15.61,-16.048,-20.775,-13.414
28,-63.073,5.4,7.6597,4.3516,5.6826,5.2143,-1.6125,2.9438,20.794,-63.504,4.0356,-27.459,2.327,1.8689,-4.2421,6.7507
29,-32.03,17.352,19.8,15.46,18.004,17.648,10.504,17.31,44.186,-39.534,22.408,-13.906,18.418,17.338,4.9336,18.159
30,52.753,-26.351,-8.2761,-18.613,-12.081,-20.954,-10.119,-6.8564,43.554,24.984,3.7933,29.554,-0.95335,0.17405,7.2265,-2.9017
31,76.804,-19.443,-10.341,-13.917,-8.5763,-14.07,-18.383,-11.595,29.465,44.156,-4.5978,36.845,-7.8891,-4.7304,-0.39751,-9.4739
32,97.68,-24.495,-19.266,-25.786,-21.986,-21.819,-27.178,-19.882,30.778,63.149,-10.437,43.178,-10.224,-7.3126,-0.88504,-11.428
33,113.94,-19.724,-21.004,-21.745,-20.722,-19.109,-25.911,-18.54,22.812,66.163,-19.716,37.583,-17.272,-17.122,-10.819,-18.876
34,121.13,7.0512,-1.5524,11.599,9.3816,7.9735,-13.34,-6.0745,20.7,76.003,-11.454,40.393,-9.7125,-8.048,-18.223,-11.75
35,132.59,2.7949,-1.7438,0.034051,-3.0083,0.33399,-13.372,-9.0755,0.25712,86.27,-23.458,40.179,-23.835,-16.933,-16.827,-14.269
36,126.45,11.728,7.7223,9.145,7.0724,12.567,3.8846,-5.4232,-5.4524,74.104,-11.192,18.749,-10.207,-4.9386,-8.9409,0.97608
37,135.14,-10.944,-4.698,-15.123,-10.445,-9.6548,-4.339,-11.72,10.227,78.1,-14.19,20.897,-11.292,-5.5843,-1.3097,0.20975
38,118.65,11.996,6.7525,7.1301,11.376,15.474,-0.69744,-0.76684,-2.7054,71.937,-14.167,16.538,-7.7132,-4.5231,-18.684,-4.2036
39,109.46,1.3263,1.6928,-5.7969,-1.5955,8.3083,5.507,4.4464,5.1716,67.214,-1.1377,18.888,6.6165,7.814,-3.5655,6.8609
40,82.365,16.416,7.0231,12.057,16.082,24.754,12.019,8.2298,-5.1885,58.494,11.627,19.048,14.957,9.1592,18.277,-2.7539
41,63.478,10.079,8.8365,9.0283,16.418,18.943,14.505,13.095,-2.3116,32.579,32.935,0.101,34.845,28.317,17.115,23.512
