NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.8097,-5.1255,-5.8985,-3.9691,-4.5722,-5.8138,-7.4572,-10.584,2.0876,-5.1123,-12.835,-6.1077,-14.41,-7.0777,-5.5508,-4.7479
1,-2.2035,1.5584,3.1617,6.3689,4.1096,0.87074,1.3818,-6.0458,-0.21427,3.7572,-14.477,3.18,-9.1248,-2.835,1.8818,-5.9881
2,-5.7887,6.5181,10.937,13.887,14.923,5.1997,8.9642,5.2815,-4.13,-1.3638,-5.0914,-4.461,6.393,11.368,8.8169,6.0959
3,-3.0927,8.4984,11.05,11.239,12.249,5.3105,9.2972,6.4398,0.30683,2.4068,-1.2552,1.5442,10.891,13.113,17.134,16.194
4,2.3727,-3.399,-0.23735,-3.5359,-2.7846,-8.2584,0.26356,-1.4652,3.0044,-4.2573,-0.14677,-3.0028,8.8671,7.2183,15.394,9.8432
5,2.0256,-7.1065,-3.9879,-4.4267,-3.9746,-1.7313,-2.9608,-1.8901,-3.4805,6.0935,-1.9459,5.6109,0.54909,-5.7248,9.6962,-6.26
6,0.15151,2.8128,3.3195,0.93758,1.6257,6.1684,4.7873,9.1568,-2.2729,9.3104,7.3655,9.5298,6.5249,0.25762,12.323,-1.2519
7,3.6536,-10.657,-11.069,-14.528,-14.821,-8.0651,-7.9227,-3.0119,-4.9073,4.2368,3.2836,4.3881,-1.5621,-4.8087,4.7746,-4.6351
8,4.4131,-2.2126,-8.3887,-8.8695,-9.8132,-0.59587,-5.0796,-1.5859,-5.5463,4.2365,0.3111,7.0114,-9.9517,-14.336,-6.3508,-10.407
9,0.33003,8.7112,0.4231,3.3973,4.5885,9.531,0.15035,4.4962,-1.2289,0.40581,2.9951,0.78651,-8.3278,-9.5916,-12.089,-8.7096
10,2.0077,-2.2508,-1.5735,-1.3817,-3.1082,0.64774,-3.0302,-1.7851,0.62979,-1.8319,5.2063,0.70155,-3.8197,0.64472,-9.3681,-2.0572
11,-4.2081,13.589,12.217,15.381,13.065,12.852,14.426,6.5861,-0.65182,-5.079,4.3113,-2.6181,-2.0694,4.5944,-17.603,-0.026688
