NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-4.8296,-3.1947,-2.4123,-0.074282,-0.85799,-9.8412,-6.3537,-12.396,1.7155,-2.1351,-11.479,6.2591,-15.245,-6.5931,-17.323,-7.3072
1,-9.3869,1.9892,-1.6015,6.2417,9.3442,-7.2641,-1.0362,-12.583,-3.6538,-7.1457,-20.591,-4.5569,-16.788,-2.9259,-12.568,1.3188
2,-4.3296,-12.177,-10.743,-6.3159,-2.6282,-23.594,-12.08,-23.288,-6.1009,-9.2878,-26.072,-12.247,-13.574,-2.0355,-0.9785,6.6771
3,-5.4922,-8.1331,-7.9146,-3.6114,1.7093,-18.617,-9.3723,-22.139,-10.265,-10.495,-28.448,-16.754,-11.079,-4.5887,-0.44981,4.1541
4,-6.8069,-3.4036,-1.487,0.26473,5.0207,-8.6111,0.12682,-9.0943,-13.772,-14.442,-14.7,-21.379,2.0884,3.6266,3.5166,12.724
5,-0.30231,-4.8449,-3.8292,-1.3234,4.8366,-6.4301,-1.5004,-8.1661,-3.9815,-7.7871,-11.93,-14.257,0.64185,-2.6156,9.4829,2.6893
6,1.7077,-7.6162,-5.5771,-6.1598,-5.0602,-6.1048,1.6142,0.57621,-4.6349,-3.4753,3.3823,-11.878,9.393,2.9596,7.6993,2.0642
7,1.9216,-8.4485,-8.4726,-8.3856,-10.811,-3.4562,-1.6177,5.561,-3.7471,3.8256,3.2351,-6.1611,1.4085,-6.5688,2.3799,-11.45
8,1.5933,11.163,9.2833,12.461,4.8242,22.638,11.764,21.352,3.3317,11.415,20.127,7.6718,7.6234,-0.30304,-3.1022,-11.025
9,3.0356,12.48,14.352,9.5997,3.4302,27.537,16.676,27.97,7.4806,4.2586,45.539,4.0016,26.515,17.367,-2.7138,6.5357
10,9.2384,-3.8523,1.0249,-3.9012,-11.639,4.4947,-4.9128,7.2391,10.461,14.285,-2.4968,17.877,-6.0897,-8.6507,-3.6517,-18.975
11,5.0747,-0.28394,-0.26972,-2.5845,-3.9352,1.9349,-4.5613,2.0699,5.2695,13.985,-6.2741,17.551,-1.3206,1.0582,-10.761,-4.9572
12,-6.2975,7.5778,2.5916,1.7083,2.6945,5.5976,-1.2855,1.8709,-2.7353,4.5034,-7.548,5.8316,-0.40515,2.37,-14.877,4.5356
13,-9.3893,6.6229,-0.38476,0.85905,-0.027179,1.6416,-5.481,-7.2594,-6.063,3.8566,-15.748,10.995,-10.159,-7.3128,-7.5967,-0.72157
14,-12.801,5.3377,-0.13588,3.2773,2.5101,-2.7692,-2.967,-9.9473,-8.6418,-7.6941,-14.873,0.4324,-10.142,-5.2078,-8.5948,4.8886
15,-14.535,-1.8507,-2.7532,2.4796,7.1553,-11.249,-1.6385,-16.99,-7.7347,-12.433,-11.076,-12.05,-9.0872,-2.0657,4.3444,5.9186
16,-14.517,-0.91668,-0.60312,2.7781,5.5569,-7.7739,-0.18241,-15.066,-3.6173,-10.976,-6.2074,-8.7438,-6.2158,-1.3372,9.9858,8.4819
17,-8.724,-7.3268,-8.1087,-6.3473,-0.54963,-13.107,-7.4704,-13.404,1.0553,-16.722,-4.5856,-15.015,-5.9217,-4.7641,10.961,3.6409
18,2.8582,-7.984,-9.1494,-5.5345,-3.6903,-14.612,-8.0596,-10.645,6.7044,-4.9041,-3.7142,-1.972,-5.6587,-7.5285,14.265,-5.7906
19,4.9409,-2.4939,0.82935,2.8515,2.2229,-1.0725,5.5284,7.1994,7.211,-9.084,16.442,-6.3084,16.87,12.206,3.7246,3.6649
20,11.016,-3.9118,0.63626,-0.42108,1.3182,5.9409,5.9361,13.381,13.705,0.41867,6.2988,6.3162,9.0391,4.5185,6.0651,-7.3404
21,12.962,14.808,18.987,15.694,12.082,25.905,23.403,31.18,8.347,1.0735,22.705,6.6092,22.977,16.929,8.6045,-1.7098
22,15.906,14.227,20.811,8.9543,2.6037,23.262,21.749,32.987,5.179,-0.32316,36.365,9.3989,34.696,24.955,11.533,10.155
23,15.671,0.12094,4.0429,-6.4733,-10.515,3.0126,2.1549,12.367,5.3507,9.8975,3.0499,18.337,2.0305,-2.0766,2.0307,-7.2878
24,7.2369,-3.884,-1.5378,-4.0345,-8.088,-4.0956,-3.6625,-0.79119,-4.0345,13.359,-16.33,17.252,-15.916,-13.145,-6.765,-9.8066
25,7.2896,-3.8233,-1.4858,-4.0413,-8.0593,-4.0069,-3.6764,-0.83213,-4.0197,13.406,-16.27,17.189,-15.929,-13.197,-6.7781,-9.8066
26,0.091063,-3.1047,-2.6531,-1.367,-4.0981,-3.421,-4.4815,-5.6392,-9.0804,4.0903,-9.8438,2.3323,-10.407,-5.4373,-16.382,-1.1967
27,-3.3951,-1.6543,-4.8415,-2.0265,1.6532,-9.5854,-4.9172,-12.298,-5.9772,-1.7248,-9.8711,-8.4463,-11.077,-3.2532,-20.157,2.7007
28,-3.3977,-9.5596,-10.944,-9.3288,-5.0599,-19.848,-11.264,-24.599,-3.833,-2.5541,-20.311,-10.532,-21.556,-12.765,-18.288,-1.4328
29,-7.7642,-5.8524,-5.7035,-3.4317,0.83687,-9.944,-5.6196,-15.593,-9.0675,-8.2206,-14.035,-16.915,-12.471,-8.2647,-11.397,3.5988
30,7.2852,-3.8782,-1.5236,-4.0427,-8.0902,-4.0008,-3.703,-0.83099,-4.04,13.398,-16.313,17.232,-15.91,-13.218,-6.7693,-9.8066
31,0.05456,-3.0921,-2.6243,-1.4448,-4.0805,-3.4646,-4.5077,-5.6217,-9.0385,4.0675,-9.8442,2.305,-10.376,-5.4883,-16.44,-1.1967
32,-3.3917,-1.7083,-4.7882,-2.0503,1.7014,-9.6088,-4.9954,-12.238,-5.9452,-1.7355,-9.8005,-8.4484,-11.061,-3.269,-20.105,2.7007
33,-3.4185,-9.5499,-10.967,-9.2559,-5.0103,-19.87,-11.209,-24.63,-3.8565,-2.5768,-20.243,-10.502,-21.517,-12.771,-18.302,-1.4328
34,-7.7429,-5.7813,-5.6495,-3.406,0.84168,-9.9417,-5.637,-15.534,-8.9955,-8.1984,-13.945,-16.901,-12.483,-8.2285,-11.434,3.5988
35,5.4365,-1.7129,-3.1514,-3.2663,-1.5907,1.8509,-1.4417,0.46919,6.4692,9.0205,1.7521,4.0814,2.8378,2.6241,18.393,-6.2254
36,3.8381,8.1179,2.3682,3.2988,6.935,8.2145,3.0552,9.8384,4.1466,10.051,2.9709,6.1583,6.8345,1.0118,15.898,-0.9778
37,3.8102,16.53,15.188,14.369,15.83,22.222,15.151,28.536,3.9019,4.5006,32.768,3.2836,36.022,29.033,18.85,21.179
38,5.4739,8.0577,10.401,9.3319,5.6494,16.767,9.6199,21.845,7.0171,1.2979,37.835,1.7129,34.249,26.334,18.455,19.834
39,10.364,5.2576,1.7379,2.8836,-6.3475,6.3365,-0.62678,1.2882,12.173,16.593,6.8724,16.945,-2.0646,-9.983,7.8361,-11.032
40,8.2814,-2.6087,-4.9436,-8.2036,-12.756,-9.0548,-6.908,-7.3238,6.885,12.26,-5.5728,12.221,-13.893,-13.742,-11.526,-10.61
41,2.6873,-2.0221,-4.9415,-8.3284,-11.66,-6.285,-9.0886,-9.3777,-1.9372,10.11,-13.436,5.5148,-19.769,-19.368,-24.093,-12.883
42,-5.4745,0.1725,-0.94042,-2.0496,-5.2943,-1.2425,-5.5004,-11.959,-7.3195,7.103,-15.174,5.8967,-18.407,-16.042,-18.847,-9.275
43,-12.669,0.15902,0.36041,3.0469,1.4927,-2.9426,-2.3805,-10.467,-11.75,-7.5339,-13.837,-3.6531,-13.144,-9.4654,-15.51,-2.8842
44,-14.244,10.096,10.126,9.9704,10.553,3.0801,7.7484,1.6919,-10.877,-12.904,-3.4006,-8.3853,2.4643,7.4767,-3.665,9.6163
45,-1.9476,-19.647,-15.675,-14.525,-4.8406,-17.227,-14.068,-15.655,-1.0271,0.40679,-17.392,-1.3134,-8.8346,-5.131,-3.5498,-2.0262
46,-5.9392,-6.6623,-6.9962,-4.8222,6.9802,-2.3141,-2.5238,0.17231,-2.1915,-3.1431,-3.988,-7.4892,6.6698,7.7875,1.0077,5.158
47,-4.1923,-0.34753,-1.5807,-0.51505,5.0274,5.1678,4.5612,11.345,-0.085914,-7.0078,13.667,-6.0127,23.198,17.749,17.044,18.155
48,1.8958,4.4454,-1.3456,1.1991,-1.2739,6.6978,4.1743,14.726,6.1641,-6.9667,20,-3.5641,20.807,9.9856,13.834,10.561
49,4.7427,7.6197,4.0601,5.8844,-0.078506,6.3263,2.7009,11.568,10.58,3.3488,13.605,5.2195,7.5997,-0.21399,7.4522,-5.955
50,2.9043,-5.2221,-0.8043,-1.6024,-7.3209,-2.4949,-2.1103,-1.3798,1.1682,3.2578,-0.86382,2.012,-6.3189,-5.7667,-7.0098,-5.8321
51,4.3879,-0.32901,0.8372,-1.7655,-8.2997,-4.8319,-1.0112,-6.4562,-0.9828,6.2548,-10.078,5.0317,-15.324,-10.744,-14.135,-13.872
52,1.5656,-1.2445,2.632,0.69731,-3.8324,-3.2023,0.50944,-6.0963,-3.8377,3.9852,-11.189,2.0072,-15.383,-11.087,-12.225,-9.9513
53,-4.4325,2.4194,4.7613,9.0619,8.2782,2.1951,7.4388,-1.1823,-6.4788,-0.2049,-8.3578,-3.0098,-10.688,-5.9037,-3.494,-3.5227
54,-4.133,0.66634,1.5589,3.1336,6.1147,2.172,4.7016,-1.4855,-6.1614,-4.6576,-4.7023,-4.8209,-6.3755,-2.3828,5.7828,-0.87624
55,-1.1485,-9.5624,-7.934,-8.9421,0.96139,-5.8278,-9.3609,-4.6174,2.7854,0.30837,-1.0822,-2.0152,2.4314,5.446,6.0291,9.0567
56,-3.0272,4.9086,-1.474,-0.52622,6.5577,4.0062,-0.2116,3.6784,3.6358,6.8436,1.8957,2.1123,8.5822,8.6591,18.171,6.6199
57,-1.8038,15.791,10.035,13.119,17.584,15.554,12.861,16.687,1.5167,-0.98523,16.995,-2.3346,23.994,22.323,23.833,16.384
58,5.001,-2.1514,0.71273,-0.77779,2.7011,1.6116,2.3192,5.8984,7.069,-1.3187,15.589,3.2092,20.035,18.503,24.911,19.182
59,5.8727,-8.6996,-7.009,-10.577,-9.3632,-4.7231,-5.8967,1.1027,4.6265,-4.3194,7.4083,1.3812,6.2838,4.3448,7.7342,-2.1787
60,-0.46453,11.918,9.1081,7.7679,-0.018472,6.5947,7.3817,-1.1018,-1.6296,1.0839,-3.8223,7.5934,-8.8986,-10.84,-20.471,-12.615
61,-7.0504,3.8382,4.6201,2.4112,0.078412,-0.2897,4.0463,-6.0835,-5.4287,-7.3013,-6.623,-4.7355,-9.7706,-8.6227,-20.296,-2.5418
62,-7.7414,-5.8625,-1.6651,-3.5705,-2.3827,-10.827,-2.3174,-12.398,-4.3871,-4.5202,-12.515,-3.6231,-15.424,-11.66,-1.8701,-0.43955
63,-8.5797,-7.4607,-3.7937,-2.7807,-4.7927,-11.616,-5.131,-13.557,-7.8059,-4.7123,-16.713,-6.2686,-22.159,-16.298,-2.3261,-9.4961
64,-4.6854,-10.721,-6.8719,-6.3323,-5.5686,-9.4957,-7.8997,-11.24,-6.374,2.18,-14.588,1.2384,-18.426,-14.295,-3.4137,-12.217
65,1.7326,2.9996,4.6338,4.6609,6.622,9.8488,4.0265,12.877,5.4795,-1.3353,14.632,-4.0792,24.244,16.947,8.1081,19.111
66,3.8186,-1.3594,0.6054,-0.53069,2.0179,3.2507,-0.79159,8.2562,6.6589,1.8001,13.306,-2.3993,19.42,12.093,13.389,16.884
67,0.44028,8.1335,7.1025,11.103,14.268,9.147,10.54,11.702,5.1405,4.9057,12.772,0.49529,17.735,15.009,17.157,13.671
