NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5.6646,-6.3243,-0.78954,-0.32126,0.24853,-6.4592,3.0877,3.9405,4.6211,-0.82048,3.0704,-0.38068,9.573,6.9803,8.7287,-1.6024
1,4.9517,-11.007,-5.3751,-7.9631,-8.0042,-14.004,-2.0844,0.36598,-8.4331,-1.3301,-15.507,2.668,3.4865,1.3162,5.005,-0.73674
2,-3.1195,3.0501,0.20166,6.4322,2.2303,0.22577,-0.20233,3.4962,-15.413,-4.6336,-8.952,0.28516,16.572,10.88,0.7088,0.65655
3,-10.258,10.033,9.328,12.892,10.195,9.6135,11.236,12.508,-5.9087,-11.889,6.534,-8.8367,27.568,23.715,11.786,17.995
4,-4.5918,-1.7102,0.60073,-4.3657,-9.3895,-6.3329,6.2223,4.8137,8.0563,-7.0864,-3.4219,-6.138,5.4953,3.702,12.936,7.8129
5,-4.6391,1.1092,-0.9065,-0.35417,-4.0773,-3.5487,-5.8834,-5.3144,4.7783,-3.3763,1.9902,-2.7689,-11.517,-14.305,6.3968,-4.2715
6,-1.9206,-6.7444,-4.088,-7.377,-12.895,-8.649,-7.7176,-3.3344,10.932,-4.2362,1.8394,-5.7739,-15.345,-16.313,-1.1647,-9.2035
7,1.9618,-8.7229,-5.0966,-8.2435,-14.36,-7.3615,-7.8509,-5.3694,10.684,4.0855,1.6646,2.9013,-17.577,-16.984,-9.7231,-12.382
8,4.0714,-14.888,-12.088,-13.291,-16.782,-13.813,-13.049,-8.4944,-0.16856,3.7075,-3.3372,1.5021,-21.096,-19.315,-20.772,-11.991
9,2.9701,2.2864,-6.5491,3.1748,1.2222,-0.3469,-10.779,-8.5057,-7.3261,7.6763,-1.1217,4.5425,-14.169,-14.922,-22.615,-14.467
10,3.7057,5.0374,8.8318,8.9991,7.1634,8.156,15.935,11.327,7.1465,0.55206,17.175,3.9942,21.423,20.302,14.02,16.045
