NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-5.0889,3.5375,7.1522,6.2632,4.8352,5.3026,3.2575,5.0343,0.50365,-3.8061,10.615,2.1369,9.0281,10.884,9.7436,7.2063
1,-1.9848,-6.7328,-3.8786,-4.9051,-0.65462,-3.3808,-8.9207,-4.2887,0.9846,-0.24617,-3.7544,2.9559,-4.4189,-3.4216,11.436,-4.3035
2,-4.8943,-2.9387,-1.2108,-1.298,2.5243,-0.82048,-3.8725,-5.1095,-0.90619,3.529,-1.2432,5.5147,-3.3577,-0.024665,8.9709,1.6374
3,-1.7986,-11.564,-8.8015,-10.521,-8.4676,-9.3986,-13.934,-15.242,-3.9552,-2.1407,-6.236,-1.3865,-9.5334,-5.8513,2.3449,-1.8716
4,-1.1464,-7.4533,-5.7225,-5.9815,-3.101,-1.8082,-11.156,-10.847,1.4884,5.1662,0.85544,6.1594,-2.372,-3.2516,-0.5166,-6.5836
5,-5.4123,1.5776,2.4182,5.6852,7.0042,9.2483,2.3529,5.4048,0.63484,0.99597,16.176,-1.5028,10.967,7.6553,-3.8876,0.77451
6,6.6547,-17.903,-16.856,-15.036,-13.218,-13.777,-19.847,-10.593,4.2597,8.0014,-5.5285,9.9449,-9.492,-13.488,7.0164,-10.211
7,-5.9876,7.4126,0.20512,9.2417,10.074,4.6818,2.3058,4.1408,-4.1205,2.4849,-2.7673,6.1405,-0.10491,-3.3014,-4.1902,-5.493
8,-9.4276,12.167,9.7642,12.644,12.113,9.3697,14.637,14.686,-5.7423,-8.2474,17.837,-7.432,25.455,22.832,-0.85414,21.348
9,2.5363,-11.443,-10.359,-16.328,-17.479,-12.647,-10.959,-10.177,0.018022,-3.9096,-8.0084,-3.7097,-1.7853,-2.4326,3.1597,2.4488
10,0.40883,7.7889,1.9645,1.2476,-0.89752,3.8042,3.2315,-2.5018,-3.0551,0.56486,-15.22,1.8042,-13.095,-11.404,-6.9134,-12.772
11,-2.8636,4.7503,5.7208,4.0014,2.6693,3.4362,6.8795,4.7098,-4.6561,-11.195,5.3279,-12.657,4.3913,5.4895,-10.312,1.7678
12,1.0388,-2.1711,0.056704,-0.88413,0.066728,-3.213,1.488,0.63038,0.79362,-8.1262,-3.8592,-10.937,-4.4964,-4.787,-5.2817,-0.48781
13,1.1205,1.3219,1.7291,2.1899,4.5026,-0.15034,4.604,1.671,0.15372,-5.9454,-2.9662,-6.7479,-2.3333,1.2702,-3.3816,1.8955
14,0.18838,-5.2098,-1.3653,-1.442,-0.59523,-3.4108,-1.9751,-5.2446,-2.6044,-8.5189,-6.3304,-8.0984,-7.4049,-0.52308,-0.60776,0.89754
15,-0.76063,-13.431,-6.6551,-11.455,-10.583,-10.125,-9.149,-1.7758,0.53187,-4.5491,4.5563,-8.4855,2.4097,0.62504,-0.8982,6.0904
16,2.3127,-14.123,-13.459,-13.57,-16.735,-13.252,-13.688,-8.7202,4.7853,11.948,-11.224,11.398,-14.068,-18.373,-6.3035,-17.301
17,4.3227,-10.749,-12.036,-13.155,-15.946,-7.1909,-10.231,-3.2765,-6.0654,6.6097,4.978,7.2577,-4.1824,-10.33,-12.555,-11.012
18,3.5116,-0.77218,-3.3132,-2.6662,-4.5149,3.4245,-1.7838,4.0662,-7.0914,12.333,6.0035,12.407,-4.8732,-9.9743,-11.877,-13.154
19,1.3761,16.321,10.416,7.4049,7.3129,17.756,13.108,17.729,-8.0299,4.4475,18.749,2.7747,9.403,3.8874,-7.8251,-3.666
20,3.0589,5.0348,3.6765,1.1592,4.5128,3.7229,4.6834,0.25598,0.27012,-0.59516,1.9109,-0.46255,2.1785,0.83031,3.7677,-2.3239
21,3.0251,2.0006,-0.008803,1.6749,6.2989,-0.6899,1.3565,-6.4027,5.1749,3.2632,-11.874,1.9267,-6.1825,-5.4323,5.592,0.97241
22,-0.33636,3.6881,2.5166,4.9722,3.0305,-3.1256,2.3355,-5.2753,5.2215,-5.6623,-7.5426,-7.6844,-0.36475,1.6255,7.8125,9.3288
23,2.7489,-10.612,-3.7019,-6.4143,-6.4757,-14.556,-2.9922,-9.0832,7.0533,-3.3586,-4.6475,-6.0826,1.8914,3.2161,10.102,15.352
24,3.4822,-12.687,-12.099,-8.5951,-9.829,-17.985,-9.7393,-17.202,3.1593,1.8323,-27.998,-0.91412,-21.841,-20.278,-0.73755,-8.0208
25,-4.7611,18.172,12.564,22.478,19.944,11.716,13.361,6.5164,-0.46507,1.5494,-10.287,2.2672,-4.1706,-3.2724,-3.4017,-5.045
26,4.3558,-8.0556,2.9033,-1.482,3.2109,-6.694,-0.48535,4.8482,-1.9024,-11.757,13.392,-11.52,19.23,18.427,2.4781,16.303
27,10.64,-13.96,-10.235,-9.5731,-10.7,-15.443,-10.647,-7.84,4.9816,9.1126,-13.5,12.233,-6.5082,-9.2747,7.0534,-9.955
28,-5.9606,19.041,11.712,22.89,19.428,18.273,17.619,16.149,-5.0647,3.3719,7.1683,4.1283,8.6352,5.6604,0.046071,-1.6445
29,-3.2383,10.747,12.877,13.865,15.608,13.667,14.659,19.696,-1.94,-2.7248,28.8,-3.5513,23.925,22.176,7.164,17.259
30,2.1803,-0.88434,0.066659,-2.7329,-1.7564,-3.0893,-3.3114,3.3717,3.7217,0.4957,12.613,-0.82651,7.8516,8.5209,6.3818,2.187
31,0.11789,-0.44515,-3.5707,-4.3795,-5.2434,-3.6598,-10.566,-4.8301,5.4413,5.961,-5.2348,4.2601,-7.5885,-5.2558,1.8392,-7.3073
32,-4.9098,0.36153,-3.0239,-2.5917,-1.9894,-0.83234,-9.0588,-6.3959,-0.54939,1.662,-7.7758,-1.2822,-8.6955,-6.6829,-7.0938,-4.5996
33,-3.1411,-4.3958,-3.9794,-5.8466,-2.2099,-6.019,-7.6285,-8.312,-4.5973,-4.415,-0.29096,-7.5689,-2.2403,-0.645,-2.5662,4.7339
34,-5.9622,-3.9844,-4.0598,-4.4392,-3.6227,-7.2692,-4.758,-7.9306,-2.1842,-3.3706,-8.0089,-6.2357,-8.5847,-5.9325,-2.3636,-0.60653
35,-7.3816,0.45764,-1.9451,1.1835,1.129,-3.1133,0.57948,-2.3771,-3.4916,-5.6953,-12.193,-5.571,-8.6471,-5.9437,-8.9966,-1.4203
36,-6.1142,1.8202,0.64973,-0.32013,2.2432,0.87899,2.1338,1.7258,-4.0953,-8.4593,2.3545,-5.1361,5.5774,5.2757,-10.985,9.5156
37,-1.0478,4.9755,3.3457,0.77437,0.72834,7.8819,1.0255,5.1898,-3.624,-6.3511,2.8726,-2.7407,4.8645,1.6514,-10.044,3.7187
38,-0.0744,16.53,15.504,15.069,14.101,24.419,17.923,21.953,1.3837,-3.9014,17.102,-1.9639,21.146,17.534,2.3236,11.855
39,9.4346,-2.1744,1.8554,-3.0887,-4.2816,6.4957,6.3709,10.428,7.1984,-2.2847,8.7078,-3.0223,14.134,10.807,15.486,8.7617
40,12.452,-0.42829,-1.9051,-5.2221,-7.567,1.6003,1.5093,-0.0059028,4.773,4.813,5.2463,9.8683,-2.0142,-1.8578,-10.078,-11.899
41,5.105,22.414,14.874,16.069,12.578,22.032,15.449,14.93,6.5245,7.3355,16.441,13.335,3.8179,3.981,-3.7749,-4.6821
42,1.8852,17.903,14.521,12.041,11.068,17.636,13.276,14.051,1.6638,-3.4409,25.584,-2.7936,11.712,11.836,2.7331,9.633
43,4.864,-3.9367,-1.1089,-8.0955,-8.6616,-7.8544,-5.79,-10.032,6.9704,5.2881,1.1993,3.7742,-7.0683,-5.866,12.33,-2.0975
44,3.8764,-17.083,-12.181,-11.842,-10.517,-17.395,-13.673,-20.755,3.8996,4.6187,-20.155,1.1347,-19.11,-16.281,7.4931,-10.915
45,0.65346,-18.254,-20.856,-20.048,-20.277,-27.165,-17.47,-24.741,0.90867,5.4958,-30.367,-0.44026,-21.435,-18.731,1.0475,-9.5395
46,-1.3147,-21.333,-23.047,-25.525,-24.244,-26.828,-20.819,-27.386,-2.1492,6.1092,-30.611,1.8438,-24.663,-25.659,-7.1334,-13.181
47,-7.6598,-5.4756,-5.0352,-1.6788,0.053598,-9.3866,-2.1508,-9.1855,-12.954,-3.1716,-17.615,-5.0974,-12.125,-12.975,-16.582,-10.241
48,-6.7356,-0.77616,3.8657,9.057,7.6128,-0.87741,4.3617,-0.044579,-8.4564,-1.4677,-5.6721,-1.7154,0.023357,0.29848,-11.807,-0.69039
49,-2.3954,-4.6701,-0.7414,4.4352,3.3428,0.59662,-0.28899,-0.33187,-7.8567,-4.1292,-1.844,-5.2951,4.2286,4.4606,-8.9812,1.2647
50,-6.6503,20.288,19.044,27.077,24.873,25.481,20.484,21.813,-7.1531,1.8747,9.4877,4.3003,15.063,15.191,6.1499,5.7766
51,-9.8597,22.015,24.2,25.538,22.398,30.345,23.163,28.104,-6.623,-7.6013,27.139,-2.5968,25.865,23.077,13.437,14.384
52,0.2768,5.152,9.403,4.4453,3.1276,13.369,4.5795,16.845,-0.89576,-7.91,33.625,-2.3809,24.921,18.475,16.939,14.548
53,-2.3789,12.169,11.797,9.4236,11.148,16.032,10.968,16.174,-0.050905,-6.0893,28.804,-4.2819,16.254,12.122,5.8895,8.5932
54,1.1023,-7.274,-3.53,-7.95,-7.2381,-4.2574,-1.5341,-0.55619,1.3957,-4.8608,11.966,-5.3312,2.852,2.2079,-1.847,2.9615
55,3.7085,-15.086,-13.159,-12.23,-12.037,-14.67,-11.686,-7.5748,1.3897,0.0015305,-7.131,-0.32436,-8.1622,-8.3122,-6.035,-4.7464
56,0.61425,-1.6453,-4.2007,-0.36181,5.0947,-3.0855,-1.1582,-2.086,-0.10334,2.7263,-13.612,6.0356,-7.6872,-6.9552,-6.998,-4.4648
57,-2.9136,-0.20366,-2.4962,-2.0999,4.1664,-2.5064,-0.40832,-1.5007,-4.3279,-1.475,-3.9299,1.5855,3.7721,5.2634,-9.9309,4.6266
58,-3.3654,-2.8027,-4.4021,-3.2481,0.48935,-7.4239,-4.1198,-4.1388,-5.4919,-2.2998,-7.5643,-2.4883,-1.0694,-1.1066,-4.8397,3.5907
59,-7.4089,0.13609,-0.38939,2.806,5.8095,-2.1834,6.8698,0.91848,-5.201,-3.8338,-1.7048,-3.8401,6.1183,5.6504,1.034,7.4732
60,-2.9504,-0.21328,-2.4362,-2.1383,4.1882,-2.4951,-0.38075,-1.4816,-4.3521,-1.4791,-3.9474,1.5939,3.7965,5.2205,-9.9296,4.6266
61,-3.3652,-2.8523,-4.3824,-3.1892,0.43885,-7.4535,-4.1509,-4.0773,-5.4837,-2.2739,-7.6211,-2.4977,-1.0666,-1.1293,-4.8698,3.5907
62,-7.3643,0.084955,-0.30796,2.8023,5.7931,-2.1062,6.9115,0.88418,-5.2278,-3.8776,-1.7383,-3.841,6.1889,5.5822,0.98194,7.4732
63,-4.6263,3.5126,4.3823,7.0197,6.4226,3.6494,8.8538,4.2621,-3.3285,-5.2388,-1.8979,-6.3712,6.5045,5.7027,0.16288,6.3796
64,-1.2648,7.6616,7.0207,10.7,9.3214,8.5039,9.3046,5.2575,6.6222,4.8549,-4.6148,3.5308,1.3114,0.50847,2.3519,2.1752
65,7.8808,3.1711,5.7454,1.283,-1.6556,9.4956,5.9237,12.36,9.1584,4.7468,9.402,6.4407,10.28,7.7288,8.4678,2.851
66,8.4505,3.4652,2.941,-2.5471,-6.854,7.1056,3.021,9.9386,9.2451,8.6605,7.1269,9.6566,1.2329,-4.6717,7.6373,-6.9347
67,5.5439,3.31,2.0584,-0.93637,-2.3434,7.8938,3.2171,4.1014,6.8177,10.164,15.508,10.786,6.0761,1.6519,6.9486,-2.0695
