NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9.0588,-22.497,-20.266,-20.22,-17.232,-17.38,-11.245,-11.734,-11.462,6.5714,-8.5523,10.638,-10.589,-13.278,-14.67,-14.292
1,6.1791,-8.5618,-14.516,-12.217,-11.441,-7.7888,-8.9921,-14.831,-7.0109,7.6382,-6.2027,12.709,-3.6433,-5.8642,-15.165,-10.335
2,6.1554,-10.814,-12.328,-11.759,-11.416,-12.077,-7.4279,-11.898,-4.415,5.3084,-13.911,6.0422,-5.2333,-7.2439,-14.11,-14.681
3,4.338,-2.4148,-5.1957,0.0044878,2.9048,-4.6647,-7.1026,-4.8984,-5.5384,8.9386,-15.388,5.4352,-0.98033,-3.3514,-20.721,-4.5914
4,-4.9433,17.455,11.823,17.384,21.409,15.825,4.2707,11.34,0.65993,-5.3373,6.4022,-9.2209,16.48,14.202,-14.109,16.53
5,-7.9169,19.889,17.395,17.818,16.29,17.744,7.0449,11.987,13.82,-5.9264,13.636,-4.2672,16.409,14.872,13.759,12.928
6,-6.198,3.4583,9.1603,5.0176,0.76909,3.345,3.179,3.2746,17.423,-10.073,1.5516,-9.3255,2.6249,3.727,9.7838,5.8118
7,-5.5439,2.638,5.3878,5.1109,1.3622,2.856,2.2121,-4.1954,18.921,-0.67032,-7.0363,0.098037,-8.6835,-7.1041,5.0357,-2.193
8,-9.7425,12.674,9.3658,11.509,7.3054,9.9806,9.1937,-0.96698,5.4737,-8.6574,4.4963,-8.8299,1.954,1.6855,5.1728,4.0999
9,-7.5616,15.306,12.297,12.618,7.9149,9.5564,9.103,1.3936,3.3666,-2.996,6.5631,-0.55045,2.5198,3.2552,19.369,5.3354
10,-7.1729,9.9223,10.394,6.7965,5.8854,9.051,6.3534,5.7297,5.9063,-7.2161,16.577,-9.6799,5.2528,6.5718,20.483,7.4167
11,7.4499,-11.004,-5.9311,-13.779,-13.197,-7.4417,-3.0821,0.32517,12.804,8.3225,5.1198,4.7679,-8.1018,-8.7393,19.779,-4.5785
12,9.0895,-6.5205,-7.8279,-7.0996,-5.991,-1.7338,-4.1183,-0.48444,3.6625,11.203,-0.23289,3.6674,-5.8461,-9.267,-0.34818,-9.8515
13,-3.5775,20.642,10.9,24.798,26.936,24.871,10.735,14.149,-4.6738,9.195,11.854,4.2882,19.221,15.405,-0.15142,7.0009
14,-1.1335,-1.1607,-0.16752,3.619,7.6918,-0.11669,12.179,13.607,-5.1125,-5.1161,6.4837,-4.3144,23.678,25.045,0.70547,16.422
15,2.6934,2.4768,-3.9444,3.9935,3.6929,2.4073,-3.4041,-4.7008,-14.516,-0.99369,-21.224,0.30641,-6.7587,-2.9118,-7.6099,-4.6341
16,6.8319,-8.7611,-7.443,-8.3455,-7.9916,-10.583,-4.696,-3.9925,-10.428,1.3893,-10.582,-0.11196,-5.0291,-3.1005,5.4905,4.8638
17,8.0042,-9.3439,-7.6549,-8.8355,-9.0618,-11.222,-8.4214,-7.5916,-6.6308,1.7614,-2.28,-2.9951,-11.626,-11.696,-4.9655,-8.6197
18,5.1192,-2.4865,-5.4085,-4.3197,-6.5773,-7.8622,-9.8041,-9.1145,-4.3905,1.2451,-1.8882,-5.4526,-20.044,-22.144,-15.599,-15.63
19,2.645,5.6104,-0.54875,-3.5466,-7.5248,-2.4734,-5.5628,-6.6495,-1.5448,-3.1562,7.8359,-10.192,-11.845,-14.344,-16.731,-6.4081
