NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,10.134,-11.804,-9.5793,-14.179,-13.534,-8.7983,-8.6955,-5.5674,12.625,1.3247,-2.9743,-3.1679,-10.543,-15.173,-10.32,-15.044
1,15.091,-18.345,-11.93,-21.197,-20.036,-19.583,-14.51,-7.9872,8.2581,5.8705,-10.452,0.80219,-13.867,-16.45,-8.101,-15.049
2,14.947,-11.923,-8.6908,-15.179,-12.902,-12.631,-6.8613,-6.6571,-6.0024,5.6808,-10.9,0.0273,-11.273,-12.867,-15.361,-11.795
3,7.8141,17.081,16.242,18.84,17.181,19.05,23.024,13.52,-5.401,5.3704,7.0214,-2.0304,11.115,9.0883,-8.6043,4.2885
4,9.4188,0.39385,8.8143,1.2353,0.57036,4.3941,15.264,8.8869,3.6153,3.3878,12.485,-0.93603,15.107,14.263,14.236,12.037
5,10.21,-11.798,-9.6186,-14.159,-13.526,-8.8189,-8.6839,-5.5953,12.601,1.3466,-2.9562,-3.1625,-10.567,-15.131,-10.36,-15.044
6,15.018,-18.335,-11.89,-21.162,-20.066,-19.605,-14.556,-7.9974,8.2509,5.9408,-10.441,0.79813,-13.881,-16.446,-8.1214,-15.049
7,14.991,-11.941,-8.6153,-15.188,-12.866,-12.656,-6.7809,-6.6097,-6.0387,5.6329,-10.91,0.0081414,-11.315,-12.878,-15.332,-11.795
8,7.8079,17.03,16.284,18.827,17.23,19.001,22.992,13.515,-5.4301,5.3036,7.0903,-1.9488,11.078,9.0342,-8.5836,4.2885
9,9.4077,0.39037,8.8192,1.2437,0.5262,4.4464,15.29,8.9671,3.5808,3.3793,12.421,-0.96855,15.155,14.24,14.17,12.037
10,-0.58426,14.554,13.919,15.248,13.343,18.682,16.367,14.324,-12.286,-1.5244,19.638,-4.3318,17.861,14.332,-15.777,10.87
11,0.38746,4.0402,7.3837,-1.4022,-2.0428,4.2182,10.131,11.083,-4.0402,-7.3804,16.673,-7.4376,16.596,11.87,-8.7152,9.2238
12,-4.275,9.7247,3.1166,5.3817,6.4722,6.2924,3.9678,1.6637,3.8951,0.59825,4.1466,1.3021,3.0295,-3.6345,-11.533,-5.1429
13,-7.6047,-2.9847,-1.1922,2.23,5.9238,-0.16293,2.6824,0.50946,6.7638,-10.186,6.5771,-6.1498,6.7341,4.8408,-8.7796,12.795
14,-5.0024,-3.6243,-3.8167,0.97224,2.3734,-0.58793,-4.3128,-8.2157,1.7728,-2.7521,-8.161,4.3633,-7.9124,-6.4985,3.9056,-0.41571
