NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-7.8466,7.604,4.9453,7.616,6.0506,3.3687,-1.0616,-2.2399,-6.585,-1.4411,-11.169,-3.7544,-5.7581,-7.446,6.8647,3.9147
1,-3.4112,-6.5121,-6.858,-13.576,-12.864,-14.25,-6.9995,-5.1062,-3.7437,-9.4475,-4.5195,-11.341,-2.8922,-3.9876,-1.4588,4.7929
2,3.5989,-15.463,-16.863,-25.244,-24.853,-26.125,-16.475,-14.92,-7.566,1.2595,-25.625,-0.56309,-25.991,-23.398,-10.625,-14.332
3,3.6277,-5.8502,-8.7475,-3.645,-4.5841,-7.7701,-9.8737,-16.1,-18.216,5.4133,-24.95,-1.8446,-28.152,-24.677,-18.186,-20.498
4,5.404,-20.186,-10.729,-12.72,-11.317,-13.47,-7.7983,-14.774,-7.7259,-1.0912,-5.2998,-8.9004,-10.295,-6.3186,-7.3723,-2.568
5,2.5342,-16.912,-12.432,-15.193,-12.391,-11.573,-8.8642,-12.247,1.3191,-1.9131,-3.3624,-8.0155,-5.7005,-2.3116,-0.52398,-6.1141
6,-0.58873,1.5365,-4.507,4.3858,2.8959,3.4469,-5.5548,-5.7581,-7.2271,1.316,-6.6181,-2.1231,-8.4551,-9.094,6.7239,-13.975
7,-3.7481,11.243,5.4205,14.816,10.88,11.068,3.0328,4.802,-6.8419,-5.0767,18.793,-5.3991,15.344,10.608,9.6609,8.8082
8,-5.1324,8.2734,5.7343,6.0919,2.6497,7.8078,6.2288,13.191,2.9112,-7.9698,25.816,-7.5785,23.437,15.685,10.431,12.546
9,0.21859,3.6074,1.7172,2.8904,0.79811,3.9566,0.65313,6.5633,7.4404,1.6647,11.545,3.0984,12.654,4.7283,4.8399,-2.235
10,2.0053,0.69117,5.3069,4.0868,2.4774,1.2735,1.1473,8.4736,1.0636,2.1059,0.25424,4.7803,4.2639,-0.61417,-4.1804,0.1111
11,2.5311,-1.7197,3.492,-0.69775,0.020562,-2.3942,-0.90095,13.412,-8.1109,2.0001,2.2584,4.9846,7.2088,-0.67525,0.77348,-1.0438
12,-0.6307,9.1775,6.9016,8.2744,9.5251,4.4408,1.6542,7.2251,-6.397,10.992,-2.2364,15.386,-1.751,-6.3827,0.65518,-3.6236
13,-6.9571,9.9935,8.7967,8.6419,7.1431,9.0981,7.4709,6.9457,4.867,1.5412,5.7831,2.3861,0.4773,1.2262,-3.3391,7.8696
14,-8.4424,7.5929,7.4412,5.2821,5.659,9.4797,12.355,9.0372,17.658,-0.26429,17.574,2.2034,10.036,11.081,4.1391,14.463
15,2.6898,6.9171,1.3884,7.9953,4.5019,3.0515,1.0616,-5.8156,2.589,6.7073,-10.88,10.154,-14.748,-10.057,0.48754,-8.5593
16,-0.43632,13.192,9.4143,12.988,9.7083,11.223,10.019,1.2015,4.9843,-3.2039,6.9494,-1.3668,2.6279,11.112,0.0057189,2.6494
17,4.0454,-2.089,1.5192,-3.4537,-4.795,-0.74422,-0.81274,-6.0462,10.386,3.5068,-0.79238,7.2136,-3.8719,2.9673,9.8914,-4.6893
18,6.4468,4.5665,0.74114,-0.35181,-4.4632,1.7063,-9.6831,-8.4438,5.7449,2.631,-11.374,9.0523,-7.5174,-4.9615,2.5511,-14.004
19,6.5099,10.594,1.7942,4.7504,-1.3469,4.9515,-7.1545,-4.5456,4.0658,5.4515,-3.9947,14.144,0.53427,-0.2934,8.805,-8.9716
20,0.60179,-0.46871,0.98728,5.4488,6.2604,5.5401,1.6419,7.1144,-17.336,-3.1002,5.889,4.0788,10.38,9.548,6.6989,2.744
21,-5.4116,6.1429,4.7869,8.0527,12.655,8.5676,5.7118,8.3616,-15.419,-9.3398,15.145,-4.811,17.991,15.719,4.7015,16.647
22,-6.4713,1.2018,2.2736,-1.5519,2.4223,2.1936,4.1768,9.9727,-4.9683,-10.203,13.545,-4.8025,14.731,11.565,14.474,19.55
23,2.5507,-25.156,-15.959,-26.948,-21.121,-23.488,-10.727,-3.389,-1.8865,-6.4668,-8.6634,-4.4873,-11.179,-13.446,0.031371,-2.2738
24,11.692,-32.174,-25.733,-33.758,-26.167,-31.439,-24.496,-19.785,-5.542,5.2686,-27.678,3.6019,-31.739,-32.888,-12.691,-18.8
25,10.005,-21.437,-21.417,-17.699,-15.657,-22.283,-17.875,-17.305,-4.1034,8.0671,-19.044,1.369,-20.415,-19.407,-6.183,-13.327
26,7.0282,-6.8051,-9.5406,-3.5071,-2.5141,-7.2181,-11.671,-8.9876,0.16237,6.3707,-8.6212,-3.0025,-8.5217,-6.9353,-11.072,-6.6749
27,6.3303,-1.2454,-0.27059,1.2122,0.40371,-0.31531,0.57441,4.5721,-2.3113,0.84831,7.6711,-8.1968,3.3086,6.5005,-5.7887,6.9335
28,-1.3045,21.141,12.403,23.866,23.781,21.477,11.69,10.276,-0.59241,4.7567,9.4115,-2.1876,3.5274,6.3014,-4.1938,1.3762
