NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-4.5873,-6.9652,-5.1064,-11.061,9.7863,0.51486,2.2909,9.6671,-8.6255,6.7174,1.8128,10.499,13.512,3.0259,12.245,5.0981
1,2.5265,10.085,11.19,10.515,2.8097,18.525,19.304,28.431,-0.066435,14.977,19.768,26.71,24.64,14.439,21.01,12.25
2,24.057,16.462,18.092,19.508,-0.4452,20.244,18.364,26.043,3.6536,5.4685,27.67,30.72,26.993,24.632,20.994,11.269
3,12.75,-1.6758,1.3791,-3.19,3.9845,0.38854,-1.1653,6.3705,2.546,11.841,9.878,8.8891,6.5393,10.127,-1.0777,9.9707
4,7.35,5.0658,6.4749,7.1759,0.3544,5.3295,6.8067,10.252,-5.8597,5.6866,-0.059896,-3.6802,-3.2898,4.146,-11.907,1.7261
5,-4.5873,-6.9652,-5.1064,-11.061,9.7863,0.51486,2.2909,9.6671,-8.6255,6.7174,1.8128,10.499,13.512,3.0259,12.245,5.0981
6,2.5265,10.085,11.19,10.515,2.8097,18.525,19.304,28.431,-0.066435,14.977,19.768,26.71,24.64,14.439,21.01,12.25
7,24.057,16.462,18.092,19.508,-0.4452,20.244,18.364,26.043,3.6536,5.4685,27.67,30.72,26.993,24.632,20.994,11.269
8,12.75,-1.6758,1.3791,-3.19,3.9845,0.38854,-1.1653,6.3705,2.546,11.841,9.878,8.8891,6.5393,10.127,-1.0777,9.9707
9,7.35,5.0658,6.4749,7.1759,0.3544,5.3295,6.8067,10.252,-5.8597,5.6866,-0.059896,-3.6802,-3.2898,4.146,-11.907,1.7261
10,-4.5873,-6.9652,-5.1064,-11.061,9.7863,0.51486,2.2909,9.6671,-8.6255,6.7174,1.8128,10.499,13.512,3.0259,12.245,5.0981
11,2.5265,10.085,11.19,10.515,2.8097,18.525,19.304,28.431,-0.066435,14.977,19.768,26.71,24.64,14.439,21.01,12.25
12,24.057,16.462,18.092,19.508,-0.4452,20.244,18.364,26.043,3.6536,5.4685,27.67,30.72,26.993,24.632,20.994,11.269
13,12.75,-1.6758,1.3791,-3.19,3.9845,0.38854,-1.1653,6.3705,2.546,11.841,9.878,8.8891,6.5393,10.127,-1.0777,9.9707
14,7.35,5.0658,6.4749,7.1759,0.3544,5.3295,6.8067,10.252,-5.8597,5.6866,-0.059896,-3.6802,-3.2898,4.146,-11.907,1.7261
15,-4.5873,-6.9652,-5.1064,-11.061,9.7863,0.51486,2.2909,9.6671,-8.6255,6.7174,1.8128,10.499,13.512,3.0259,12.245,5.0981
16,2.5265,10.085,11.19,10.515,2.8097,18.525,19.304,28.431,-0.066435,14.977,19.768,26.71,24.64,14.439,21.01,12.25
17,24.057,16.462,18.092,19.508,-0.4452,20.244,18.364,26.043,3.6536,5.4685,27.67,30.72,26.993,24.632,20.994,11.269
18,12.75,-1.6758,1.3791,-3.19,3.9845,0.38854,-1.1653,6.3705,2.546,11.841,9.878,8.8891,6.5393,10.127,-1.0777,9.9707
19,7.35,5.0658,6.4749,7.1759,0.3544,5.3295,6.8067,10.252,-5.8597,5.6866,-0.059896,-3.6802,-3.2898,4.146,-11.907,1.7261
20,-4.5873,-6.9652,-5.1064,-11.061,9.7863,0.51486,2.2909,9.6671,-8.6255,6.7174,1.8128,10.499,13.512,3.0259,12.245,5.0981
