NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,20.611,14.576,16.371,18.119,-11.05,18.812,22.54,21.557,16.455,-7.574,12.086,10.299,11.195,16.07,10.977,5.424
1,12.569,4.4892,0.86781,-0.34362,-5.0354,6.9782,5.9425,4.589,18.529,-14.338,21.976,14.946,18.131,20.882,14.562,10.658
2,-4.2185,-17.191,-16.821,-17.852,0.045225,-12.03,-14.714,-12.901,9.5462,-1.6261,4.671,-5.9111,-2.1726,-2.4501,-5.7085,-10.112
3,-5.6706,-14.249,-12.138,-12.639,-3.3288,-8.682,-14.042,-9.3259,-1.8854,-4.3682,-1.5494,-6.3381,-3.2707,-8.7585,-4.8239,-4.3491
4,4.1622,-7.4501,-5.5244,-6.8506,2.1591,-5.7438,-8.3081,-3.4611,-2.5291,-4.5315,-3.9363,-2.5133,0.32666,-7.1647,-0.071478,2.0566
5,20.611,14.576,16.371,18.119,-11.05,18.812,22.54,21.557,16.455,-7.574,12.086,10.299,11.195,16.07,10.977,5.424
6,12.569,4.4892,0.86781,-0.34362,-5.0354,6.9782,5.9425,4.589,18.529,-14.338,21.976,14.946,18.131,20.882,14.562,10.658
7,-4.2185,-17.191,-16.821,-17.852,0.045225,-12.03,-14.714,-12.901,9.5462,-1.6261,4.671,-5.9111,-2.1726,-2.4501,-5.7085,-10.112
8,-5.6706,-14.249,-12.138,-12.639,-3.3288,-8.682,-14.042,-9.3259,-1.8854,-4.3682,-1.5494,-6.3381,-3.2707,-8.7585,-4.8239,-4.3491
9,4.1622,-7.4501,-5.5244,-6.8506,2.1591,-5.7438,-8.3081,-3.4611,-2.5291,-4.5315,-3.9363,-2.5133,0.32666,-7.1647,-0.071478,2.0566
10,20.611,14.576,16.371,18.119,-11.05,18.812,22.54,21.557,16.455,-7.574,12.086,10.299,11.195,16.07,10.977,5.424
11,12.569,4.4892,0.86781,-0.34362,-5.0354,6.9782,5.9425,4.589,18.529,-14.338,21.976,14.946,18.131,20.882,14.562,10.658
12,-4.2185,-17.191,-16.821,-17.852,0.045225,-12.03,-14.714,-12.901,9.5462,-1.6261,4.671,-5.9111,-2.1726,-2.4501,-5.7085,-10.112
13,-5.6706,-14.249,-12.138,-12.639,-3.3288,-8.682,-14.042,-9.3259,-1.8854,-4.3682,-1.5494,-6.3381,-3.2707,-8.7585,-4.8239,-4.3491
14,4.1622,-7.4501,-5.5244,-6.8506,2.1591,-5.7438,-8.3081,-3.4611,-2.5291,-4.5315,-3.9363,-2.5133,0.32666,-7.1647,-0.071478,2.0566
15,20.611,14.576,16.371,18.119,-11.05,18.812,22.54,21.557,16.455,-7.574,12.086,10.299,11.195,16.07,10.977,5.424
16,12.569,4.4892,0.86781,-0.34362,-5.0354,6.9782,5.9425,4.589,18.529,-14.338,21.976,14.946,18.131,20.882,14.562,10.658
17,-4.2185,-17.191,-16.821,-17.852,0.045225,-12.03,-14.714,-12.901,9.5462,-1.6261,4.671,-5.9111,-2.1726,-2.4501,-5.7085,-10.112
18,-5.6706,-14.249,-12.138,-12.639,-3.3288,-8.682,-14.042,-9.3259,-1.8854,-4.3682,-1.5494,-6.3381,-3.2707,-8.7585,-4.8239,-4.3491
19,4.1622,-7.4501,-5.5244,-6.8506,2.1591,-5.7438,-8.3081,-3.4611,-2.5291,-4.5315,-3.9363,-2.5133,0.32666,-7.1647,-0.071478,2.0566
20,20.611,14.576,16.371,18.119,-11.05,18.812,22.54,21.557,16.455,-7.574,12.086,10.299,11.195,16.07,10.977,5.424
21,12.569,4.4892,0.86781,-0.34362,-5.0354,6.9782,5.9425,4.589,18.529,-14.338,21.976,14.946,18.131,20.882,14.562,10.658
22,-4.2185,-17.191,-16.821,-17.852,0.045225,-12.03,-14.714,-12.901,9.5462,-1.6261,4.671,-5.9111,-2.1726,-2.4501,-5.7085,-10.112
23,-5.6706,-14.249,-12.138,-12.639,-3.3288,-8.682,-14.042,-9.3259,-1.8854,-4.3682,-1.5494,-6.3381,-3.2707,-8.7585,-4.8239,-4.3491
24,4.1622,-7.4501,-5.5244,-6.8506,2.1591,-5.7438,-8.3081,-3.4611,-2.5291,-4.5315,-3.9363,-2.5133,0.32666,-7.1647,-0.071478,2.0566
25,0.72433,2.1217,-9.0439,-7.7582,-4.4468,-1.5376,-6.2021,-0.21992,-8.7823,-1.249,-4.7106,-6.4317,-4.4057,-2.2754,-8.8575,-0.84463
26,-5.0301,5.5326,-5.9488,-8.8904,-2.2714,-4.4919,-6.689,-7.496,11.856,4.2441,1.1105,-3.9201,-4.6402,-6.513,-6.1498,2.6955
27,-4.6567,4.4113,5.0338,6.5575,-8.2087,1.3022,-0.16087,-3.7632,8.4498,-5.2337,-3.2761,-4.2487,-6.547,-12.748,-1.3932,2.1054
28,-4.1338,-2.0645,2.2946,1.9816,-3.6841,-4.9416,-7.1149,-11.873,15.522,-0.28002,-6.6054,-3.7391,-3.2957,-6.2822,7.927,0.45066
29,-8.1331,15.609,14.329,20.128,-4.3361,5.992,5.7185,0.66659,11.178,1.1521,-12.368,-12.29,-12.615,-12.503,-3.8827,-8.4559
30,0.72433,2.1217,-9.0439,-7.7582,-4.4468,-1.5376,-6.2021,-0.21992,-8.7823,-1.249,-4.7106,-6.4317,-4.4057,-2.2754,-8.8575,-0.84463
31,-5.0301,5.5326,-5.9488,-8.8904,-2.2714,-4.4919,-6.689,-7.496,11.856,4.2441,1.1105,-3.9201,-4.6402,-6.513,-6.1498,2.6955
