NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.91259,-0.13401,9.8208,12.591,9.3987,4.6085,6.9717,4.76,0.79093,-1.5124,-2.5746,-5.2155,-3.4529,-3.7856,-4.403,-0.98264
1,2.765,-6.3104,6.8855,6.6708,10.453,3.1352,3.5588,2.7437,-4.9014,-0.97807,-3.3399,-7.822,-4.3871,-3.9577,-4.4251,-1.9391
2,7.496,1.7854,9.4215,8.8905,6.9629,4.5404,10.054,7.7061,-3.2885,-0.10833,-0.24672,-1.9107,1.5516,1.2436,2.2476,6.6398
3,16.394,19.715,17.325,16.954,-2.8292,16.425,20.087,18.463,10.664,13.749,16.656,19.001,21.686,20.228,18.056,28.503
4,9.6035,15.555,6.9535,3.1439,5.3594,7.8531,6.5424,6.1055,8.1736,14.224,10.875,13.066,20.622,18.422,17.207,15.8
5,1.0163,-0.15532,9.9557,12.504,9.4018,4.6465,6.8543,4.726,0.71343,-1.5291,-2.5737,-5.2871,-3.5148,-3.8528,-4.4999,-0.98264
6,2.9061,-6.2033,6.8459,6.6119,10.475,3.0463,3.4774,2.6903,-4.9234,-0.94599,-3.3135,-7.8418,-4.3044,-4.1123,-4.4018,-1.9391
7,7.5803,1.836,9.3885,9.002,6.9202,4.3858,10.159,7.6655,-3.164,-0.22496,-0.28111,-1.8976,1.6129,1.1988,2.1679,6.6398
8,16.486,19.754,17.501,16.984,-2.6662,16.329,20.094,18.469,10.6,13.823,16.59,19.039,21.757,20.165,17.878,28.503
9,9.5994,15.704,7.0249,3.2637,5.2821,7.9424,6.5631,6.0464,8.2936,14.34,10.803,13.081,20.737,18.424,17.167,15.8
10,0.93917,-0.17022,9.9527,12.656,9.5132,4.7028,6.8592,4.8149,0.8115,-1.4093,-2.6233,-5.2896,-3.4653,-3.7412,-4.3495,-0.98264
11,2.7591,-6.2662,6.9146,6.6256,10.481,3.0531,3.4114,2.8282,-4.9628,-1.0283,-3.2733,-7.7855,-4.4057,-4.0594,-4.4329,-1.9391
12,7.5968,1.7383,9.2691,8.9123,6.8572,4.5061,10.141,7.6658,-3.1271,-0.19018,-0.21795,-1.9993,1.6081,1.2041,2.2446,6.6398
13,16.372,19.821,17.472,16.942,-2.7907,16.363,20.151,18.365,10.615,13.7,16.782,18.983,21.679,20.243,17.927,28.503
14,9.6708,15.673,6.8771,3.2381,5.2456,7.7884,6.698,6.2434,8.1499,14.324,10.884,13.031,20.605,18.357,17.249,15.8
15,1.0379,-0.13917,9.8201,12.552,9.3979,4.6968,6.8059,4.6953,0.69431,-1.4498,-2.6922,-5.2302,-3.4658,-3.802,-4.3368,-0.98264
