NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9.8181,9.505,11.954,-1.2194,0.95523,13.338,7.8296,9.5889,6.4012,5.2785,9.7621,8.9153,11.988,8.0171,9.9811,4.3888
1,2.1566,6.2451,12.831,-1.3778,3.9363,8.846,8.6612,6.4503,2.6214,-3.4611,6.6167,7.8411,8.5538,3.7107,12.076,8.8264
2,4.2773,-2.4693,8.5561,-6.7061,10.444,4.9187,5.3884,1.186,-5.7808,-13.327,1.5869,2.1484,0.58189,0.66216,6.4784,1.8615
3,-3.5601,-8.688,-0.02745,-13.095,17.306,-1.3141,-2.7972,-2.7289,-11.39,-12.69,-3.548,-3.2213,-8.1695,-5.3745,-3.7992,-8.664
4,-2.3992,-10.584,2.1611,-11,8.5951,2.9559,0.21199,2.9662,-8.6076,-26.577,-3.7393,-0.62136,-9.5197,-4.5968,-3.8779,-4.1185
5,-0.87289,-5.7709,-2.8075,-2.0913,-3.4615,-7.9225,-5.5824,-6.0203,2.8209,-2.6976,-0.0099121,-4.4087,-5.5005,-3.8147,-6.6427,-11.193
6,-0.95843,-0.87785,-1.4626,1.7383,0.43182,-2.5536,-0.96123,0.28042,-2.1647,-3.2411,0.19729,-0.60713,-1.6451,-2.5841,-7.4244,-1.7643
7,5.6425,4.984,4.9482,14.019,-3.6208,8.5272,10.708,12.552,-5.4909,-6.1817,2.4046,3.6641,4.0023,-0.2763,-3.4782,1.3736
8,9.8617,10.083,10.007,19.517,0.87912,11.31,16.526,14.162,6.9462,7.6161,16.849,13.87,13.396,13.091,8.6541,2.5537
9,6.0754,7.5292,2.1712,4.0729,6.6401,4.253,2.8407,2.8037,4.1031,11.685,13.412,11.617,10.026,12.516,7.3853,13.284
10,-0.99405,-5.6957,-2.8147,-2.2068,-3.5646,-7.798,-5.5296,-6.0555,2.791,-2.5977,0.097052,-4.5799,-5.4532,-3.9214,-6.6618,-11.193
11,-1.0211,-0.89179,-1.4588,1.7679,0.36161,-2.4672,-0.9596,0.29856,-2.3295,-3.3228,0.17916,-0.48662,-1.569,-2.7357,-7.4116,-1.7643
12,5.7762,4.7975,5.03,14.068,-3.5291,8.4153,10.753,12.53,-5.6015,-6.148,2.4025,3.5245,4.0709,-0.3738,-3.4554,1.3736
13,9.9429,10.093,9.9016,19.652,0.92472,11.423,16.395,14.17,6.7798,7.5928,16.818,13.848,13.371,13.025,8.5819,2.5537
14,6.0886,7.5309,2.0974,3.9349,6.8166,4.2526,2.7449,2.9004,4.171,11.804,13.264,11.665,10.055,12.415,7.2923,13.284
15,-0.91502,-5.7691,-2.926,-2.1329,-3.4995,-7.7664,-5.4859,-6.2082,2.7545,-2.6585,0.073563,-4.4922,-5.4645,-3.8866,-6.7644,-11.193
16,-0.96593,-0.92546,-1.4625,1.7164,0.50746,-2.4581,-1.0652,0.21627,-2.3049,-3.2853,0.23516,-0.5435,-1.5753,-2.5994,-7.3338,-1.7643
17,5.7275,4.972,4.9755,13.931,-3.5554,8.5297,10.732,12.539,-5.5498,-6.1007,2.3771,3.5752,4.0737,-0.32491,-3.539,1.3736
18,9.9188,10.055,9.9711,19.53,0.83528,11.376,16.514,14.167,6.9245,7.5229,16.798,13.952,13.548,13.067,8.6153,2.5537
19,5.9633,7.6489,2.1255,4.0041,6.6566,4.3514,2.7328,2.7696,4.1361,11.825,13.394,11.675,9.996,12.369,7.3655,13.284
20,-0.88132,-5.772,-2.9374,-2.087,-3.5491,-7.8659,-5.43,-6.0169,2.8122,-2.7608,0.16627,-4.5529,-5.4783,-3.8584,-6.7624,-11.193
21,-0.93975,-0.87641,-1.3401,1.7315,0.405,-2.4418,-0.90894,0.30969,-2.2487,-3.3211,0.29109,-0.4433,-1.6114,-2.7483,-7.335,-1.7643
22,5.661,4.8698,4.9448,14.038,-3.5692,8.5089,10.7,12.496,-5.4872,-6.2414,2.4485,3.4998,3.9189,-0.26432,-3.4446,1.3736
23,9.8529,10.047,9.9754,19.555,0.92792,11.414,16.469,14.163,6.9233,7.5433,16.86,13.959,13.411,12.968,8.6436,2.5537
24,6.0816,7.6466,2.1109,4.054,6.6604,4.377,2.7305,2.7814,4.1328,11.743,13.4,11.578,10.069,12.448,7.294,13.284
25,-0.93377,-5.8569,-2.9925,-2.1475,-3.514,-7.9559,-5.4295,-6.0925,2.8258,-2.6502,0.0064716,-4.4516,-5.4421,-3.7699,-6.6429,-11.193
26,-0.90721,-0.92496,-1.3179,1.7465,0.44812,-2.3895,-1.0803,0.24648,-2.182,-3.3178,0.28634,-0.43188,-1.6776,-2.7073,-7.4026,-1.7643
27,5.7986,4.8788,5.0237,14.087,-3.531,8.4104,10.735,12.583,-5.6204,-6.1323,2.4998,3.6534,4.024,-0.23933,-3.4958,1.3736
28,9.8585,10.204,9.9517,19.612,0.77322,11.447,16.374,14.178,6.8553,7.6676,16.863,13.863,13.471,13.049,8.6577,2.5537
29,5.9741,7.5201,2.1934,3.9458,6.6723,4.4182,2.7399,2.8921,4.1308,11.686,13.301,11.638,10.179,12.473,7.3843,13.284
30,-0.98659,-5.7567,-2.9441,-2.1321,-3.5325,-7.8657,-5.5848,-6.081,2.747,-2.7058,0.063588,-4.4727,-5.532,-3.7838,-6.7022,-11.193
31,-0.86767,-1.0465,-1.4318,1.7799,0.38374,-2.5409,-1.0299,0.23621,-2.3188,-3.3208,0.17628,-0.43604,-1.5899,-2.6743,-7.3984,-1.7643
32,5.7692,4.8837,4.9252,14.089,-3.608,8.4475,10.864,12.527,-5.5323,-6.2156,2.3673,3.6535,3.9796,-0.281,-3.4289,1.3736
33,9.871,10.117,9.8523,19.586,0.9103,11.431,16.381,14.068,6.8128,7.5262,16.753,13.849,13.537,13.048,8.5786,2.5537
34,5.9307,7.5823,2.1004,4.0417,6.7621,4.339,2.8155,2.8921,4.0255,11.79,13.326,11.639,10.03,12.403,7.34,13.284
35,-0.95202,-5.7792,-2.8804,-2.211,-3.4889,-7.7784,-5.5897,-6.1375,2.7371,-2.7471,-0.019827,-4.5189,-5.3544,-3.9527,-6.6791,-11.193
36,-0.95489,-1.0327,-1.3609,1.8145,0.5386,-2.4857,-0.9732,0.20607,-2.2355,-3.146,0.33364,-0.46251,-1.5547,-2.6418,-7.3019,-1.7643
37,5.8246,4.8958,4.9493,14.058,-3.6602,8.5599,10.707,12.509,-5.47,-6.1457,2.5447,3.5537,4.0671,-0.26108,-3.5074,1.3736
38,9.9112,10.169,10.029,19.633,0.92815,11.45,16.414,14.015,6.9395,7.4968,16.777,13.937,13.45,13.104,8.6204,2.5537
39,6.0516,7.5646,2.059,3.9023,6.7021,4.4255,2.808,2.7596,4.0903,11.69,13.412,11.614,10.011,12.49,7.4561,13.284
40,-0.8559,-5.8427,-2.9287,-2.0851,-3.507,-7.9144,-5.6249,-6.1221,2.8641,-2.7437,0.070855,-4.5468,-5.526,-3.8625,-6.6329,-11.193
41,-0.86714,-0.929,-1.3531,1.7944,0.43752,-2.4575,-0.97275,0.24686,-2.293,-3.2856,0.23958,-0.42792,-1.648,-2.7226,-7.4015,-1.7643
42,5.7013,4.8228,5.0357,14.099,-3.6368,8.4459,10.744,12.548,-5.5156,-6.1314,2.4842,3.6437,4.0142,-0.35826,-3.5772,1.3736
43,9.9041,10.08,9.8546,19.481,0.82846,11.277,16.369,14.121,6.8665,7.6144,16.746,13.945,13.525,13.075,8.5294,2.5537
44,5.952,7.5709,2.0233,4.0082,6.6777,4.3047,2.8184,2.8448,4.0888,11.811,13.296,11.519,10.012,12.517,7.4011,13.284
45,-0.97341,-5.7004,-2.9417,-2.1258,-3.4936,-7.8296,-5.5908,-6.1509,2.7499,-2.7163,-4.5474e-05,-4.4638,-5.4297,-3.9271,-6.7477,-11.193
46,-0.93993,-1.0362,-1.3381,1.7949,0.51269,-2.4724,-1.0673,0.30243,-2.3161,-3.2915,0.26159,-0.52354,-1.5865,-2.7091,-7.3004,-1.7643
47,5.7579,4.8129,5.0098,14.05,-3.6909,8.5113,10.775,12.538,-5.6042,-6.1963,2.3918,3.6074,3.9593,-0.26038,-3.6048,1.3736
48,9.89,10.071,9.921,19.506,0.87165,11.419,16.509,14.103,6.7636,7.6155,16.813,13.892,13.439,13.104,8.5861,2.5537
49,6.0035,7.5708,2.0373,4.0535,6.7491,4.2881,2.7463,2.7598,4.0275,11.696,13.36,11.494,10.095,12.355,7.2999,13.284
