NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2.6161,-1.1896,1.132,4.7775,-10.126,4.0263,3.3092,4.9585,-4.4655,-0.62357,0.63919,4.1997,9.6949,9.6877,14.087,8.4019
1,5.1484,9.2056,3.4202,3.9338,-4.3139,3.3064,2.8033,5.3863,2.1747,14.55,4.5488,3.9511,12.236,10.249,18.339,9.14
2,1.1533,6.6567,1.8708,1.2277,7.2455,2.7648,1.9991,3.546,3.0527,13.158,4.7443,3.5887,12.515,11.851,18.313,4.6645
3,11.194,8.6194,8.5076,13.437,4.5366,12.854,10.597,11.43,9.8491,7.031,12.709,12.979,17.665,16.619,20.379,9.6765
4,15.152,8.8416,9.8302,16.078,0.61374,16.328,14.748,13.543,13.267,8.961,15.116,12.265,9.233,12.369,8.4364,8.6457
5,2.5981,-1.2616,1.1011,4.8671,-10.022,4.0661,3.4442,4.978,-4.3409,-0.44165,0.6496,4.1869,9.7288,9.6852,13.997,8.4019
6,5.0699,9.3238,3.4618,4.0495,-4.4268,3.2906,2.9485,5.4799,1.9856,14.643,4.3981,3.8645,12.255,10.339,18.395,9.14
7,1.1784,6.6442,2.0192,1.3878,7.333,2.8227,1.9289,3.5173,3.0997,13.061,4.7486,3.5249,12.434,11.963,18.289,4.6645
8,11.15,8.6851,8.5713,13.393,4.5978,12.851,10.592,11.454,9.9055,6.9843,12.745,13.115,17.718,16.611,20.311,9.6765
9,15.248,8.8034,9.9771,16.184,0.63382,16.307,14.703,13.489,13.215,8.9894,15.107,12.118,9.0543,12.337,8.3592,8.6457
10,2.4861,-1.2155,1.1619,4.9581,-9.9712,4.1903,3.3195,4.854,-4.4166,-0.53142,0.53361,4.1175,9.8127,9.7728,13.933,8.4019
11,5.1061,9.2904,3.3306,4.0028,-4.3135,3.4373,2.8059,5.4716,1.9886,14.53,4.4937,3.8889,12.342,10.308,18.376,9.14
12,1.2195,6.59,1.9197,1.3212,7.2132,2.6536,2.092,3.4662,3.1866,13.21,4.7834,3.617,12.523,11.831,18.299,4.6645
13,11.139,8.7763,8.5621,13.322,4.6654,12.83,10.669,11.456,9.8366,7.0054,12.638,13.1,17.706,16.681,20.253,9.6765
14,15.209,8.9038,9.9309,16.148,0.76249,16.264,14.619,13.541,13.278,9.0265,15.13,12.259,9.0703,12.351,8.4035,8.6457
15,2.5631,-1.2668,1.1699,4.9129,-9.9692,4.0558,3.4359,4.9103,-4.4743,-0.46499,0.65262,4.0734,9.7625,9.7291,14.092,8.4019
16,4.998,9.3232,3.4875,4.0004,-4.4359,3.2902,2.9005,5.4227,2.1132,14.545,4.5738,4.0408,12.281,10.163,18.372,9.14
17,1.3313,6.7034,1.9752,1.2437,7.3355,2.7465,1.9995,3.4854,3.1368,13.211,4.7333,3.5614,12.432,11.914,18.309,4.6645
18,11.096,8.6526,8.4056,13.275,4.6799,12.911,10.663,11.517,9.8614,7.0473,12.681,13.134,17.745,16.598,20.267,9.6765
19,15.254,8.9641,9.9618,16.167,0.60145,16.19,14.719,13.545,13.272,8.9422,15.107,12.161,9.2271,12.241,8.4364,8.6457
20,2.6666,-1.3011,1.2535,4.8989,-10.113,4.2013,3.4164,4.9439,-4.5174,-0.62244,0.58368,4.2285,9.8517,9.7411,13.979,8.4019
