NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5.8817,1.0082,11.054,10.114,3.8506,7.2923,8.7055,9.1719,4.4193,16.862,9.6599,8.6411,5.0609,9.7832,6.6313,4.6048
1,9.673,7.0619,7.2163,4.7132,6.1528,8.5411,8.1872,9.3423,6.833,19.85,16.259,15.588,11.83,18.391,5.5777,9.0323
2,0.1239,5.7565,-1.0469,-0.64576,5.4181,1.1739,2.3242,2.8222,-1.9041,5.372,1.6085,2.906,4.8741,7.0513,1.0002,0.14049
3,-4.3827,2.4071,-1.2141,1.0268,4.0366,-0.52317,3.9315,2.6932,0.83208,-2.0714,-3.4936,-4.0505,5.2414,6.2137,8.7088,-2.3386
4,5.9944,7.4998,7.1111,7.0617,-2.3882,8.0426,12.257,10.239,7.3819,0.8609,6.2196,2.9406,12.86,14.848,10.063,10.477
5,5.8817,1.0082,11.054,10.114,3.8506,7.2923,8.7055,9.1719,4.4193,16.862,9.6599,8.6411,5.0609,9.7832,6.6313,4.6048
6,9.673,7.0619,7.2163,4.7132,6.1528,8.5411,8.1872,9.3423,6.833,19.85,16.259,15.588,11.83,18.391,5.5777,9.0323
7,0.1239,5.7565,-1.0469,-0.64576,5.4181,1.1739,2.3242,2.8222,-1.9041,5.372,1.6085,2.906,4.8741,7.0513,1.0002,0.14049
8,-4.3827,2.4071,-1.2141,1.0268,4.0366,-0.52317,3.9315,2.6932,0.83208,-2.0714,-3.4936,-4.0505,5.2414,6.2137,8.7088,-2.3386
9,5.9944,7.4998,7.1111,7.0617,-2.3882,8.0426,12.257,10.239,7.3819,0.8609,6.2196,2.9406,12.86,14.848,10.063,10.477
10,5.8817,1.0082,11.054,10.114,3.8506,7.2923,8.7055,9.1719,4.4193,16.862,9.6599,8.6411,5.0609,9.7832,6.6313,4.6048
11,9.673,7.0619,7.2163,4.7132,6.1528,8.5411,8.1872,9.3423,6.833,19.85,16.259,15.588,11.83,18.391,5.5777,9.0323
12,0.1239,5.7565,-1.0469,-0.64576,5.4181,1.1739,2.3242,2.8222,-1.9041,5.372,1.6085,2.906,4.8741,7.0513,1.0002,0.14049
13,-4.3827,2.4071,-1.2141,1.0268,4.0366,-0.52317,3.9315,2.6932,0.83208,-2.0714,-3.4936,-4.0505,5.2414,6.2137,8.7088,-2.3386
14,5.9944,7.4998,7.1111,7.0617,-2.3882,8.0426,12.257,10.239,7.3819,0.8609,6.2196,2.9406,12.86,14.848,10.063,10.477
