NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3.6256,-23.531,-16.842,-16.564,-14.458,-17.872,-20.67,-14.771,-2.3481,0.47752,-15.994,-0.1727,-13.192,-10.769,6.8488,-1.5249
1,3.3815,-19.387,-15.623,-15.733,-14.382,-14.494,-23.499,-15.898,-5.5441,5.845,-24.485,7.4929,-23.289,-21.5,3.3024,-18.796
2,-6.0033,0.87665,-1.1174,-2.1974,-0.60617,2.6217,-3.9587,2.2711,-9.3768,2.8725,-0.7412,3.092,-2.7522,-4.129,-5.0907,2.0852
3,-4.3354,3.7393,-2.9867,-1.7663,-2.272,1.4588,-1.1599,-0.65001,-4.9235,-1.581,-0.95643,-3.4679,-4.5853,-8.2827,0.70344,-2.0997
4,-2.4015,2.7002,-2.9159,-2.2558,-1.7853,2.009,-1.7312,-3.1761,-0.51011,1.6426,0.28568,0.72877,-4.1496,-8.5114,3.9453,-8.1137
5,-12.765,15.876,11.561,12.619,14.153,18.154,16.044,16.736,-6.2913,-9.1795,24.227,-13.558,21.056,15.351,-0.26613,14.121
6,-3.8238,11.054,10.541,13.487,10.91,14.286,11.106,15.37,7.0176,-1.4191,17.603,-6.3528,15.956,10.513,11.55,8.9576
7,0.12161,-4.7257,-1.056,-0.019334,-4.2074,1.3327,0.13479,6.5673,8.5443,-0.61147,6.3297,-4.4542,7.6474,2.4203,2.3969,5.0174
8,2.5893,-11.746,-4.5058,-8.019,-7.8393,-5.2136,0.47517,1.8042,9.5723,6.029,2.2544,6.7312,5.7984,2.8358,-6.1795,1.3853
9,4.9753,-14.1,-4.4104,-8.0269,-5.0758,-9.9135,-2.8687,-1.6589,5.5459,6.006,-7.0659,7.3216,-3.7775,-2.9575,-10.084,-13.089
10,10.205,-4.3187,-1.0193,-2.423,-0.92047,-4.6913,-4.9907,-6.0816,0.19884,10.373,-2.0981,10.064,-0.63812,2.7004,3.2773,-1.6727
11,13.411,-10.328,-8.5048,-7.9625,-10.161,-10.12,-12.253,-14.103,-0.43859,8.9264,-15.279,6.5769,-17.139,-13.54,-1.7851,-13.857
12,8.5601,3.0868,-2.982,4.8308,2.4108,-1.5807,-4.7458,-9.7594,-3.155,11.535,-15.277,11.757,-18.5,-15.123,-4.0498,-10.112
