NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2.8584,3.3528,1.096,0.41234,-1.2845,-0.28345,3.1663,0.24385,14.2,2.1115,-9.4798,3.3046,-9.6223,-3.4199,-3.6389,2.4526
1,14.339,-25.997,-13.52,-27.949,-31.214,-25.534,-11.056,-8.8043,7.8797,2.2501,-21.84,-0.88373,-20.375,-18.264,-7.459,-12.856
2,17.383,-18.356,-16.04,-21.532,-24.769,-19.386,-16.572,-13.764,5.4897,17.025,-31.824,12.012,-27.761,-29.745,-2.3722,-29.959
3,-2.109,22.982,4.6789,15.604,11.608,18.275,-4.8969,-5.1501,-1.449,8.0767,-5.8586,1.4681,-2.6992,-6.2335,-15.612,-14.447
4,-4.9484,2.4041,3.7009,-4.2219,-5.3135,2.2005,5.6636,5.0963,-1.1374,-3.7434,13.228,-8.9492,16.821,13.764,-1.5809,9.8444
5,0.47289,-1.7223,-4.4639,-4.5914,-3.8411,-1.2328,-7.9688,-2.0472,-7.5991,11.796,-10.88,4.1299,-7.3622,-12.157,-0.23365,-11.676
6,-8.085,11.811,11.09,13.073,17.945,14.702,5.9023,6.4965,-7.0993,0.86512,24.055,-9.0067,21.587,20.42,-4.2675,14.282
7,-4.765,7.6249,9.1922,6.4928,7.7864,5.2998,5.915,5.4375,1.1851,0.88197,12.363,-4.5553,4.2644,8.8735,8.8642,4.9397
8,-0.82456,2.3056,4.79,-2.1008,-5.7758,-2.3348,1.1995,0.89325,1.3023,-4.151,4.9287,-3.4892,-6.3051,-0.19959,8.32,-3.0676
9,-9.6393,20.492,12.361,17.472,16.833,16.756,7.4332,6.8724,-1.4161,-10.181,19.365,-6.2191,5.771,11.322,5.7657,7.1475
10,-10.375,-9.7519,-2.8262,-8.1381,-6.9684,-13.59,-1.3349,2.4265,5.8513,-9.5968,-3.5397,-11.181,-1.233,3.0826,9.1073,10.479
11,-2.7371,-19.314,-14.107,-16.597,-17.339,-20.937,-10.114,-13.515,3.3501,1.0646,-27.256,-1.4318,-19.936,-20.867,-0.81001,-13.893
12,-4.6959,-2.2197,-12.441,-4.2503,-3.758,-7.0503,-10.865,-13.803,-8.8915,0.67841,-22.89,-3.9573,-15.617,-19.313,-6.6128,-11.55
