NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.61006,5.6329,-2.4213,-1.5381,-5.7229,7.7683,-3.8806,3.3394,2.381,3.5105,-2.6936,5.8204,-8.7395,-4.3643,-18.652,-1.7599
1,-5.2855,13.437,6.13,6.8445,4.972,14.56,-1.3706,3.9967,4.2108,4.4885,8.1587,2.9302,5.1915,7.7711,-21.252,5.6604
2,-6.0384,5.6012,8.448,4.7761,7.7937,8.3277,7.3712,5.9188,3.0392,-3.4878,6.4775,-6.6274,11.388,14.005,-15.912,9.4217
3,-4.7132,13.367,15.476,12.531,12.418,16.136,11.452,5.2639,8.0953,0.11623,-3.4645,-1.4419,7.7799,11.944,-6.7279,6.0505
4,2.1819,0.049836,9.0126,-2.771,-1.8326,3.2779,8.2479,4.7627,10.152,0.27908,-9.8173,-1.312,3.539,7.6449,-3.3966,7.5542
5,5.4135,-3.6971,3.7791,-1.8834,0.043578,-1.3269,1.568,-0.29712,5.1171,6.5531,-18.233,4.3615,-8.2131,-4.2933,-1.1001,-10.938
6,11.416,-12.91,-5.0456,-9.3804,-7.0732,-14.032,-5.3382,-5.6186,2.5148,16.004,-29.491,14.048,-18.483,-13.778,3.2453,-16.332
7,5.4629,-6.7733,-3.2583,-7.5008,-5.2246,-8.0045,-0.79649,-2.391,-5.938,6.718,-4.844,6.1934,0.89681,0.4479,-8.1996,-3.0276
8,4.1773,3.8223,3.0488,5.3208,6.0533,3.0366,-4.2751,-7.3859,-2.0896,11.687,-5.9199,13.233,-8.0549,-11.339,0.4275,-10.988
9,-2.0236,9.6456,8.3934,10.947,10.137,9.3286,-3.3963,-5.7873,-3.6067,0.39451,2.1108,1.0807,-3.0497,-5.8871,12.648,-0.28421
10,1.0982,11.558,11.77,8.5855,3.0663,9.011,9.2261,2.2704,-4.0029,-2.6528,30.647,-4.2183,9.1608,7.1276,7.995,12.389
11,-1.5194,6.6869,8.0994,5.452,6.198,2.7819,6.5665,2.8828,-2.7312,0.71047,25.834,2.3368,8.0701,6.989,7.8192,11.502
12,3.5718,-19.997,-10.718,-14.36,-15.75,-21.982,-4.9038,-5.9047,-4.452,-0.68343,-12.21,2.1363,-15.768,-15.802,-0.65774,-12.177
13,-0.96359,-0.82791,-3.4432,4.0188,0.17804,-8.8389,-4.1502,-6.7595,-6.9272,5.7693,-17.39,9.7823,-8.6768,-8.5056,-7.2283,-12.127
14,-12.031,15.5,6.8179,17.138,18.701,7.1716,4.4087,0.52069,-9.8289,-8.6707,2.859,-6.8484,13.463,14.145,-6.0074,13.85
15,-6.8126,3.6708,1.1316,10.37,10.721,2.2746,-2.3003,-4.4771,5.4497,-7.5707,-9.3039,-4.3047,3.4351,4.3155,1.6712,3.157
16,-6.4806,6.3415,3.2384,9.944,9.7736,0.88687,1.5419,-1.5115,7.5551,-11.127,-3.3661,-9.0173,8.9579,10.184,10.54,13.444
17,-1.5516,-9.9615,-3.9987,-5.4873,-7.1989,-10.817,-1.6611,-5.0929,11.186,-8.5029,-12.515,-9.0332,-3.1146,-2.5078,9.0852,2.4989
18,-0.28086,-11.665,-8.05,-8.8546,-13.53,-8.5257,-3.7381,-3.8152,8.0715,-3.2071,-8.8026,-5.1568,-3.1522,-5.0627,1.9356,-4.9239
19,1.2279,-8.8339,-11.071,-11.545,-16.768,-9.059,-6.968,-8.367,3.2743,-3.4863,-8.4243,-6.3927,-10.073,-11.683,-8.0668,-13.782
20,1.7021,0.88613,-0.90814,-5.8415,-6.916,4.3597,3.5542,5.0874,6.9618,-3.6926,19.104,-6.1225,9.0829,4.0626,-7.3939,-0.84204
21,1.0141,0.038086,-0.46915,-1.4684,-0.69076,1.1201,1.5184,5.8153,1.6695,0.71052,12.359,-4.122,9.779,5.0795,-9.1586,-2.6675
22,3.3205,-2.8884,-3.7016,-4.9396,-4.6669,-8.7998,-0.87623,6.9952,-2.3413,4.1073,-10.612,-1.1298,-4.9234,-6.6931,2.9726,-11.523
