NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-2.5034,-3.9884,-4.5385,-2.5491,-2.1213,-12.162,-1.5835,-9.3059,8.2521,-9.7818,-5.8585,-9.3815,-7.6837,2.4258,-1.1248,6.1389
1,-3.7183,-12.595,-14.503,-8.9845,-2.0432,-18.062,-11.582,-16.345,4.1734,-5.3685,-19.005,-5.6866,-11.693,-4.7527,-1.2344,1.372
2,-1.9622,-15.786,-17.369,-13.182,-2.0441,-19.803,-16.485,-18.351,0.36206,-9.9901,-20.786,-13.172,-5.8821,-2.0697,0.48747,8.5859
3,2.3851,-10.813,-13.511,-10.527,-1.2716,-15.459,-15.436,-14.743,4.2494,-0.19205,-23.869,-1.968,-6.0161,-5.2189,10.004,5.8335
4,-4.4101,8.3875,3.8449,7.8618,11.728,7.612,2.1695,2.2105,-2.679,-1.5916,-11.672,-7.2433,1.9803,-0.24193,10.368,6.8878
5,-0.6592,-2.1083,0.3738,-4.8861,-3.4365,4.0966,-3.4455,3.534,-2.3323,-5.986,9.2323,-6.1742,15.871,9.1694,15.955,17.023
6,1.4708,-2.3625,-0.65311,-6.0802,-6.448,4.7081,-4.2913,8.0127,0.059313,-7.709,9.5637,-3.7307,7.18,-3.8821,2.7428,-2.8911
7,2.3855,7.3551,11.332,6.3931,1.8689,12.749,4.4786,10.176,3.1598,-0.42722,13.155,8.851,2.9125,-9.0793,3.4949,-12.567
8,8.3766,-5.0917,5.5548,-5.7944,-10.684,2.4956,-2.4583,3.4424,4.0268,-7.7547,24.986,3.8541,9.3893,0.37622,3.7769,-0.80145
9,7.9261,2.6599,1.986,-3.8965,-12.112,4.8469,-4.3268,-0.43792,5.1892,6.0564,3.8441,17.692,-15.385,-17.192,-2.3276,-12.88
10,2.1448,0.16796,6.9006,4.5625,-2.1905,3.0048,8.285,-0.2339,-1.4933,0.4537,-2.5439,4.4061,-8.4339,-1.9677,-16.898,-2.2163
11,-5.4723,2.7307,7.9812,10.763,6.1865,1.2058,8.7244,0.75408,-3.4307,-2.8657,-13.519,-1.5007,-11.021,-3.6054,-18.395,-3.7739
12,-5.3679,-11.41,-2.9432,-3.3475,0.94959,-13.113,-3.2801,-5.9713,-5.7684,-4.4904,-10.147,-7.2877,-0.19769,5.9518,-3.5837,7.2461
13,-2.3377,-27.622,-20.836,-19.298,-8.6441,-27.793,-19.158,-18.799,-2.6159,7.9618,-29.537,1.6117,-15.648,-11.099,4.1038,-8.9869
14,3.1656,-27.379,-26.791,-20.991,-14.103,-26.228,-25.512,-23.182,-4.5648,15.676,-26.683,7.9908,-13.034,-12.663,6.7525,-9.079
15,-5.4723,2.7307,7.9812,10.763,6.1865,1.2058,8.7244,0.75408,-3.4307,-2.8657,-13.519,-1.5007,-11.021,-3.6054,-18.395,-3.7739
16,-5.3679,-11.41,-2.9432,-3.3475,0.94959,-13.113,-3.2801,-5.9713,-5.7684,-4.4904,-10.147,-7.2877,-0.19769,5.9518,-3.5837,7.2461
17,-2.3377,-27.622,-20.836,-19.298,-8.6441,-27.793,-19.158,-18.799,-2.6159,7.9618,-29.537,1.6117,-15.648,-11.099,4.1038,-8.9869
18,3.1656,-27.379,-26.791,-20.991,-14.103,-26.228,-25.512,-23.182,-4.5648,15.676,-26.683,7.9908,-13.034,-12.663,6.7525,-9.079
19,-0.12503,-10.669,-16.703,-8.725,-4.0556,-8.441,-13.717,-9.4512,-4.5897,17.594,-11.095,7.4368,-1.4389,-7.0803,1.8438,-7.6387
20,-2.5233,11.708,4.6122,8.2329,13.823,15.253,5.4085,17.788,4.6128,3.2007,25.549,-1.4074,25.884,14.767,12.432,13.595
21,2.5206,2.3899,1.2599,3.6901,7.3674,9.218,6.2495,13.943,10.16,4.0503,26.994,2.4342,20.181,11.064,23.103,12.287
22,5.4523,-2.3091,1.1334,-2.2277,-3.4653,3.4897,5.3201,9.6559,12.06,6.8698,30.228,4.6237,16.524,8.9278,8.9291,7.426
