NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1.2943,-12.71,-10.399,-11.941,-7.3532,-11.26,-16.411,-19.135,3.19,-3.3644,-13.253,-1.0871,-17.58,4.7405,-12.073,2.511
1,-6.7318,-8.9711,-14.015,-12.362,-9.851,-9.7174,-19.411,-21.441,-0.7755,-1.338,-32.774,1.0771,-36.894,-15.27,-22.203,-14.034
2,-9.6648,-3.0108,-2.7666,-5.0345,0.30887,-0.28628,-3.1949,-12.515,-3.5552,-10.514,-8.0401,-12.025,-8.5953,7.8015,-23.514,3.9206
3,-4.5024,-18.576,-15.363,-19.553,-10.554,-14.016,-14.066,-22.482,1.9162,-6.6735,-14.981,-10.737,-12.02,-1.3224,-12.818,3.5164
4,-2.9528,-21.528,-23.828,-24.249,-16.269,-19.447,-20.622,-28.16,4.4674,3.3592,-26.294,1.0332,-21.435,-15.471,-7.7475,-8.2383
5,-6.705,-10.015,-14.665,-12.947,-7.8111,-6.7622,-8.2693,-13.208,-0.86475,-1.1809,-13.075,-4.3783,-8.5031,-7.7529,-7.8616,-6.4567
6,-6.6353,6.2047,-1.3141,2.4527,6.2912,10.293,6.4744,5.4636,-0.40933,4.2828,-1.2202,-0.71433,3.2697,-0.48733,4.6411,-0.32982
7,-3.082,5.7845,2.4638,2.2366,5.7684,11.585,10.868,12.825,-0.55851,-1.5513,18.145,-8.0801,25.185,15.772,19.026,14.451
8,4.0745,1.0727,0.94834,0.78247,3.6463,5.4798,8.83,6.924,4.3489,9.7626,5.7257,6.4689,15.999,4.7852,29.207,2.4254
9,2.9656,8.0311,8.9407,11.222,14.168,11.075,19.869,14.315,-3.4456,4.4476,9.4856,2.1713,21.143,12.271,25.762,9.3483
10,5.6804,7.7529,9.1405,11.006,9.7387,5.3968,18.799,9.0325,-2.4415,8.8203,10.487,8.9718,15.874,11.829,27.396,7.5007
11,6.7697,8.0535,8.5852,12.226,7.1821,4.1193,14.861,4.8293,0.050695,9.3951,1.852,5.9659,-0.54354,0.64083,15.859,-8.6805
12,11.528,0.75941,2.7482,3.7607,-3.6752,-3.0892,1.4635,-3.0501,2.2342,10.516,-3.0881,6.3336,-7.7745,-3.2827,6.6855,-9.365
13,8.0956,0.43075,-4.2567,-3.3624,-14.309,-10.225,-9.1606,-13.017,-3.3731,4.924,-16.107,-0.42192,-23.488,-18.942,-10.517,-19.661
14,-4.9339,21.025,9.7684,16.73,8.2992,10.78,8.6878,4.0846,-7.2525,-1.2818,0.13285,-1.912,-8.3939,-7.0396,-20.187,-5.4363
15,8.0956,0.43075,-4.2567,-3.3624,-14.309,-10.225,-9.1606,-13.017,-3.3731,4.924,-16.107,-0.42192,-23.488,-18.942,-10.517,-19.661
16,-4.9339,21.025,9.7684,16.73,8.2992,10.78,8.6878,4.0846,-7.2525,-1.2818,0.13285,-1.912,-8.3939,-7.0396,-20.187,-5.4363
17,-6.0321,10.858,5.8885,7.7044,6.9139,4.1283,2.5065,3.079,-2.3552,-16.346,13.025,-15.733,7.1983,6.2612,-21.075,14.677
18,-0.94175,0.75633,0.62621,0.52984,-1.5828,-5.0856,-6.2133,-3.8682,2.7828,-6.2042,-0.52458,-2.2664,-4.7018,-6.8263,-9.1478,2.7249
19,-4.5753,0.057014,3.3343,7.6283,2.3435,-0.74946,-1.0883,3.0086,-3.4983,-7.4124,6.0674,-4.4782,2.332,1.3682,-10.106,-1.8116
20,0.98155,-5.2645,0.093002,1.9048,-3.0604,-4.0539,-6.8499,0.35198,-2.0956,0.062832,3.2303,0.28933,2.3674,-0.50578,-3.3967,0.0942
21,4.6266,-5.1506,-3.0408,-4.9431,-4.0243,-3.8972,-7.4245,2.8357,-0.99002,-0.43277,2.3922,-0.10117,5.2181,-0.62858,0.47693,1.3236
22,-0.3749,-2.5982,-5.1372,-5.7561,0.952,-2.8126,-4.4934,6.6239,2.0181,0.68785,3.6863,5.3966,10.254,2.9956,9.6073,0.52491
23,1.002,-5.4292,-5.962,-5.1651,-0.42463,-4.6771,-1.9429,7.4959,5.0807,-2.9028,4.0151,-1.1153,13.068,4.2581,11.214,4.8067
24,7.0701,-5.0449,-1.1271,-2.7824,1.5964,-3.5029,5.6489,9.8241,5.4129,-2.6442,5.8156,1.1272,16.975,9.5112,18.813,9.5047
25,5.7027,0.29444,-0.70319,-0.2691,2.7671,-2.9913,3.0945,1.9539,0.99904,5.963,-5.9987,11.016,4.2017,1.7416,19.262,-0.16711
26,-0.0025775,0.27527,-2.148,0.44446,-0.91524,-2.9907,0.51354,-3.3705,-5.6917,5.9356,-4.9469,6.2213,-1.0754,0.040172,10.573,1.1582
27,-6.0333,10.353,10.486,13.203,7.943,9.9876,11.961,3.5935,-4.2585,1.5743,3.4928,-2.0145,-1.4181,3.6736,-4.4292,4.7332
28,-7.0276,13.908,13.309,13.775,7.4927,12.429,9.2322,3.9102,-3.3112,-0.55451,-0.53715,-4.0829,-9.8041,-5.0364,-12.29,-2.3913
29,-8.6295,20.865,17.919,18.464,13.733,19.622,15.078,10.435,-3.0664,-5.116,13.817,-7.7167,0.5059,1.7739,-13.958,1.7734
30,-2.3905,-5.3594,0.10223,-5.6512,-13.059,-4.202,-5.6131,-7.9295,-0.37167,-11.227,7.4302,-13.25,-5.8565,-5.5478,-13.739,1.715
31,0.69085,-17.662,-13.217,-17.844,-23.933,-17.967,-20.715,-19.432,-0.2173,-0.55793,-15.638,-2.7636,-24.703,-27.627,-16.882,-18.49
32,-4.4328,-6.6505,-6.7332,-7.4668,-8.6387,-7.8677,-11.772,-8.9005,-0.7405,0.16469,-14.61,-2.8196,-21.013,-25.407,-18.273,-17.495
33,-1.3017,-9.6418,-6.447,-10.156,-11.642,-9.6554,-12.023,-6.3195,4.0702,3.5885,-4.2265,4.5721,-6.1724,-9.8878,-5.2422,-9.5157
34,-2.3957,-4.5269,-3.2343,-7.4374,-3.4966,-4.9192,-5.2529,3.0012,1.206,-0.36302,5.235,-0.4632,7.691,0.24516,5.5371,-3.9897
35,-4.8739,8.6011,4.1803,6.9625,8.1026,7.0508,7.0163,12.535,1.7952,4.2943,2.2163,6.7143,8.7247,0.68398,15.622,-0.49012
36,-7.1261,3.6814,5.3802,9.4976,9.5096,10.585,11.311,19.502,-1.8114,-7.8331,16.449,-2.259,28.021,22.854,20.084,13.48
37,-1.2299,0.77829,4.0299,4.1515,7.5492,9.3485,9.2735,17.466,1.8922,-1.1892,12.032,6.7283,23.239,20.282,25.612,13.941
38,3.618,4.538,2.6472,1.2403,1.4936,8.8651,8.2689,13.015,-1.7223,-0.92141,4.6755,7.6015,12.015,11.309,16.467,5.1654
39,10.173,5.6507,3.8629,4.6827,6.3968,8.2042,5.9909,8.4026,-0.33783,2.6248,5.9076,15.59,8.6055,10.803,10.632,1.6078
40,8.2816,10.838,7.9874,14.173,12.205,8.7973,5.8186,2.943,4.0294,-1.0422,1.0608,8.1087,-5.6809,0.44835,-1.9197,1.6974
41,8.9538,-2.3911,-2.7694,-1.2775,-4.8876,-7.1332,-5.737,-12.517,8.1226,-2.6967,3.2079,4.3158,-12.415,-3.3696,-3.1605,3.7885
42,7.8918,-13.448,-17.103,-20.03,-21.129,-25.423,-26.487,-30.564,4.9962,-1.656,-21.082,-2.7602,-40.411,-29.704,-21.771,-23.206
43,3.136,-8.25,-14.977,-15.288,-17.697,-21.635,-26.14,-31.011,-3.5339,2.9066,-28.04,-2.4878,-44.732,-35.841,-31.092,-24.045
44,-0.60535,-3.7366,-8.1725,-4.5588,-2.9293,-9.2057,-10.102,-17.007,-10.673,-8.0281,-7.9199,-16.104,-18.436,-13.142,-28.753,-4.5355
45,-7.0845,-7.2539,-6.7439,-8.2827,-2.9556,-6.4417,-8.9298,0.38448,-2.0024,-10.215,13.431,-19.936,15.862,7.2692,4.6959,16.409
46,-4.3856,-23.178,-19.682,-23.035,-16.544,-20.18,-22.277,-10.765,1.8515,-2.0017,-8.0572,-8.5496,1.3585,-10.92,8.2296,-5.4635
47,-6.0441,-4.9019,-4.8009,-8.6811,-5.0118,-2.0346,-3.7792,4.6691,-1.8411,-0.68436,-2.9041,-5.574,9.6488,-2.5802,7.889,-6.8837
48,0.12049,-6.1107,-0.40449,-8.8328,-4.9965,-0.30531,1.0709,10.542,-3.2604,0.18542,10.894,-0.40941,22.331,11.972,16.706,3.6333
49,-1.7414,0.0054822,4.0894,0.76919,0.56837,4.8398,2.1493,11.388,-2.8987,6.664,2.3995,9.4173,10.109,0.12264,6.754,-7.264
50,1.3216,2.7394,8.2261,8.8017,5.9089,5.6408,13.582,5.2193,-0.94491,4.4034,2.9045,8.665,6.3803,7.0979,-2.9342,-0.71904
51,4.5078,11.541,13.058,14.964,12.558,12.251,19.247,7.4268,1.4568,4.5091,0.31868,9.7645,0.30774,8.6681,-6.3787,-2.8714
52,5.1428,14.415,13.178,14.697,12.134,13.8,18.846,7.8155,3.6897,4.9374,3.7963,9.6131,0.40865,11.105,-7.9615,3.4684
53,9.0923,-12.223,-9.9417,-9.7347,-11.16,-14.551,-7.535,-16.985,2.8494,5.7222,-11.575,6.5246,-17.534,-6.4978,-7.0645,0.25664
54,5.7344,-13.367,-9.8109,-6.1904,-7.9264,-14.354,-13.539,-19.809,-3.3278,10.651,-15.178,9.8556,-22.936,-10.938,-6.5192,-4.8286
55,-4.2319,6.4595,5.3102,12.036,12.868,4.444,-0.5075,-1.6482,-12.005,3.6345,-1.486,2.2731,-9.5965,-0.4726,-1.0391,2.0779
56,-1.5099,-1.5344,-7.3599,-2.0889,0.83919,-7.4841,-7.5835,-7.5828,-8.1999,7.5219,-2.898,6.246,-6.4002,-3.5023,8.4634,6.3795
57,-1.7387,-9.4652,-17.822,-10.853,-5.6305,-13.101,-13.531,-11.159,-5.8907,2.2215,-4.6066,-1.3704,-2.8385,-7.0812,3.4168,4.436
58,-0.59648,-2.3818,-10.688,-3.0916,2.4096,-4.0296,-6.1875,-2.8761,0.30959,3.6153,0.26214,3.4338,3.8519,-3.9815,9.3849,6.817
59,0.55259,-6.3327,-8.3715,-6.1433,-5.5673,-4.3074,-3.6553,1.7567,2.9826,-2.7119,6.7606,-3.2276,11.847,1.8838,8.7127,10.587
60,-0.48732,9.0525,7.1768,6.7037,6.3211,10.981,9.7814,10.347,11.989,0.51676,4.8523,-0.42165,7.0526,-1.2073,-3.1643,1.8688
61,2.9507,10.302,11.653,5.911,3.2676,14.08,12.322,15.204,8.058,2.4613,15.386,2.1457,14.702,12.204,1.8792,5.9845
