NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3.2468,6.5979,7.9244,5.1773,9.1118,10.811,8.7409,9.6698,-5.2098,4.7026,22.428,2.896,11.628,8.688,23.067,11.316
1,-0.70831,5.1073,3.5639,1.4169,4.9138,5.2008,1.3534,1.3541,-3.0955,3.5098,11.432,-2.0497,1.9565,-1.3283,10.277,6.955
2,0.31679,4.2119,1.6246,3.9577,5.1601,-0.89896,-1.5492,1.6018,-3.7726,2.9842,1.9151,-3.8377,-0.89172,-3.6304,8.1249,0.3439
3,-3.8085,-0.13885,-0.068145,0.67712,1.8927,-6.8022,0.80973,1.0965,-3.1073,-3.9874,0.52739,-10.921,4.8551,2.9321,8.8746,6.7248
4,6.1913,-20.38,-11.469,-15.919,-17.027,-24.554,-9.0583,-11.644,3.4095,-0.59773,-21.177,-6.7148,-12.527,-10.999,0.88581,-2.1431
5,1.1255,-2.1892,2.1834,1.5939,3.267,2.2156,3.8865,6.769,-2.2934,-0.089805,-1.0725,0.058169,12.613,15.02,4.3024,5.4209
6,7.7476,-23.336,-11.438,-16.856,-16.721,-15.316,-6.8968,-3.3452,-8.7168,3.3484,-11.286,5.0607,0.223,3.2173,0.99575,-4.2743
7,14.669,-22.89,-10.95,-17.683,-19.278,-13.477,-5.561,-6.6488,-15.756,9.0692,-15.016,7.0877,-9.0407,-8.0506,-7.6162,-10.101
8,5.2317,4.3493,6.5046,5.313,2.6986,11.761,7.8582,1.3746,-9.0738,13.58,1.5816,10.716,0.97115,-1.1032,-5.5896,-9.4283
9,-4.5026,19.631,19.738,21.576,17.231,25.742,22.663,18.5,4.9739,-2.8882,27.519,-0.80654,23.08,20.389,-1.5577,3.541
10,-13.105,15.645,7.1529,11.798,9.84,14.253,3.8714,4.77,4.1409,-0.6928,7.2751,8.179,-2.0883,-9.3266,-15.01,-1.8995
11,-17.541,3.2897,1.7914,1.2655,0.52006,2.4236,-1.0853,3.5209,1.6511,-16.782,5.1948,-5.2308,5.5679,1.9201,-4.3697,14.964
12,-11.428,-4.915,-3.974,-10.848,-11.296,-5.0783,-12.862,-2.0271,6.791,-10.389,-9.2653,-2.0869,-4.355,-6.2722,9.1713,7.5289
13,-6.6894,-3.8909,-7.6814,-13.581,-13.097,-5.7309,-17.534,-8.33,0.45743,-11.048,-21.306,-8.4157,-17.709,-17.639,1.534,-11.913
14,0.37591,-8.4572,-15.711,-17.509,-17.17,-12.825,-22.835,-15.186,-1.1167,1.7348,-23.053,2.5629,-24.184,-21.628,-6.9849,-21.226
15,-3.5811,5.8411,4.5339,10.299,10.621,8.3645,-0.63006,4.406,9.4244,5.5706,0.37365,5.4503,3.9564,1.1941,-2.3996,-2.8352
16,3.1855,-7.7251,-2.5919,-1.9374,0.98819,-4.2018,-5.6513,2.0582,9.5502,2.1299,3.1495,3.2331,6.6767,6.9158,20.126,3.1865
17,7.5547,-9.275,-4.0674,-1.7916,2.731,-9.1701,-3.789,-0.95623,6.0576,9.1118,4.8885,10.133,5.6999,7.343,31.405,7.2447
18,5.0277,-8.0537,-5.4439,2.9627,4.8452,-9.341,-5.6001,-3.9115,-6.45,6.8707,3.1918,5.5237,0.08643,1.2187,23.619,4.8924
19,12.555,-13.159,-10.027,-3.3476,-3.5505,-13.444,-11.735,-3.8522,-6.8594,11.475,-1.0896,10.345,-4.4889,-3.0548,21.428,0.3277
20,-0.95518,17.156,13.056,11.591,9.6469,7.0679,11.523,1.0401,-1.2593,-0.034079,13.626,-0.47652,2.9928,7.4484,-15.749,12.278
21,-0.49948,1.5856,1.3038,-5.2147,-7.2991,-8.6755,-2.5178,-11.266,6.1705,-5.5264,-4.7011,-8.2104,-14.786,-8.5686,-23.617,-2.3756
22,7.4864,0.0024902,-0.70984,-10.322,-14.666,-9.176,-2.7817,-9.3096,7.4143,-0.76858,-20.554,-6.4587,-24.217,-20.477,-30.244,-15.649
23,1.4113,15.345,13.266,10.235,6.5533,13.17,14.892,8.2693,4.8452,-3.8397,0.22925,-7.7029,2.9403,0.15197,-26.595,-1.5526
24,12.841,-14.657,-5.3663,-14.936,-14.07,-12.379,-10.117,-3.1127,4.9192,-1.4774,-8.8222,-1.5157,-2.5639,-5.0655,-5.5806,-8.0122
25,10.654,8.298,1.1065,10.342,13.544,10.358,4.886,1.4904,-7.5237,8.2917,-12.068,1.5341,-0.7955,-3.068,-10.028,-9.5559
26,6.2047,8.9289,5.2932,11.076,12.883,14.565,8.0299,12.874,10.528,2.4837,17.137,-0.4868,28.028,27.983,17.714,21.552
27,7.5687,-1.7476,2.9474,-2.2803,3.3145,4.0581,2.1583,16.257,15.433,-4.3425,26.509,-5.9215,32.74,30.495,20.196,25.548
28,8.676,4.0114,-0.60648,0.36359,7.4417,3.4332,-1.811,3.7601,8.2818,6.0068,3.6209,6.5872,6.1371,1.5842,24.249,6.3742
