NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-4.5128,10.938,13.136,12.773,13.406,17.41,14.074,14.392,-4.8678,-5.3695,10.019,-7.7018,16.522,15.159,0.51321,11.85
1,-1.7689,-2.6891,2.4696,4.8768,5.9356,3.7894,2.913,6.8213,-3.2354,-1.1772,3.6835,-2.853,12.532,11.825,10.611,14.29
2,-0.33884,-20.357,-14.259,-10.762,-6.7793,-13.632,-14.758,-7.7038,-4.4694,0.14462,-13.272,-1.2842,-5.3167,-4.3748,5.6449,4.3204
3,-3.6129,-11.325,-10.367,-6.0254,-0.70748,-6.4503,-10.773,-9.4387,-5.4423,6.1422,-19.129,10.27,-14.295,-13.907,1.7136,-4.449
4,-9.9113,7.1745,5.3559,7.5462,11.112,10.311,9.1839,7.3258,-12.365,-8.0596,5.3937,-1.9326,6.0702,4.1792,0.3773,8.615
5,-1.8172,4.8241,6.731,5.3992,4.9502,9.2099,8.8533,10.639,-3.3662,-5.9263,18.385,-1.35,14.267,11.598,6.2018,17.106
6,1.04,-7.2264,-4.6084,-6.4944,-9.7883,-2.7266,-5.8312,-3.801,5.4968,-3.7459,1.2743,-1.5291,-7.0066,-7.3895,0.63129,-6.705
7,-0.48334,-3.9424,-2.5976,-6.7307,-10.973,-1.2821,-3.8161,-3.7542,7.8537,2.6193,-3.5784,5.3733,-11.164,-10.056,-0.86542,-16.151
8,3.0949,-1.9129,-1.2928,-4.0736,-7.7554,0.047964,-1.1124,0.16331,5.4893,1.0117,5.7062,0.34751,-0.86133,-0.59266,-3.4032,-7.3651
9,6.6266,-1.3603,-2.7243,-0.49338,-2.7017,-1.0958,-0.9011,-3.4901,7.5954,10.335,-0.32867,8.3566,-6.1917,-6.2889,2.279,-11.58
10,2.7955,-3.0258,-2.6106,-3.076,-2.641,-3.7713,-2.9875,-3.3535,-0.93937,4.9551,3.73,2.0561,2.4132,1.2149,0.8394,-1.484
11,4.975,-2.1599,-3.5583,-7.0565,-2.0094,-7.9239,-7.7809,-2.1497,-1.6319,4.0537,-1.8964,1.7224,0.62747,-2.2356,7.3824,-1.8317
12,1.0741,10.696,5.0892,5.5996,6.7849,4.0306,2.3426,5.4917,-1.4626,-0.025403,0.46813,-3.0005,3.1591,3.4198,8.7627,1.6195
13,6.0467,-2.5604,-2.0113,-5.8827,-7.5777,-5.2915,-6.3858,-3.5815,0.32871,-6.4775,5.6909,-7.5105,8.3598,11.698,4.227,12.274
14,6.2514,1.849,-3.0241,-4.4858,-3.3608,-3.2951,-3.5589,-4.792,3.5316,-3.4772,-2.7479,-0.44452,-2.3703,-1.1795,-7.0096,-4.6067
15,7.0434,0.64137,-4.823,-3.4828,-5.6837,-3.1671,-3.6275,-5.0125,4.9335,0.34346,-6.707,2.8287,-9.2783,-9.5967,-6.4719,-9.014
16,5.7478,-8.6651,-8.3212,-7.41,-10.173,-9.4287,-7.6208,-9.0435,4.2017,4.219,-4.7579,4.4713,-5.9961,-5.7107,-6.3055,-3.0874
17,1.4015,4.9555,3.2701,5.667,5.2455,4.0832,6.4991,2.8913,0.4935,-1.1252,0.40255,0.52962,1.4024,0.30278,-13.743,-0.30264
18,-2.7161,13.598,10.172,15.206,12.571,11.97,12.966,8.1688,1.4096,-2.8735,2.6626,-0.41843,3.4306,4.1863,-8.7362,0.040454
19,-5.7179,6.4393,7.5775,11.981,9.1085,6.7542,9.4087,6.9067,-5.9138,-10.996,10.455,-10.693,10.476,12.993,0.35101,8.9524
20,-6.9995,1.5548,4.508,9.0462,8.6674,4.3102,8.8214,6.685,-4.5809,-8.5798,10.249,-7.8055,9.9354,10.381,4.909,11.247
21,-5.2057,-12.363,-8.1173,-3.7129,-1.6258,-7.874,-2.8342,-6.8863,-0.11919,-4.7112,-8.1498,-2.8432,-7.3943,-6.2142,1.3731,0.44486
22,-0.62671,-21.387,-17.411,-17.47,-15.413,-18.113,-19.666,-19.719,1.6386,8.3184,-22.712,12.786,-21.692,-20.083,2.2035,-6.3731
23,-4.1181,-5.9748,-5.2441,-8.3357,-6.3736,-4.9756,-7.7225,-6.6732,-7.1477,1.9416,-10.787,5.2329,-11.292,-12.09,-2.0976,-5.3179
24,-3.8605,4.5276,4.2866,1.1172,4.3276,5.4702,3.4115,1.4198,-1.2032,4.1084,-0.39153,6.1465,-0.44598,-1.7994,0.24356,-2.0786
25,2.7377,-5.2975,-2.1837,-8.7678,-6.8285,-3.1239,-8.9465,-3.2995,2.0501,0.85613,2.5739,-0.65657,1.7981,1.957,-1.2988,-0.023191
