NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,10.838,-33.421,-24.881,-33.736,-34.442,-27.867,-29.039,-27.548,0.94524,-0.43213,-16.868,1.4726,-30.879,-27.737,-5.0147,-24.909
1,3.1563,-13.319,-9.3807,-8.4559,-9.8965,-8.5433,-11.62,-15.917,-10.252,3.4561,-16.626,4.0435,-31.604,-26.449,-24.066,-31.054
2,-5.4857,8.007,9.2617,15.954,16.859,13.224,8.0405,3.9491,-9.1565,-1.4091,9.2761,-1.209,-3.7378,2.3785,-20.118,-4.164
3,-7.4171,-5.204,-1.0135,1.331,3.1636,-1.1621,-0.95999,-1.7668,-2.4943,-5.977,8.9247,-6.2099,3.2908,7.4925,-10.971,7.7985
4,-0.12313,-29.807,-22.145,-24.927,-19.933,-27.457,-20.777,-23.862,0.44563,5.53,-17.575,7.1709,-13.24,-11.065,-3.2664,-4.3881
5,-0.12313,-29.807,-22.145,-24.927,-19.933,-27.457,-20.777,-23.862,0.44563,5.53,-17.575,7.1709,-13.24,-11.065,-3.2664,-4.3881
6,-1.2136,-24.325,-22.1,-21.005,-13.756,-26.41,-18.189,-23.723,-6.7416,11.689,-34.694,12.056,-21.167,-21.413,-5.8678,-14.15
7,-11.244,8.0006,0.74638,8.1204,13.933,3.544,5.1494,0.75601,-12.949,8.5773,-13.68,7.422,1.5316,0.71565,-5.1254,1.5942
8,-10.871,4.5856,5.4453,5.1412,10.037,4.6012,6.6268,8.2712,-12.955,-7.9748,8.5852,-10.203,20.457,19.481,0.80581,18.214
9,0.0096948,-1.7257,0.0093966,-3.0739,-3.5003,-2.0032,-1.3821,3.1553,-3.6372,1.3875,-6.692,-0.4744,2.341,0.065425,2.2521,3.9186
10,-10.871,4.5856,5.4453,5.1412,10.037,4.6012,6.6268,8.2712,-12.955,-7.9748,8.5852,-10.203,20.457,19.481,0.80581,18.214
11,0.0096948,-1.7257,0.0093966,-3.0739,-3.5003,-2.0032,-1.3821,3.1553,-3.6372,1.3875,-6.692,-0.4744,2.341,0.065425,2.2521,3.9186
12,4.2286,5.2147,1.0123,-2.0812,-4.0231,4.1999,-1.2707,4.3854,-0.56374,0.68997,-10.436,-2.4044,-4.1727,-6.8643,-3.4627,-4.0747
13,6.5062,8.0047,5.3764,-1.8006,-3.2101,6.6225,2.47,5.8478,5.6334,1.0585,5.4111,1.3762,6.4587,4.1,4.352,1.5817
14,6.0542,5.4765,3.3568,-2.0904,-5.4831,2.4121,1.4494,3.6903,8.9687,-0.9964,6.7403,0.5628,1.7651,-0.59472,2.7469,-4.7368
15,-10.871,4.5856,5.4453,5.1412,10.037,4.6012,6.6268,8.2712,-12.955,-7.9748,8.5852,-10.203,20.457,19.481,0.80581,18.214
16,0.0096948,-1.7257,0.0093966,-3.0739,-3.5003,-2.0032,-1.3821,3.1553,-3.6372,1.3875,-6.692,-0.4744,2.341,0.065425,2.2521,3.9186
17,4.2286,5.2147,1.0123,-2.0812,-4.0231,4.1999,-1.2707,4.3854,-0.56374,0.68997,-10.436,-2.4044,-4.1727,-6.8643,-3.4627,-4.0747
18,6.5062,8.0047,5.3764,-1.8006,-3.2101,6.6225,2.47,5.8478,5.6334,1.0585,5.4111,1.3762,6.4587,4.1,4.352,1.5817
19,6.0542,5.4765,3.3568,-2.0904,-5.4831,2.4121,1.4494,3.6903,8.9687,-0.9964,6.7403,0.5628,1.7651,-0.59472,2.7469,-4.7368
20,7.0882,-0.80092,-1.993,-4.732,-10.584,-1.0204,-4.2518,-0.85721,11.39,11.074,-1.6899,15.989,-10.444,-12.874,0.81041,-11.779
21,10.084,-3.2672,-5.0765,-6.4899,-12.321,-3.5275,-7.0211,-3.5119,6.7075,11.927,8.0239,12.774,-6.0723,-9.3851,-8.1591,-9.1291
22,7.5366,15.433,8.8034,13.832,9.1046,11.53,10.715,6.9068,2.7374,16.061,15.926,17.869,0.2395,-1.4367,-0.53576,-6.2755
23,-1.9488,17.284,14.868,18.891,16.268,17.81,19.735,14.013,-1.9545,2.094,25.075,2.079,15.901,16.287,4.9567,12.604
24,-0.57116,8.3229,7.937,10.882,12.105,9.2958,12.055,8.0107,1.4873,1.3082,11.822,-2.5953,11.49,12.169,11.685,12.784
25,0.51852,11.573,11.493,13.867,18.649,10.829,14.76,11.209,0.39282,-6.4762,6.3645,-11.695,11.68,15.215,13.619,10.638
26,2.6758,2.5878,4.2863,1.6577,4.1788,0.9903,1.8047,3.6838,5.7152,-3.2675,3.6247,-6.3831,9.7063,12.891,18.713,15.678
27,-1.1684,1.5474,0.82608,1.8851,2.0577,0.97414,-0.033052,1.3207,5.3863,-3.1842,-3.7416,-9.7161,-1.1379,2.0124,6.7347,4.1761
28,-2.5359,-0.0069499,2.9066,1.5606,2.2562,2.1292,3.4454,2.2435,-1.0396,-9.4616,2.2294,-12.673,2.9802,8.1856,3.555,5.0748
29,0.14179,-5.8474,-3.699,-7.2796,-3.5908,-3.9698,-2.6654,-1.5739,1.1862,-8.359,-2.7288,-9.2722,0.95772,11.552,1.3116,9.0775
30,3.4284,-23.478,-20.866,-23.448,-14.861,-20.579,-17.568,-16.015,4.7195,1.8518,-21.959,1.1607,-14.302,0.2608,-0.048825,-1.4094
31,2.9348,-23.043,-22.92,-26.97,-18.109,-19.811,-20.537,-21.864,-0.096419,3.4181,-27.429,2.1159,-20.724,-7.9067,-17.09,-15.341
32,-4.7616,1.8164,-2.1407,-5.3674,2.4634,5.5632,0.95673,-1.8327,-8.7108,-5.8014,-8.2096,-4.1953,-1.2751,9.829,-19.912,-4.131
33,-8.9897,6.1337,7.0724,7.6491,14.846,15.394,12.969,6.4828,-7.5516,-11.252,9.5195,-7.3136,14.068,24.177,-3.704,14.49
34,-8.041,6.8367,10.434,10.921,16.062,18.288,13.436,8.4881,0.33922,-10.077,9.9042,-8.6986,11.218,18.228,7.3943,14.441
35,-4.5082,7.5603,7.8338,4.7139,9.0429,10.077,4.8629,3.3097,5.0811,-5.0496,9.1684,-4.8209,10.289,15.423,18.929,6.8403
36,-0.91336,-0.50005,-0.54432,-3.3739,0.14334,-2.9326,-4.1126,-8.2858,3.0525,-6.6593,2.2127,-6.6797,5.125,7.5646,15.872,1.7664
37,1.6832,2.335,2.7925,4.6328,2.7875,1.0019,0.25329,-6.1039,6.3164,2.3318,-8.7309,2.0661,-2.8148,-4.1927,3.7504,-2.8008
38,1.8912,-5.7821,-0.99763,0.43561,-3.808,-7.345,-1.7975,-9.2405,3.8075,3.5592,-10.511,-0.29889,-2.5452,-6.1017,1.3503,-1.8592
39,-1.3907,3.5385,5.5967,10.393,3.5426,0.54394,8.9707,0.45995,0.6111,8.1323,-5.0211,2.7637,1.2105,-5.6432,-0.92244,-5.0325
40,5.6102,-6.6065,-5.837,-5.0882,-10.414,-7.6584,-2.4051,-4.4761,5.2187,10.782,-9.0699,8.8691,-4.6824,-12.126,-4.0294,-11.756
41,6.4908,-7.8164,-10.472,-7.2442,-14.399,-10.178,-6.9416,-10.82,2.8393,9.8696,-18.561,7.2549,-16.239,-22.304,-12.262,-20.578
42,0.338,1.2117,1.0007,2.7734,-0.2548,1.5019,5.5016,-0.95801,-1.6423,3.9857,1.9208,3.0824,-0.54722,-5.3161,-13.872,-10.538
43,-4.5526,-5.6751,-6.6772,-7.5796,-7.8468,-7.1178,-3.1011,-6.6338,-2.4526,1.0448,-3.831,-1.5094,-8.7178,-12.03,-12.535,-11.919
44,-3.7816,-3.2473,-7.7686,-8.2657,-9.7434,-7.0681,-6.8269,-5.6816,-0.25187,5.8781,-0.49006,5.9165,-8.2125,-10.794,-5.5114,-7.8449
45,1.7042,7.0855,3.2415,5.0584,7.6308,7.1375,4.4336,12.724,6.8476,2.25,19.923,5.3133,11.143,10.369,22.249,11.81
46,-2.6465,11.901,12.897,14.403,9.2227,14.987,11.655,20.876,4.5313,-4.2674,28.591,0.73097,22.119,22.232,22.072,16.764
47,-1.6135,18.718,19.151,16.395,14.785,15.306,14.474,18.111,4.5702,-2.829,17.587,7.0121,15.636,15.243,23.44,12.649
48,0.61417,16.747,15.1,10.595,12.989,10.107,8.7472,10.438,4.6607,-7.3335,6.5676,1.0561,10.37,13.048,14.743,14.093
49,1.4642,-2.6876,-1.5427,-5.9588,-7.7141,-8.7177,-9.1058,-6.8529,6.0639,-4.2264,-11.539,5.6475,-2.9429,1.4512,5.6007,5.3402
50,-2.2084,-16.833,-16.63,-18.517,-17.046,-21.102,-21.559,-20.112,-1.7963,-5.6271,-21.765,1.3515,-14.316,-13.189,-10.581,-4.6393
51,-8.842,-16.546,-17.116,-13.638,-14.199,-17.838,-17.054,-20.071,-7.632,-5.4063,-24.338,-3.7415,-19.176,-19.503,-13.759,-11.159
52,-13.457,-2.3789,-4.4714,0.027592,-4.3139,-6.6361,-2.6165,-5.7683,-6.0913,-7.6514,-12.567,-9.8257,-11.723,-11.774,-9.5589,-10.096
53,-6.7308,-16.761,-10.922,-13.612,-15.82,-19.367,-13.416,-10.022,-2.0574,-7.0611,-5.0978,-6.9881,-5.9491,-6.0876,-1.4019,-3.0269
54,-1.8864,-18.247,-14.065,-17.541,-21.817,-18.315,-17.349,-14.711,-4.4573,2.3218,-15.69,2.0108,-16.809,-17.68,-12.059,-18.414
55,1.6686,2.6218,-1.2445,-1.8009,-4.6091,4.2763,-3.0501,4.2034,-9.2871,5.6069,-5.4922,2.7967,-10.755,-13.818,-19.672,-21.182
