NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,13.155,-20.748,-15.71,-17.716,-13.469,-24.631,-10.085,-10.741,-3.1711,9.7329,-26.652,12.485,-23.467,-15.745,13.107,-15.566
1,14.805,-18.295,-13.557,-13.286,-14.565,-20.235,-13.929,-13.225,-8.579,5.3396,-21.691,4.4142,-19.413,-12.785,3.6746,-9.5141
2,6.6715,10.03,3.4827,8.8162,6.4996,3.6919,-4.4174,-8.1778,-9.3979,9.013,-9.7407,10.433,-13.617,-8.8511,-5.263,-4.9811
3,5.0674,9.3658,0.98226,3.2106,2.2201,3.9446,0.25686,-8.6543,-8.5659,2.119,-0.3841,-2.0499,-10.772,-7.8874,-12.706,-0.85552
4,6.4833,-12.477,-8.4496,-14.744,-14.39,-10.299,-3.5059,-9.4284,-4.6778,0.94571,0.060918,-2.8954,-10.898,-9.4372,-3.6423,2.1832
5,5.4935,-1.8571,-10.321,-1.7251,6.9988,-1.2226,-4.5866,-8.859,3.6901,-0.16359,-7.2557,-0.8016,-4.9684,2.8402,-0.10694,-0.0061316
6,-2.5532,19.212,5.3075,16.474,22.703,18.963,7.5832,3.0284,15.618,-8.4433,15.412,-9.6015,24.351,33.536,2.7575,25.509
7,-10.766,14.424,6.7817,6.0193,11.437,13.728,9.2415,9.4398,26.229,-13.217,19.78,-12.696,32.6,36.699,12.928,29.268
8,-7.8054,-1.4163,4.0208,-4.7407,2.4094,6.7454,3.1648,9.9167,35.019,-12.488,16.142,-14.668,24.388,21.185,1.5007,18.021
9,-2.605,-12.327,-6.1747,-9.1302,-7.0229,-5.0438,-7.5741,0.17076,38.208,0.51369,-9.8006,-0.42442,-7.4262,-10.565,-2.7746,-7.0931
10,-5.1105,7.5689,5.6121,7.2427,7.2627,14.533,-1.2943,-0.7872,27.517,-2.8267,5.0393,-1.4825,1.4581,-1.6173,-7.584,4.5561
11,-3.6422,2.0058,3.5471,-1.9774,-0.77484,10.095,-1.5156,4.1711,19.51,-5.1567,3.2735,-1.8993,-5.4134,-9.7696,-6.9335,-1.2615
12,1.7534,4.7229,3.3826,4.3235,3.4701,6.4285,-1.2571,0.86104,11.926,1.5466,-8.7637,2.4154,-16.315,-19.293,-7.6406,-12.52
13,-5.4749,11.791,15.003,13.91,14.067,17.422,13.928,8.4792,1.6371,-6.6255,21.609,-10.497,15.023,13.288,-3.325,15.348
