NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-8.8972,-17.679,1.6337,-18.884,-22.269,-17.505,-8.7781,-3.1808,2.7308,-12.885,-2.561,-16.417,-3.8515,-8.6519,8.4643,5.8087
1,-3.8282,-7.8916,-1.1569,-11.157,-13.31,-5.9261,-8.9057,-4.0423,20.976,-10.144,-12.399,-15.37,-6.5103,-5.645,-7.6072,-3.1983
2,-8.5392,3.4702,3.1256,2.7518,0.64559,6.1018,-7.0843,0.22726,36.107,-7.8351,10.564,-12.698,17.827,20.28,-19.864,14.773
3,-10.658,-24.787,-12.934,-23.993,-24.225,-20.11,-10.719,-0.40055,44.376,-14.024,8.4613,-24.913,15.842,20.642,-32.718,18.994
4,-11.67,-46.327,-36.999,-49.176,-50.028,-49.478,-29.646,-21.761,43.153,-2.2947,-38.541,-10.334,-31.758,-24.787,-34.037,-28.873
5,-17.435,-34.237,-39.47,-37.581,-34.096,-31.721,-32.265,-27.843,-25.446,-11.344,-33.592,-12.019,-33.016,-36.538,-28.455,-26.401
6,-23.65,-12.441,-25.925,-11.065,-5.9697,-8.1746,-17.818,-18.003,-36.741,-18.246,-19.113,-25.836,-10.127,-15.812,-34.053,-3.8885
7,-24.244,15.743,-0.83398,14.886,16.993,19.603,4.6743,2.3157,-24.508,-16.887,0.35961,-22.237,15.249,10.111,-17.064,9.6947
8,-15.469,31.823,18.032,29.067,29.8,35.217,23.762,21.046,-2.7242,-13.074,23.299,-16.443,38.076,31.898,-0.20688,34.371
9,-10.899,39.69,29.439,38.807,40.635,44.824,36.671,35.836,10.346,-8.2298,38.847,-8.352,54.27,50.706,25.823,54.077
10,11.291,14.088,17.063,12.151,12.968,19.794,24.952,29.837,29.116,11.59,17.181,11.034,31.116,33.944,42.795,29.598
11,21.053,5.3968,9.0062,2.3058,3.7426,13.097,14.465,22.494,29.583,23.545,3.6481,21.973,13.158,16.798,39.685,0.28143
12,39.171,-19.88,-0.58276,-22.657,-23.437,-12.23,9.0045,19.273,26.315,33.614,-2.3483,32.112,7.2294,11.793,37.031,4.876
13,46.33,-10.79,-3.6609,-13.141,-16.278,-12.805,-1.7521,3.3807,24.703,50.939,-15.397,52.573,-10.758,-6.0886,22.627,-1.8704
14,28.776,-1.6396,-7.5344,-3.5796,-7.3351,-7.4909,-8.4679,-8.7432,6.3541,40.773,-13.811,43.29,-16.163,-11.32,1.2186,-7.9864
15,-33.236,13.455,-1.1687,13.926,16.529,21.201,-5.6068,-7.9046,-38.546,-13.158,21.761,-9.4563,17,25.017,-37.156,5.1102
16,-17.084,5.148,1.2581,2.4667,5.7861,7.3317,5.4809,-1.1559,-25.899,-12.928,14.974,-8.9788,4.1581,10.76,-23.404,5.9195
17,-12.994,8.4185,-0.2217,6.364,7.6056,11.536,4.714,2.7846,-12.856,-8.4206,16.488,-7.8198,5.1814,4.9796,-8.6344,1.6821
18,-13.756,26.201,15.936,27.809,29.972,30.602,12.487,12.066,-5.9391,-1.2924,35.98,-0.18362,20.185,15.108,14.95,7.2793
19,-7.4677,18.031,17.078,20.083,23.431,18.187,17.251,21.005,6.8669,-0.82393,36.947,-1.3029,16.716,12.089,22.23,14.481
20,-25.531,23.445,18.995,29.825,32.195,17.76,8.6014,-0.89343,-19.986,-24.733,8.0076,-11.087,-9.3303,-21.078,1.4957,3.9048
21,-4.7193,0.53949,13.776,1.6779,3.1525,6.0322,13.576,4.2119,-2.7665,-20.174,15.111,-14.078,0.9352,-5.3829,-5.9411,6.7829
22,10.345,-9.867,3.1129,-13.249,-9.2497,-0.49134,6.3073,0.44976,10.396,-0.19101,-10.172,-0.052419,-16.189,-16.127,-16.292,-12.363
