NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,11.857,-17.979,-10.806,-13.951,-11.116,-19.363,-13.903,-14.157,1.6024,3.3839,-4.4429,-0.00089037,-15.655,-10.355,-22.111,-8.7579
1,8.2647,0.34791,-0.98228,4.1041,2.9852,-6.8146,-8.8887,-11.36,-2.2122,8.8819,-13.739,1.9493,-19.09,-14.455,-16.739,-13.404
2,3.1246,4.3718,3.063,7.5816,5.8436,-1.372,-1.9695,-5.637,-3.4008,-3.2497,-1.4714,-7.4912,-5.0798,-4.0794,3.0268,0.3939
3,7.6054,-13.311,-10.772,-7.5625,-7.1812,-17.877,-12.59,-14.297,-3.7133,7.7458,-6.178,7.0397,-5.9809,-6.8011,7.5853,1.282
4,-1.2573,17.174,7.1085,17.774,16.104,9.3146,8.3861,3.4229,-13.642,7.1783,1.4641,2.8886,3.5307,1.9441,7.5019,2.7273
5,-11.199,0.25941,-7.4888,-2.7922,0.96979,-7.9474,-10.018,-11.521,-2.2696,-13.522,-8.0463,-13.674,-10.298,-1.2553,-7.0493,6.2842
6,-9.0781,-1.6983,-2.6886,-3.0707,-2.5923,-9.2408,-13.325,-10.63,9.6384,-19.61,-9.2781,-19.842,-11.535,-3.0668,-12.055,4.9196
7,-2.2462,-0.45503,4.0344,-0.31558,-2.4418,-1.7097,-2.4031,-4.1444,14.858,-14.731,-1.5461,-12.736,-3.9435,4.4777,-8.3102,9.7728
8,3.1903,-19.687,-9.8063,-19.43,-22.915,-14.663,-13.687,-11.786,7.5102,-10.653,-3.4425,-12.316,-5.0966,-1.5483,-13.684,-0.10738
9,5.8469,-13.787,-11.017,-14.773,-19.613,-9.0751,-15.474,-9.4617,-4.3422,3.2171,-16.241,-2.9714,-17.643,-22.383,-17.223,-22.353
10,2.214,6.3635,6.5391,6.1462,4.2781,10.966,11.025,19.188,7.0798,2.026,21.795,-0.88965,27.694,13.248,6.721,4.4155
11,-1.3843,11.533,9.5629,8.0006,6.0344,13.5,12.097,26.932,7.6625,2.5276,26.45,4.193,34.757,17.211,10.532,8.0422
12,1.8015,-1.4064,2.9688,-4.002,-2.1754,5.1881,6.2137,21.911,2.8192,2.1654,20.334,7.9234,29.755,12.384,11.27,5.2975
13,-4.1577,7.3353,8.7853,7.28,10.669,17.525,16.673,27.954,-5.9942,5.5108,22.009,12.017,29.544,14.784,8.4275,3.1712
14,6.4122,-12.904,-5.8314,-10.637,-7.453,-6.0037,-4.3968,11.605,-1.0465,3.7854,4.8638,14.054,12.311,3.8693,7.4417,0.48896
15,-4.689,3.6097,2.3341,8.6762,8.4055,0.73921,5.9893,-9.8388,-1.659,3.0411,-15.064,6.3401,-14.463,-5.9627,-6.9901,-8.7153
16,-6.8812,6.1011,7.2957,7.8492,5.3624,0.13654,5.3332,-14.984,0.3038,0.13669,-16.84,2.2162,-22.231,-6.7754,-2.2814,-2.5873
17,-1.0239,4.1739,0.78752,-5.0515,-5.0411,-4.6406,-1.6283,-15.551,0.082394,-7.5429,-17.838,-10.316,-30.962,-14.08,-12.571,-7.4659
