NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-8.9005,14.893,11.309,17.809,14.618,16.784,18.617,21.141,5.989,-8.5618,23.819,-3.2936,35.684,17.315,3.8641,15.668
1,-1.6607,6.3029,6.5401,8.916,3.7134,7.6791,17.442,15.941,16.434,-3.1278,15.849,3.2321,27.645,12.159,13.413,10.846
2,-2.5037,8.4723,7.004,10.943,4.9503,7.3532,15.306,10.959,16.401,-4.8365,11.2,-0.81288,18.034,5.9436,7.9842,6.2026
3,-2.5761,-1.1743,-2.4024,0.7478,-3.3622,-3.4632,-0.60699,-6.2052,17.992,-3.0361,-0.73553,-1.9179,-2.2511,-7.2812,5.9002,-2.3713
4,5.4278,-20.012,-14.534,-19.32,-18.8,-24.042,-13.876,-14.667,15.062,-5.4367,-11.129,-8.6687,-16.448,-13.558,1.5848,-5.5039
5,-1.519,5.2006,4.8308,5.4651,6.5666,1.0974,0.92998,-0.61417,3.2283,1.5816,1.6034,-1.5845,-3.0029,3.0949,-2.0496,0.74967
6,-7.492,13.712,10.493,12.222,14.058,10.117,7.8438,5.2871,-0.92159,1.657,8.6397,1.8786,0.59998,6.78,2.6007,9.9033
7,-18.6,24.701,19.431,26.141,27.553,22.178,21.759,19.738,-3.0027,-13.511,19.834,-8.1321,13.265,20.629,-5.6982,23.517
8,-7.3624,-8.0709,1.432,-8.9052,-8.9916,-8.604,-1.5977,10.783,4.1466,-12.355,15.827,-0.27911,12.692,15.547,5.8036,24.034
9,2.3109,-24.929,-18.189,-30.009,-30.958,-27.477,-25.508,-16.566,-7.1372,-0.54423,-17.822,5.9196,-19.695,-23.467,-10.331,-14.952
10,-1.7624,-0.12265,0.45349,-5.4936,-7.7797,2.4538,-9.0467,0.07472,-8.0318,-8.4922,7.4828,-0.9137,7.7431,1.3574,-8.1171,2.7549
11,8.4719,-10.941,-5.715,-12.289,-16.65,-5.2292,-11.333,-4.886,3.0597,5.3438,-1.7626,10.728,-1.7265,-10.645,-2.3902,-12.492
12,4.0709,1.2147,-1.9699,2.8818,-0.5647,1.577,-0.83651,-4.1009,1.6971,8.9185,-6.9454,6.0382,-3.4625,-9.5282,-16.19,-17.929
13,4.5123,-0.96664,-0.7497,1.3543,0.23449,-2.0164,-1.1624,-0.66176,-5.3427,6.3465,3.0877,3.5107,5.2346,4.2585,-1.6085,0.62092
14,6.1854,0.84565,-0.50532,2.4613,2.9983,-0.51202,-1.0036,-1.667,-8.9352,3.7817,-1.2271,-1.8128,-2.3058,-1.6805,5.8685,-2.5902
15,-1.4835,-1.0042,1.0917,7.3491,12.515,-3.0904,4.0634,-2.3875,1.8998,1.644,5.0993,-6.3247,3.1816,7.0405,28.151,10.745
16,-1.3833,-2.0675,-2.6778,2.0046,3.8583,-5.9165,-3.3603,-3.0589,7.2458,2.0211,-4.1853,-1.9945,-9.729,-6.9796,27.201,0.49812
17,-3.8602,6.1001,0.54138,6.2337,2.7239,1.3699,0.61669,4.6568,3.4806,-2.0558,6.8045,-4.6023,-3.2491,-2.9368,9.779,4.1101
18,0.28654,-3.5118,-2.916,-1.1241,-4.4044,-5.9993,-5.9437,4.3109,2.5701,-2.5326,5.7016,-3.0359,-5.3262,-6.1002,5.3813,-0.82878
19,2.3773,-12.177,-9.4968,-7.1803,-9.1976,-13.152,-12.004,-3.1177,-3.8265,0.12513,-2.4189,1.7996,-9.8005,-11.467,-9.7446,-9.7061
20,-3.8684,6.1382,0.50835,6.2023,2.7049,1.3406,0.61289,4.6522,3.4454,-2.0319,6.7883,-4.6442,-3.2399,-2.8809,9.734,4.1101
21,0.23288,-3.4587,-2.9021,-1.0417,-4.4063,-6.008,-5.905,4.2429,2.6142,-2.5537,5.647,-3.0099,-5.2944,-6.112,5.4168,-0.82878
22,2.3529,-12.188,-9.4271,-7.1516,-9.1821,-13.145,-12.07,-3.1127,-3.8178,0.15572,-2.3975,1.7587,-9.8305,-11.526,-9.7469,-9.7061
23,-0.74761,-2.0882,-2.9468,-1.4048,-4.3861,-3.5055,-1.5402,2.6111,-16.049,-5.3084,3.3309,-1.7556,-0.84564,-3.2234,-24.406,0.96844
24,-5.0993,13.385,7.538,13.609,10.839,13.57,10.815,12.52,-8.9274,-4.7944,6.2076,-1.6411,7.0371,2.94,-20.642,5.4837
25,-1.5441,-3.5447,-2.5214,-4.4125,-7.7919,-5.171,-3.1566,3.2014,7.2535,-4.6584,-3.1203,0.55644,3.2543,0.28369,-9.4043,-2.7451
26,2.5943,-8.4137,-6.3957,-7.887,-8.4895,-9.3087,-3.7198,1.4749,-3.0083,-6.0331,-6.5623,-1.8896,0.28529,-1.2409,2.3987,-8.0022
27,7.8937,-3.6436,-5.4873,-6.282,-7.534,-4.9337,-1.0038,-5.4908,-0.76971,6.4222,-12.37,10.708,-6.5553,-4.4666,-0.44876,-12.974
28,-0.9426,17.732,10.779,11.82,9.8539,13.09,15.214,8.4999,-1.153,3.1799,5.7614,4.0902,8.4302,11.977,-15.628,1.1445
29,-4.3237,13.824,12.392,10.333,8.6171,11.937,12.456,11.215,5.3769,1.3094,15.714,5.0968,15.605,21.559,8.9438,11.416
30,6.1937,-4.782,-0.17814,-2.6908,-2.7265,-0.85674,-7.3283,-3.9224,-1.3167,4.9975,-4.8724,4.9952,-7.7643,-3.1746,4.1376,-0.72435
