NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-3.5003,-17.331,-5.6778,-15.523,-10.647,3.0654,-5.5048,6.125,3.6235,3.5705,5.867,9.7916,-0.86435,-9.6183,-9.3997,-8.7167
1,6.7051,-11.695,-7.7793,-19.105,-15.124,1.4537,-8.8074,1.1648,3.3251,4.4886,7.8319,12.299,0.87797,-9.8451,-9.7177,-8.0178
2,-0.083108,-2.0034,-3.4511,-9.5834,-14.64,1.2662,-3.2501,1.5277,0.6899,-2.8187,1.7388,8.4635,-4.7274,-16.291,-16.647,-14.14
3,4.6166,4.456,3.0186,3.9622,-9.6712,2.1682,0.37601,1.5547,6.791,4.8013,2.0766,6.1587,-2.1626,-9.2193,-9.928,-10.096
4,9.3331,0.52127,-0.25254,4.0685,1.1074,-2.8848,-2.7271,-5.4783,-3.4488,-6.9381,-1.868,-1.859,-3.2514,-4.5649,-5.2317,-8.5652
5,-3.5205,-17.393,-5.7369,-15.504,-10.643,3.0675,-5.4746,6.0841,3.7145,3.5597,5.8454,9.7644,-0.82657,-9.6118,-9.4089,-8.7167
6,6.7703,-11.706,-7.7575,-19.116,-15.182,1.4978,-8.7861,1.1787,3.3063,4.4857,7.8839,12.292,0.8451,-9.8405,-9.7047,-8.0178
7,-0.04913,-2.0145,-3.4404,-9.5555,-14.642,1.3207,-3.245,1.5603,0.6891,-2.8101,1.7247,8.4752,-4.7104,-16.342,-16.62,-14.14
8,4.6619,4.3853,2.9598,3.9244,-9.652,2.1413,0.36666,1.5664,6.8221,4.7721,2.0687,6.1604,-2.1565,-9.2259,-9.9162,-10.096
9,9.3321,0.51564,-0.2877,4.0242,1.1043,-2.8506,-2.743,-5.4613,-3.477,-6.8818,-1.848,-1.8754,-3.2137,-4.5826,-5.2231,-8.5652
10,10.004,-4.103,-10.716,-8.0331,5.9536,-6.8877,-7.6026,3.6995,-6.6651,3.5964,6.6311,7.5007,3.0699,-3.5619,-7.8836,-23.085
11,7.3645,3.0252,-1.5459,4.3052,1.7839,3.0999,6.8374,11.344,-1.3973,3.9522,9.2592,10.761,13.244,6.035,7.3118,-4.7158
12,2.5503,8.1177,6.1569,8.2079,-0.56666,8.5206,15.108,11.807,5.2465,5.9928,7.4328,11.569,18.607,9.8307,17.14,7.2
13,-0.25183,12.177,3.336,1.8925,2.9433,1.555,6.6692,1.6657,4.8232,4.0088,1.1203,5.1912,11.64,6.7779,17.386,7.7146
14,-12.008,4.1086,-7.5347,-7.2518,5.5722,-9.0006,-6.5671,-11.914,-5.8253,-17.107,-15.459,-12.172,-9.178,-7.9906,5.1426,0.82134
15,9.9954,-4.0798,-10.768,-8.0213,5.887,-6.946,-7.6538,3.7013,-6.5823,3.6328,6.6302,7.4579,3.1054,-3.5392,-7.9176,-23.085
16,7.3842,3.0182,-1.4849,4.2763,1.8603,3.0345,6.8663,11.278,-1.357,3.9609,9.2777,10.806,13.302,6.1131,7.3431,-4.7158
17,2.5132,8.058,6.1948,8.1719,-0.54013,8.5759,15.193,11.866,5.17,6.0278,7.4406,11.568,18.535,9.8208,17.153,7.2
18,-0.19861,12.157,3.2704,1.8996,3.029,1.5787,6.5842,1.5758,4.7969,3.9963,1.0436,5.1824,11.634,6.7843,17.357,7.7146
19,-11.992,4.1335,-7.4912,-7.2915,5.5535,-8.9727,-6.5666,-11.985,-5.8568,-17.104,-15.426,-12.086,-9.231,-8.0664,5.1573,0.82134
20,10.011,-4.0738,-10.729,-8.0399,5.9165,-6.9053,-7.5696,3.6896,-6.5685,3.5486,6.665,7.5075,3.0859,-3.5737,-7.8922,-23.085
21,7.4339,3.0094,-1.5,4.2732,1.8663,3.061,6.8347,11.289,-1.3321,3.991,9.218,10.751,13.291,6.0699,7.314,-4.7158
22,2.5369,8.0683,6.1446,8.1792,-0.56371,8.5291,15.138,11.829,5.1848,6.0309,7.428,11.619,18.601,9.8395,17.098,7.2
23,-0.22066,12.136,3.2697,1.8494,2.9516,1.5193,6.6499,1.6536,4.8291,3.9945,1.0496,5.2418,11.635,6.7668,17.343,7.7146
24,-12.019,4.1704,-7.4874,-7.2765,5.5749,-8.9343,-6.643,-11.925,-5.8003,-17.058,-15.46,-12.16,-9.1495,-8.0042,5.1735,0.82134
25,10.003,-4.0454,-10.717,-8.0577,5.9535,-6.9527,-7.6314,3.6934,-6.621,3.562,6.628,7.4594,3.1509,-3.5685,-7.8614,-23.085
26,7.4247,3.0375,-1.4823,4.3354,1.8182,3.0039,6.814,11.292,-1.3874,4.0169,9.2398,10.794,13.282,6.0924,7.3137,-4.7158
27,2.5115,8.1021,6.1471,8.1473,-0.54417,8.5761,15.181,11.794,5.2417,6.002,7.4144,11.553,18.566,9.8241,17.151,7.2
28,-0.2605,12.214,3.2877,1.9365,2.9948,1.4988,6.6234,1.6296,4.8053,3.984,1.0687,5.1876,11.671,6.7782,17.406,7.7146
29,-11.992,4.1972,-7.4992,-7.2215,5.5474,-8.978,-6.5887,-12.001,-5.8688,-17.047,-15.439,-12.088,-9.1468,-8.0317,5.1558,0.82134
30,9.9944,-4.1205,-10.686,-8.0143,5.9627,-6.9056,-7.6058,3.6761,-6.5916,3.5912,6.6197,7.5508,3.0718,-3.5591,-7.8656,-23.085
31,7.373,3.0383,-1.5041,4.286,1.8246,3.0232,6.8158,11.268,-1.3678,4.0018,9.2893,10.791,13.311,6.0424,7.3615,-4.7158
32,2.6019,8.0724,6.1301,8.2233,-0.51782,8.5424,15.127,11.796,5.2136,5.9963,7.4439,11.531,18.601,9.8017,17.07,7.2
33,-0.21744,12.14,3.3224,1.8803,3.0177,1.5098,6.634,1.6177,4.7951,3.95,1.0588,5.2275,11.674,6.749,17.406,7.7146
34,-12.013,4.1624,-7.5395,-7.309,5.5345,-8.9868,-6.5598,-11.93,-5.812,-17.112,-15.46,-12.171,-9.2032,-8.0789,5.1274,0.82134
35,10.088,-4.0417,-10.711,-8.0233,5.8871,-6.9268,-7.6588,3.7513,-6.6297,3.5678,6.6874,7.4589,3.1328,-3.5702,-7.9442,-23.085
36,7.4253,2.9989,-1.5384,4.342,1.7938,3.0345,6.8616,11.354,-1.3479,3.9807,9.2596,10.789,13.322,6.0809,7.3091,-4.7158
37,2.605,8.1112,6.1283,8.1544,-0.5793,8.5896,15.17,11.803,5.2098,5.9668,7.4456,11.559,18.611,9.8183,17.131,7.2
38,-0.25897,12.191,3.3673,1.8996,3.0037,1.5689,6.6759,1.5871,4.8229,3.9951,1.0722,5.2405,11.676,6.7282,17.346,7.7146
39,-12.003,4.1362,-7.5791,-7.3014,5.5622,-8.9475,-6.62,-12.013,-5.8231,-17.022,-15.377,-12.116,-9.2134,-8.0202,5.1325,0.82134
40,10.041,-4.0448,-10.701,-8.0568,5.9056,-6.8933,-7.6108,3.6803,-6.6258,3.5478,6.6708,7.5239,3.1612,-3.5588,-7.9123,-23.085
41,7.4358,3.0454,-1.4941,4.2555,1.7673,3.0748,6.863,11.348,-1.3568,4.0103,9.2839,10.802,13.301,6.0857,7.3171,-4.7158
42,2.5161,8.0989,6.1362,8.1614,-0.48459,8.5785,15.166,11.861,5.1729,6.0214,7.4337,11.578,18.53,9.8682,17.082,7.2
43,-0.28252,12.138,3.3012,1.9152,3.0185,1.5527,6.6001,1.6215,4.8592,3.9984,1.0583,5.1741,11.608,6.6974,17.332,7.7146
