NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-10.793,-1.5294,1.1138,-4.1209,-7.9618,1.1134,0.3479,-1.2658,-10.691,-5.196,-9.8775,-10.93,-5.8813,-6.9592,-0.62282,-0.29514
1,29.551,18.787,13.92,10.565,-10.996,19.598,14.801,17.41,8.0043,8.6918,14.445,7.9076,11.557,8.5277,14.849,8.5502
2,10.535,7.1805,4.5284,-3.974,-1.4565,10.33,1.9803,7.4505,23.574,20.324,18.724,15.25,13.442,14.94,16.058,3.6991
3,-10.986,-4.3684,-2.7914,-6.4496,2.2816,1.611,-3.7429,-1.0769,5.4131,2.8001,-1.6227,0.18108,-6.2937,-6.8728,-3.9216,-12.966
4,-5.5636,6.9454,-1.6272,-0.48237,1.6796,-0.50985,-0.24068,-0.97826,-4.2975,1.3296,-4.6142,1.3212,-8.2269,-8.4137,-6.4863,-9.2616
5,7.9598,1.9506,6.6928,5.3452,3.5295,6.6973,5.7304,6.6052,1.5347,-2.1677,4.1667,9.1245,10.981,6.9728,6.1739,4.1894
6,0.68067,2.1063,7.5396,7.3241,-1.7309,8.0979,4.4344,6.2713,1.8982,-4.5383,1.4297,5.9454,7.8621,5.1867,3.9625,9.7849
7,4.4312,11.96,7.7907,7.8042,-6.8477,6.3702,6.2638,4.2054,4.6124,8.4886,7.6777,8.6535,8.4745,9.0531,6.7167,12.249
8,-4.6913,-1.5954,-6.8981,-6.7113,1.8414,-10.186,-7.1843,-12.89,0.15778,0.72235,-5.8053,-8.0777,-4.5653,0.24583,-4.1693,4.2421
9,-10.663,-11.565,-11.286,-6.335,6.6748,-15.782,-12.664,-17.34,-6.17,-16.57,-19.219,-26.254,-17.023,-9.5073,-17.818,-6.4606
10,7.92,1.9582,6.7021,5.2999,3.5634,6.7042,5.6606,6.6096,1.5264,-2.2141,4.1716,9.0778,10.916,6.9058,6.2205,4.1894
11,0.60296,2.1653,7.5008,7.3743,-1.78,8.1689,4.4339,6.3216,1.8736,-4.5874,1.4136,5.9863,7.9169,5.1777,3.9389,9.7849
