NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3.154,7.3827,5.7019,7.5757,1.0817,3.4955,9.266,15.186,-2.8709,12.671,1.4216,16.431,16.713,12.128,11.548,6.7432
1,11.71,12.61,6.2285,3.4932,1.0222,10.927,6.331,11.972,7.845,10.123,7.7049,17.085,19.811,12.709,14.894,15.124
2,9.2729,4.4062,6.3346,4.7401,-3.008,9.7312,7.7639,9.7333,1.3195,0.33102,1.7899,5.437,7.1663,3.9083,3.889,7.1217
3,-4.3182,-7.5784,3.5102,4.941,-3.8312,3.8542,8.5092,5.492,0.36225,0.79362,-8.7963,-4.2838,-5.8449,-1.3399,-4.0887,-7.9071
4,-3.7949,-13.618,-5.7994,-9.1855,-6.8637,-4.6496,-4.9377,-7.0365,1.1091,0.022962,-9.1698,-9.3394,-10.424,-0.72789,-4.8782,-7.3303
5,3.1133,7.3575,5.6999,7.5145,1.0521,3.5328,9.353,15.117,-2.8608,12.637,1.3944,16.435,16.66,12.096,11.488,6.7432
6,11.624,12.564,6.1713,3.5702,1.0602,10.955,6.3123,11.96,7.8302,10.064,7.708,17.07,19.859,12.712,14.986,15.124
7,9.2708,4.4364,6.3491,4.7158,-2.9261,9.7735,7.7864,9.7817,1.2894,0.29813,1.7464,5.4164,7.2184,3.8755,3.9005,7.1217
8,-4.2998,-7.6003,3.5096,4.8606,-3.8044,3.8795,8.5115,5.4762,0.34642,0.7698,-8.7647,-4.3158,-5.8447,-1.2977,-4.1512,-7.9071
9,-3.8287,-13.603,-5.8557,-9.2179,-6.8869,-4.5887,-4.9399,-7.0128,1.1418,0.060765,-9.1655,-9.3688,-10.466,-0.79355,-4.8529,-7.3303
10,3.1217,7.4461,5.6422,7.5641,1.0925,3.4985,9.2974,15.115,-2.8886,12.705,1.4104,16.457,16.694,12.125,11.533,6.7432
11,11.623,12.596,6.2408,3.5752,0.97232,10.93,6.3567,11.961,7.8274,10.111,7.6829,17.049,19.845,12.773,14.98,15.124
12,9.225,4.4609,6.3449,4.7169,-2.9782,9.7446,7.7683,9.7343,1.2712,0.33388,1.7513,5.3961,7.1431,3.8602,3.8325,7.1217
13,-4.3259,-7.653,3.4574,4.9202,-3.7977,3.9374,8.5052,5.5056,0.32707,0.79766,-8.7654,-4.3041,-5.8206,-1.3066,-4.0813,-7.9071
14,-3.7619,-13.637,-5.7651,-9.1557,-6.8993,-4.6493,-4.967,-7.0015,1.1264,0.024602,-9.2039,-9.3729,-10.434,-0.74331,-4.8951,-7.3303
15,3.1681,7.4066,5.6894,7.5359,1.0069,3.4961,9.2648,15.152,-2.8604,12.689,1.4103,16.401,16.704,12.097,11.498,6.7432
16,11.651,12.6,6.1826,3.5117,1.0494,10.979,6.326,11.887,7.8047,10.1,7.638,17.039,19.822,12.679,14.896,15.124
