NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-2.5038,-2.8044,1.4795,3.6359,-5.7465,-1.8076,-0.72116,-3.1337,1.2759,4.7537,-2.8877,-1.0388,4.9206,7.4215,18.726,4.622
1,-8.3793,-4.596,0.2986,-0.71996,0.25631,-4.7435,-4.3675,-3.5097,6.6429,6.5801,-8.7111,-7.8488,-3.2054,-1.6164,5.1132,-1.2601
2,10.583,2.5691,8.3426,12.448,0.38787,7.8848,9.4101,10.536,6.3529,0.72088,3.9548,8.9968,12.553,15.28,17.238,13.773
3,0.038859,7.434,4.2951,6.0896,11.211,0.18597,3.3563,2.4986,12.619,8.4324,2.3689,9.5257,12.822,12.564,18.277,8.4335
4,-9.6,0.62226,-3.4327,-4.8197,14.53,-10.296,-5.7788,-9.1487,-6.6765,0.71559,-9.3661,-2.8792,-5.8696,-7.7593,-6.8644,-8.8763
5,-5.989,4.0286,0.88242,4.0495,16.513,-2.8507,0.35387,-2.9816,-12.489,-20.635,-6.7122,-15.362,-12.256,2.1768,-5.6023,-6.6639
6,2.6564,1.7395,6.9343,14.544,3.9808,9.4823,9.117,6.3981,-7.7308,-17.916,-1.8677,-9.0009,-3.9692,10.58,1.7213,9.8182
7,5.0303,10.345,10.652,16.965,-4.8863,11.896,14.251,8.2269,5.6105,-5.2975,6.8878,-0.059261,4.6277,12.194,9.8605,19.686
8,-16.592,4.4674,-9.5159,-8.7098,6.0632,-18.615,-12.454,-18.6,-0.15338,-3.9619,-11.108,-16.77,-14.649,-4.7787,-10.765,-5.0224
9,-28.037,-16.062,-13.271,-8.1209,0.40635,-21.138,-15.156,-17.002,-13.449,-17.023,-24.91,-29.19,-28.188,-15.676,-26.765,-19.293
10,-6.0335,4.0476,0.90396,4.0802,16.509,-2.9343,0.34617,-3.0275,-12.462,-20.65,-6.7512,-15.415,-12.191,2.1787,-5.5545,-6.6639
11,2.6866,1.7237,6.9117,14.514,3.9608,9.5395,9.1168,6.4389,-7.7071,-17.95,-1.8862,-9.0379,-3.9722,10.531,1.7019,9.8182
12,4.9592,10.312,10.635,16.995,-4.8817,11.904,14.244,8.2153,5.6773,-5.3354,6.8863,-0.099474,4.6453,12.208,9.8663,19.686
13,-16.576,4.4292,-9.5344,-8.7556,6.0954,-18.623,-12.472,-18.65,-0.17212,-3.9432,-11.193,-16.795,-14.598,-4.7613,-10.699,-5.0224
14,-28.035,-16.088,-13.286,-8.1129,0.35004,-21.145,-15.199,-17.035,-13.484,-17.051,-24.853,-29.266,-28.113,-15.724,-26.802,-19.293
15,-5.9915,4.0408,0.92922,4.0444,16.596,-2.9139,0.36702,-3.0222,-12.505,-20.644,-6.6594,-15.376,-12.175,2.1643,-5.5613,-6.6639
16,2.7043,1.7135,6.9439,14.528,3.9597,9.4817,9.0727,6.444,-7.6771,-17.984,-1.9015,-9.0714,-4.0065,10.614,1.6958,9.8182
17,4.9873,10.364,10.588,16.92,-4.8422,11.841,14.195,8.2201,5.6169,-5.3006,6.915,-0.055879,4.6477,12.192,9.8014,19.686
18,-16.571,4.4107,-9.4539,-8.7391,6.0964,-18.593,-12.469,-18.583,-0.18944,-3.9487,-11.1,-16.783,-14.633,-4.742,-10.682,-5.0224
19,-28.031,-16.036,-13.305,-8.118,0.41146,-21.147,-15.128,-17.021,-13.449,-16.959,-24.923,-29.184,-28.095,-15.723,-26.722,-19.293
20,-5.9587,4.0861,0.92235,4.072,16.543,-2.8512,0.36383,-3.0311,-12.467,-20.727,-6.7007,-15.434,-12.218,2.1589,-5.5868,-6.6639
21,2.6734,1.7305,6.9262,14.533,4.0046,9.4605,9.1107,6.4268,-7.7341,-17.961,-1.9434,-9.0474,-3.9796,10.607,1.73,9.8182
22,4.9939,10.319,10.658,16.947,-4.8853,11.834,14.206,8.1654,5.6497,-5.3401,6.9202,-0.021977,4.6092,12.222,9.8251,19.686
23,-16.649,4.3996,-9.444,-8.7178,6.1156,-18.669,-12.441,-18.625,-0.10327,-3.9789,-11.127,-16.735,-14.624,-4.7643,-10.722,-5.0224
24,-28.03,-16.065,-13.272,-8.1379,0.40256,-21.135,-15.157,-17.059,-13.457,-16.991,-24.911,-29.185,-28.125,-15.699,-26.778,-19.293
25,-6.0437,4.0835,0.8891,4.1024,16.57,-2.9101,0.40054,-3.0575,-12.458,-20.702,-6.7494,-15.436,-12.232,2.2105,-5.5726,-6.6639
26,2.7258,1.7633,6.8884,14.544,4.0086,9.4977,9.1255,6.3711,-7.722,-17.943,-1.9315,-8.9944,-3.9341,10.586,1.6519,9.8182
27,5.0312,10.301,10.598,16.99,-4.8591,11.823,14.236,8.2435,5.6059,-5.3293,6.9496,-0.023711,4.5858,12.169,9.8174,19.686
