NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4.4783,5.023,6.4875,6.5813,-4.3531,7.6451,6.7858,3.3827,4.1261,3.7929,5.5914,13.497,10.365,10.414,9.0127,10.888
1,8.61,-10.287,-4.184,-8.5262,4.9954,-4.9841,-5.5147,-9.4898,8.0515,16.451,-2.9564,5.1724,2.4041,4.1063,2.2698,0.52736
2,12.806,-18.911,-5.9193,-8.0636,8.8764,-9.6332,-5.241,-16.206,1.1046,17.821,-22.938,-14.698,-11.995,-8.1215,-14.983,-18.346
3,1.6252,0.93811,16.665,18.956,2.744,13.544,16.875,12.727,-4.0943,13.381,-9.5915,0.80221,9.5692,15.086,8.0256,4.6062
4,0.31803,6.569,20.115,15.165,-0.53384,12.343,14.328,6.264,-5.7391,3.7079,4.3336,11.298,24.843,31.497,28.941,24.882
5,-2.712,-23.189,-14.693,-8.8457,-3.4347,-10.439,-17.158,-21.349,4.925,-7.6888,-23.353,-20.609,-28.493,-30.242,-18.46,-20.62
6,-8.0963,-25.286,-17.029,-9.9523,-6.3837,-11.026,-16.487,-16.308,4.5389,-2.4066,-15.792,-12.758,-19.874,-22.86,-10.946,-18.144
7,-9.6897,-27.954,-23.096,-20.332,-4.1434,-15.846,-21.325,-17.185,-8.2836,-5.2217,-12.73,-7.6275,-14.682,-16.749,-8.981,-17.343
8,-6.7426,-13.108,-9.377,-9.4904,-1.7295,-4.1724,-3.6989,2.4538,-5.5444,5.7989,-5.7451,-3.6357,-12.95,-12.441,-10.613,-16.182
9,-14.045,6.1843,10.075,11.593,-7.9818,12.577,14.231,21.025,-6.5029,-0.39867,17.553,15.065,6.6877,8.1198,6.4609,0.36949
10,-2.6377,-23.239,-14.653,-8.8409,-3.3463,-10.455,-17.167,-21.364,4.9447,-7.6976,-23.275,-20.65,-28.493,-30.298,-18.387,-20.62
11,-8.0329,-25.244,-17.058,-9.9441,-6.4501,-11.062,-16.486,-16.313,4.541,-2.4119,-15.695,-12.737,-19.848,-22.856,-10.95,-18.144
12,-9.619,-27.955,-23.133,-20.354,-4.0863,-15.84,-21.316,-17.18,-8.2026,-5.1954,-12.754,-7.604,-14.694,-16.797,-8.9074,-17.343
13,-6.7671,-13.077,-9.4062,-9.5495,-1.7948,-4.1642,-3.7008,2.4961,-5.4964,5.7674,-5.7481,-3.5459,-12.956,-12.474,-10.632,-16.182
14,-14.063,6.1472,9.9869,11.63,-8.0162,12.556,14.287,21.069,-6.4294,-0.37586,17.575,15.095,6.6289,8.1228,6.4026,0.36949
15,-2.6595,-23.207,-14.659,-8.8549,-3.4336,-10.419,-17.109,-21.39,4.9723,-7.7174,-23.326,-20.639,-28.488,-30.234,-18.383,-20.62
16,-8.089,-25.265,-17.012,-9.9068,-6.416,-11.039,-16.472,-16.327,4.4892,-2.3821,-15.717,-12.711,-19.84,-22.879,-10.933,-18.144
17,-9.659,-27.929,-23.066,-20.325,-4.1186,-15.794,-21.326,-17.193,-8.2773,-5.2182,-12.704,-7.653,-14.677,-16.784,-8.9763,-17.343
18,-6.77,-13.155,-9.3906,-9.5218,-1.7928,-4.1061,-3.7752,2.4318,-5.5392,5.8231,-5.6796,-3.5676,-13.028,-12.509,-10.641,-16.182
19,-14.049,6.1222,9.9978,11.645,-7.9705,12.53,14.247,21.034,-6.4424,-0.3239,17.543,15.101,6.6888,8.1363,6.3737,0.36949
20,-2.6478,-23.161,-14.661,-8.8167,-3.3939,-10.438,-17.08,-21.329,4.9085,-7.6676,-23.36,-20.609,-28.563,-30.22,-18.468,-20.62
