NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-4.2496,-16.929,-0.94915,3.4473,3.7647,-5.2268,0.1501,-4.2669,0.54034,-5.0471,-2.1417,-2.9168,-5.0158,-0.54031,-2.7217,3.1238
1,4.6625,-6.8361,6.1159,7.8755,-7.1279,-2.2867,4.7863,2.2888,-5.9676,-5.5786,-3.5503,-4.676,-4.4387,-1.5019,-2.4505,1.3064
2,4.8999,5.5775,13.898,14.491,-22.955,6.2603,11.694,11.51,2.4652,-4.3123,9.4736,7.5122,10.099,10.333,9.7317,10.343
3,4.4408,-15.993,-0.8748,1.1634,-19.98,-9.8646,-3.9174,-7.3905,7.1504,-1.0745,-4.9855,-9.7997,-5.2878,-3.5861,-3.6401,-4.9143
4,-36.113,-9.9668,7.7773,13.093,-25.674,2.052,6.8928,2.8118,2.7774,5.0487,-7.4892,-7.3465,-4.5552,-2.7676,-4.6804,-2.5954
5,-4.251,-16.861,-0.92613,3.4429,3.7523,-5.2677,0.18304,-4.2764,0.48793,-5.0723,-2.1344,-2.9488,-4.9623,-0.57254,-2.6883,3.1238
6,4.604,-6.788,6.0645,7.8637,-7.1095,-2.2906,4.8277,2.2483,-5.9363,-5.6089,-3.5498,-4.6671,-4.3461,-1.4959,-2.3572,1.3064
7,4.8545,5.5502,13.898,14.569,-23.013,6.2437,11.695,11.527,2.5323,-4.386,9.4602,7.6074,10.055,10.371,9.7497,10.343
8,4.402,-16.041,-0.85373,1.2072,-20.035,-9.7734,-3.9907,-7.4264,7.1016,-1.0411,-4.9471,-9.7986,-5.276,-3.614,-3.6163,-4.9143
9,-36.138,-9.9533,7.7784,13.011,-25.657,2.0807,6.9222,2.8362,2.6875,4.9714,-7.5466,-7.3369,-4.5527,-2.7767,-4.7345,-2.5954
10,-4.3127,-16.875,-0.97576,3.4221,3.7651,-5.2301,0.16568,-4.2558,0.53113,-5.0292,-2.1134,-2.8975,-4.9932,-0.50658,-2.6704,3.1238
11,4.6881,-6.8816,6.1206,7.8201,-7.1005,-2.2562,4.8384,2.2644,-6.017,-5.5954,-3.5839,-4.6923,-4.3876,-1.5338,-2.4339,1.3064
12,4.8372,5.5679,13.913,14.504,-22.949,6.2463,11.688,11.506,2.5353,-4.3311,9.4089,7.592,10.093,10.376,9.7535,10.343
13,4.4572,-15.954,-0.81839,1.1253,-20.015,-9.7861,-3.992,-7.4053,7.1072,-1.0023,-4.9565,-9.8881,-5.2459,-3.6449,-3.6658,-4.9143
14,-36.125,-9.9816,7.7543,13.01,-25.657,2.0355,6.9602,2.8619,2.7522,4.995,-7.4989,-7.3665,-4.5639,-2.7326,-4.6804,-2.5954
15,-4.3023,-16.889,-0.89407,3.4703,3.7174,-5.2454,0.16969,-4.3092,0.54229,-5.0993,-2.1589,-2.8839,-5.0058,-0.56454,-2.7311,3.1238
16,4.6946,-6.8759,6.0565,7.8528,-7.1507,-2.2249,4.8709,2.3011,-5.9572,-5.5925,-3.5856,-4.6154,-4.3869,-1.5198,-2.3896,1.3064
17,4.8475,5.5279,13.875,14.524,-22.935,6.2638,11.674,11.558,2.4911,-4.3936,9.4661,7.5731,10.106,10.34,9.7241,10.343
18,4.3848,-16.007,-0.8111,1.1851,-19.945,-9.8482,-3.9119,-7.4236,7.1503,-1.0541,-5.0284,-9.8236,-5.2329,-3.6358,-3.6605,-4.9143
19,-36.123,-9.9347,7.7942,13.04,-25.696,2.0438,6.9593,2.8209,2.7668,5.0347,-7.5524,-7.305,-4.5527,-2.7763,-4.7139,-2.5954
20,-4.3119,-16.862,-0.92865,3.4727,3.7133,-5.2784,0.12689,-4.3057,0.55744,-5.0335,-2.1108,-2.881,-4.9543,-0.52727,-2.7127,3.1238
21,4.64,-6.8687,6.1105,7.8905,-7.1749,-2.2765,4.7784,2.2345,-5.962,-5.6056,-3.6092,-4.6374,-4.344,-1.5112,-2.3836,1.3064
22,4.8165,5.5761,13.901,14.567,-23.003,6.2869,11.676,11.552,2.5055,-4.3592,9.4807,7.5477,10.035,10.358,9.7831,10.343
23,4.4489,-16.021,-0.84178,1.1549,-19.951,-9.8153,-3.9418,-7.4675,7.1101,-1.0145,-5.0046,-9.8435,-5.257,-3.5713,-3.6805,-4.9143
24,-36.152,-10.025,7.7341,13.081,-25.678,2.0309,6.9047,2.8741,2.7798,5.027,-7.5457,-7.348,-4.5604,-2.7314,-4.6845,-2.5954
25,-4.3122,-16.923,-0.90197,3.4892,3.7926,-5.2079,0.20192,-4.3089,0.57875,-5.0684,-2.1366,-2.9469,-4.9317,-0.55028,-2.6484,3.1238
26,4.6109,-6.8094,6.0739,7.8354,-7.114,-2.2451,4.8257,2.2308,-5.9408,-5.5691,-3.6082,-4.617,-4.4335,-1.5214,-2.3718,1.3064
27,4.8226,5.5116,13.875,14.523,-23.005,6.2907,11.715,11.544,2.5104,-4.3282,9.4801,7.5378,10.122,10.315,9.794,10.343
28,4.4493,-16.03,-0.82143,1.1398,-19.998,-9.8496,-3.8933,-7.4149,7.1652,-1.0418,-4.9905,-9.8599,-5.2406,-3.6177,-3.6806,-4.9143
29,-36.179,-9.9792,7.7726,13.053,-25.678,2.0448,6.9471,2.8164,2.7018,5.0419,-7.4932,-7.3441,-4.5429,-2.7129,-4.6802,-2.5954
30,-4.2535,-16.868,-0.92425,3.4729,3.724,-5.2907,0.18834,-4.2847,0.5365,-5.0346,-2.0862,-2.9359,-4.9479,-0.49002,-2.7004,3.1238
31,4.6199,-6.8289,6.1236,7.7975,-7.0795,-2.2186,4.8294,2.2904,-5.9442,-5.6043,-3.6315,-4.6689,-4.379,-1.501,-2.4506,1.3064
32,4.8128,5.5399,13.893,14.502,-22.939,6.2893,11.715,11.529,2.4587,-4.3337,9.442,7.5155,10.102,10.289,9.7435,10.343
33,4.4019,-16.016,-0.87779,1.1407,-20.043,-9.8374,-3.9749,-7.4164,7.1522,-1.0689,-5.0156,-9.8169,-5.2995,-3.6365,-3.6843,-4.9143
